,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
13,Ordinario,ACETO Luca,M,Gran Sasso Science Institute,,INF/01,01/B1,Area di Informatica,2022,01 - Scienze matematiche e informatiche
14,Ordinario,ADAMI Riccardo,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2022,01 - Scienze matematiche e informatiche
15,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ADAMO Tommaso,M,SALENTO,,MAT/09,01/A6,INGEGNERIA DELL'INNOVAZIONE,2022,01 - Scienze matematiche e informatiche
16,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ADDONA Davide,M,PARMA,,MAT/05,01/A3,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2022,01 - Scienze matematiche e informatiche
17,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AGAZZI Andrea,M,PISA,,MAT/06,01/A3,MATEMATICA,2022,01 - Scienze matematiche e informatiche
18,Associato confermato,AGLIANO' Paolo,M,SIENA,,MAT/02,01/A2,Ingegneria dellInformazione e Scienze Matematiche,2022,01 - Scienze matematiche e informatiche
19,Associato,AGLIARI Elena,F,"ROMA ""La Sapienza""",,MAT/07,01/A4,Matematica,2022,01 - Scienze matematiche e informatiche
20,Ordinario,AGNETIS Alessandro,M,SIENA,,MAT/09,01/A6,Ingegneria dellInformazione e Scienze Matematiche,2022,01 - Scienze matematiche e informatiche
21,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AGOSTI Abramo,M,PAVIA,,MAT/05,01/A3,MATEMATICA,2022,01 - Scienze matematiche e informatiche
22,Associato confermato,AGOSTINI Alessandra,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2022,01 - Scienze matematiche e informatiche
23,Associato,AGOSTINIANI Virginia,F,TRENTO,,MAT/05,01/A3,Fisica,2022,01 - Scienze matematiche e informatiche
24,Associato,AGUGLIA Angela,F,Politecnico di BARI,,MAT/03,01/A2,"Dipartimento di Meccanica, Matematica e Management",2022,01 - Scienze matematiche e informatiche
25,Associato,AGUZZOLI Stefano,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2022,01 - Scienze matematiche e informatiche
26,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AHMETOVIC Dragan,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2022,01 - Scienze matematiche e informatiche
27,Associato,AIMI Alessandra,F,PARMA,,MAT/08,01/A5,"Scienze Matematiche, Fisiche e Informatiche",2022,01 - Scienze matematiche e informatiche
28,Associato,AIOLLI Fabio,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2022,01 - Scienze matematiche e informatiche
29,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALAIMO Salvatore,M,CATANIA,,INF/01,01/B1,MEDICINA CLINICA E SPERIMENTALE,2022,01 - Scienze matematiche e informatiche
30,Ordinario,ALBANESE Angela Anna,F,SALENTO,,MAT/05,01/A3,Matematica e Fisica Ennio De Giorgi,2022,01 - Scienze matematiche e informatiche
31,Associato confermato,ALBANO Alberto,M,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2022,01 - Scienze matematiche e informatiche
32,Associato,ALBANO Giovannina,F,SALERNO,,MAT/04,01/A1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2022,01 - Scienze matematiche e informatiche
33,Ordinario,ALBANO Paolo,M,BOLOGNA,,MAT/05,01/A3,Matematica,2022,01 - Scienze matematiche e informatiche
34,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALBERICI Diego,M,L'AQUILA,,MAT/07,01/A4,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2022,01 - Scienze matematiche e informatiche
35,Associato,ALBERTI Giovanni,M,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2022,01 - Scienze matematiche e informatiche
36,Ordinario,ALBERTI Giovanni,M,PISA,,MAT/05,01/A3,MATEMATICA,2022,01 - Scienze matematiche e informatiche
37,Associato,ALBERTI Marco,M,FERRARA,,INF/01,01/B1,Matematica e informatica,2022,01 - Scienze matematiche e informatiche
38,Associato,ALBERTINI Francesca,F,PADOVA,,MAT/05,01/A3,TECNICA E GESTIONE DEI SISTEMI INDUSTRIALI - DTG,2022,01 - Scienze matematiche e informatiche
39,Associato,ALBI Giacomo,M,VERONA,,MAT/08,01/A5,Informatica,2022,01 - Scienze matematiche e informatiche
40,Associato,ALDINI Alessandro,M,Urbino Carlo Bo,,INF/01,01/B1,Scienze Pure e Applicate (DiSPeA),2022,01 - Scienze matematiche e informatiche
41,Ordinario,ALDINUCCI Marco,M,TORINO,,INF/01,01/B1,Informatica,2022,01 - Scienze matematiche e informatiche
42,Associato confermato,ALESSI Fabio,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2022,01 - Scienze matematiche e informatiche
43,Associato,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2022,01 - Scienze matematiche e informatiche
44,Ordinario,ALETTI Giacomo,M,MILANO,,MAT/06,01/A3,Scienze e politiche ambientali,2022,01 - Scienze matematiche e informatiche
45,Ricercatore,ALFIERI Roberto,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2022,01 - Scienze matematiche e informatiche
46,Associato,ALI' Giuseppe,M,della CALABRIA,,MAT/07,01/A4,Fisica,2022,01 - Scienze matematiche e informatiche
47,Associato,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,,MAT/05,01/A3,"Ingegneria Elettrica e dell'Informazione ""Maurizio Scarano""",2022,01 - Scienze matematiche e informatiche
48,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALLA Alessandro,M,"""Ca' Foscari"" VENEZIA",,MAT/08,01/A5,SCIENZE MOLECOLARI E NANOSISTEMI,2022,01 - Scienze matematiche e informatiche
49,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALLEGRA Dario,M,CATANIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2022,01 - Scienze matematiche e informatiche
50,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALMI Stefano,M,Napoli Federico II,,MAT/05,01/A3,"MATEMATICA E APPLICAZIONI ""RENATO CACCIOPPOLI""",2022,01 - Scienze matematiche e informatiche
51,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALOISIO Alessandro,M,Univ. Studi Internazionali di ROMA (UNINT),Economia,INF/01,01/B1,PIO V,2022,01 - Scienze matematiche e informatiche
52,Ordinario,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,,MAT/08,01/A5,Matematica,2022,01 - Scienze matematiche e informatiche
53,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALTAVILLA Amedeo,M,BARI,,MAT/03,01/A2,MATEMATICA,2022,01 - Scienze matematiche e informatiche
54,Associato,ALVIANO Mario,M,della CALABRIA,,INF/01,01/B1,Matematica e Informatica - DeMaCS,2022,01 - Scienze matematiche e informatiche
55,Associato confermato,ALZATI Alberto,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2022,01 - Scienze matematiche e informatiche
56,Associato,AMADINI Roberto,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2022,01 - Scienze matematiche e informatiche
57,Associato,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI",,MAT/05,01/A3,SCIENZE E TECNOLOGIE,2022,01 - Scienze matematiche e informatiche
58,Ordinario,AMADORI Debora,F,L'AQUILA,,MAT/05,01/A3,Ingegneria e scienze dell'informazione e matematica,2022,01 - Scienze matematiche e informatiche
59,Ordinario,AMALDI Edoardo,M,Politecnico di MILANO,,MAT/09,01/A6,"Elettronica, Informazione e Bioingegneria",2022,01 - Scienze matematiche e informatiche
60,Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Scienze di base e applicate per l'ingegneria,2022,01 - Scienze matematiche e informatiche
61,Associato,AMATO Gianluca,M,CHIETI-PESCARA,,MAT/01,01/A1,Economia,2022,01 - Scienze matematiche e informatiche
62,Ricercatore,AMATO Roberto,M,MESSINA,,MAT/05,01/A3,Ingegneria,2022,01 - Scienze matematiche e informatiche
63,Ordinario,AMBRIOLA Vincenzo,M,PISA,,INF/01,01/B1,INFORMATICA,2022,01 - Scienze matematiche e informatiche
64,Ordinario,AMBROSI Davide Carlo,M,Politecnico di TORINO,,MAT/07,01/A4,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2022,01 - Scienze matematiche e informatiche
65,Ordinario,AMBROSINO Daniela,F,GENOVA,,MAT/09,01/A6,Economia,2022,01 - Scienze matematiche e informatiche
66,Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,,MAT/05,01/A3,Classe di scienze,2022,01 - Scienze matematiche e informatiche
67,Associato,AMBROSIO Vincenzo,M,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2022,01 - Scienze matematiche e informatiche
68,Associato,AMENDOLA Gennaro,M,"Univ. Telematica ""E-CAMPUS""",Ingegneria,MAT/03,01/A2,DIPARTIMENTO E-CAMPUS,2022,01 - Scienze matematiche e informatiche
69,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AMENDOLA Giovanni,M,della CALABRIA,,INF/01,01/B1,MATEMATICA E INFORMATICA - DEMACS,2022,01 - Scienze matematiche e informatiche
70,Ricercatore,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,,MAT/07,01/A4,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2022,01 - Scienze matematiche e informatiche
71,Associato confermato,AMODIO Pierluigi,M,BARI,,MAT/08,01/A5,Matematica,2022,01 - Scienze matematiche e informatiche
72,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMOROSI Lavinia,F,"ROMA ""La Sapienza""",,MAT/09,01/A6,Non disponibile,2022,01 - Scienze matematiche e informatiche
73,Associato confermato,AMOROSO Alessandro,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2022,01 - Scienze matematiche e informatiche
74,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AMPARORE Elvio Gilberto,M,TORINO,,INF/01,01/B1,INFORMATICA,2022,01 - Scienze matematiche e informatiche
75,Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,,MAT/05,01/A3,Architettura,2022,01 - Scienze matematiche e informatiche
76,Associato,ANCONA Davide,M,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2022,01 - Scienze matematiche e informatiche
77,Ordinario,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2022,01 - Scienze matematiche e informatiche
78,Associato,ANDRA' Chiara,F,PIEMONTE ORIENTALE,,MAT/04,01/A1,Sviluppo Sostenibile e la Transizione Ecologica,2022,01 - Scienze matematiche e informatiche
79,Ordinario,ANDREATTA Fabrizio,M,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2022,01 - Scienze matematiche e informatiche
80,Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2022,01 - Scienze matematiche e informatiche
81,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANDREIS Luisa,F,Politecnico di MILANO,,MAT/06,01/A3,MATEMATICA,2022,01 - Scienze matematiche e informatiche
82,Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2022,01 - Scienze matematiche e informatiche
83,Ordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2022,01 - Scienze matematiche e informatiche
84,Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2022,01 - Scienze matematiche e informatiche
85,Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2022,01 - Scienze matematiche e informatiche
86,Ordinario,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2022,01 - Scienze matematiche e informatiche
87,Ordinario,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2022,01 - Scienze matematiche e informatiche
88,Ordinario,ANGELLA Daniele,M,FIRENZE,,MAT/03,01/A2,Matematica e Informatica Ulisse Dini(DIMAI),2022,01 - Scienze matematiche e informatiche
89,Associato,ANGELONI Laura,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2022,01 - Scienze matematiche e informatiche
90,Associato,ANGIULI Luciana,F,SALENTO,,MAT/05,01/A3,Matematica e Fisica Ennio De Giorgi,2022,01 - Scienze matematiche e informatiche
91,Ordinario,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2022,01 - Scienze matematiche e informatiche
92,Associato,ANISETTI Marco,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2022,01 - Scienze matematiche e informatiche
93,Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Fisica 'E.R. Caianiello',2022,01 - Scienze matematiche e informatiche
94,Associato,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2022,01 - Scienze matematiche e informatiche
95,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANSELMI Fabio,M,TRIESTE,,INF/01,01/B1,"MATEMATICA, INFORMATICA E GEOSCIENZE",2022,01 - Scienze matematiche e informatiche
96,Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2022,01 - Scienze matematiche e informatiche
97,Associato,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2022,01 - Scienze matematiche e informatiche
98,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2022,01 - Scienze matematiche e informatiche
99,Ordinario,ANTONELLI Paolo,M,Gran Sasso Science Institute,,MAT/05,01/A3,Area di Matematica,2022,01 - Scienze matematiche e informatiche
100,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTONELLI Vincenzo,M,Politecnico di TORINO,,MAT/03,01/A2,SCIENZE MATEMATICHE GIUSEPPE LUIGI LAGRANGE,2022,01 - Scienze matematiche e informatiche
101,Ordinario,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2022,01 - Scienze matematiche e informatiche
102,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANTONINI Paolo,M,SALENTO,,MAT/03,01/A2,MATEMATICA E FISICA ENNIO DE GIORGI,2022,01 - Scienze matematiche e informatiche
103,Associato,ANTONINI Samuele,M,FIRENZE,,MAT/04,01/A1,Matematica e Informatica Ulisse Dini(DIMAI),2022,01 - Scienze matematiche e informatiche
104,Ordinario,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2022,01 - Scienze matematiche e informatiche
105,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),APICELLA Andrea,M,Napoli Federico II,,INF/01,01/B1,INGEGNERIA ELETTRICA E DELLE TECNOLOGIE DELL'INFORMAZIONE,2022,01 - Scienze matematiche e informatiche
106,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),APPEL Andrea,M,PARMA,,MAT/02,01/A2,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2022,01 - Scienze matematiche e informatiche
107,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),APRILE Manuel Francesco,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2022,01 - Scienze matematiche e informatiche
108,Associato,ARAGONA Riccardo,M,L'AQUILA,,MAT/02,01/A2,Ingegneria e scienze dell'informazione e matematica,2022,01 - Scienze matematiche e informatiche
109,Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2022,01 - Scienze matematiche e informatiche
110,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARCERI Vincenzo,M,PARMA,,INF/01,01/B1,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2022,01 - Scienze matematiche e informatiche
111,Associato,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2022,01 - Scienze matematiche e informatiche
112,Ordinario,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2022,01 - Scienze matematiche e informatiche
113,Ordinario,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2022,01 - Scienze matematiche e informatiche
114,Ordinario,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2022,01 - Scienze matematiche e informatiche
115,Associato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2022,01 - Scienze matematiche e informatiche
116,Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2022,01 - Scienze matematiche e informatiche
117,Associato,ARINGHIERI Roberto,M,TORINO,,MAT/09,01/A6,Informatica,2022,01 - Scienze matematiche e informatiche
118,Ordinario,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2022,01 - Scienze matematiche e informatiche
119,Associato confermato,ARMANO Giuliano,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2022,01 - Scienze matematiche e informatiche
120,Associato,AROSIO Leandro,M,"ROMA ""Tor Vergata""",,MAT/03,01/A2,Matematica,2022,01 - Scienze matematiche e informatiche
121,Associato,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2022,01 - Scienze matematiche e informatiche
122,Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2022,01 - Scienze matematiche e informatiche
123,Associato,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2022,01 - Scienze matematiche e informatiche
124,Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2022,01 - Scienze matematiche e informatiche
125,Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,Matematica e Geoscienze,2022,01 - Scienze matematiche e informatiche
126,Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2022,01 - Scienze matematiche e informatiche
127,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASENOVA Miglena,F,Libera Università di BOLZANO,Scienze della Formazione,MAT/04,01/A1,Non disponibile,2022,01 - Scienze matematiche e informatiche
128,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASLAN Sinem,F,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"SCIENZE AMBIENTALI, INFORMATICA E STATISTICA",2022,01 - Scienze matematiche e informatiche
129,Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2022,01 - Scienze matematiche e informatiche
130,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASPRI Andrea,M,MILANO,,MAT/05,01/A3,MATEMATICA 'FEDERIGO ENRIQUES',2022,01 - Scienze matematiche e informatiche
131,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASPRINO Luigi,M,BOLOGNA,,INF/01,01/B1,FILOLOGIA CLASSICA E ITALIANISTICA,2022,01 - Scienze matematiche e informatiche
132,Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2022,01 - Scienze matematiche e informatiche
133,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ASTORINO Annabella,F,della CALABRIA,,MAT/08,01/A5,"INGEGNERIA INFORMATICA, MODELLISTICA, ELETTRONICA E SISTEMISTICA - DIMES",2022,01 - Scienze matematiche e informatiche
134,Associato,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2022,01 - Scienze matematiche e informatiche
135,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUDRITO Alessandro,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE GIUSEPPE LUIGI LAGRANGE,2022,01 - Scienze matematiche e informatiche
136,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUDRITO Giorgio,M,TORINO,,INF/01,01/B1,INFORMATICA,2022,01 - Scienze matematiche e informatiche
137,Ordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2022,01 - Scienze matematiche e informatiche
138,Associato,AUTILI Marco,M,L'AQUILA,,INF/01,01/B1,Ingegneria e scienze dell'informazione e matematica,2022,01 - Scienze matematiche e informatiche
139,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUTUORI Giuseppina,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2022,01 - Scienze matematiche e informatiche
140,Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2022,01 - Scienze matematiche e informatiche
141,Ordinario,AVANZINI Federico,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2022,01 - Scienze matematiche e informatiche
142,Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2022,01 - Scienze matematiche e informatiche
143,Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2022,01 - Scienze matematiche e informatiche
144,Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2022,01 - Scienze matematiche e informatiche
145,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AVOLA Danilo,M,"ROMA ""La Sapienza""",,INF/01,01/B1,INFORMATICA,2022,01 - Scienze matematiche e informatiche
146,Associato,AYUSO DE DIOS Blanca Pilar,F,MILANO-BICOCCA,,MAT/08,01/A5,MATEMATICA E APPLICAZIONI,2022,01 - Scienze matematiche e informatiche
147,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AZZALI Sara,F,BARI,,MAT/03,01/A2,MATEMATICA,2022,01 - Scienze matematiche e informatiche
148,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),AZZOLINI Damiano,M,FERRARA,,INF/01,01/B1,Scienze dell'Ambiente e della Prevenzione,2022,01 - Scienze matematiche e informatiche
149,Associato,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2022,01 - Scienze matematiche e informatiche
150,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2022,01 - Scienze matematiche e informatiche
151,Associato,BACCAGLINI-FRANK Anna Ethelwyn,F,PISA,,MAT/04,01/A1,MATEMATICA,2022,01 - Scienze matematiche e informatiche
152,Associato,BACCIU Davide,M,PISA,,INF/01,01/B1,INFORMATICA,2022,01 - Scienze matematiche e informatiche
153,Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2022,01 - Scienze matematiche e informatiche
154,Associato,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2022,01 - Scienze matematiche e informatiche
155,Ordinario,BAGARELLO Fabio,M,PALERMO,,MAT/07,01/A4,Ingegneria,2022,01 - Scienze matematiche e informatiche
156,Ordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2022,01 - Scienze matematiche e informatiche
157,Associato,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2022,01 - Scienze matematiche e informatiche
158,Ordinario,BAIARDI Fabrizio Enrico Erminio,M,PISA,,INF/01,01/B1,INFORMATICA,2022,01 - Scienze matematiche e informatiche
159,Ricercatore,BAIOLETTI Marco,M,PERUGIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2022,01 - Scienze matematiche e informatiche
160,Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,"Scienze Matematiche, Informatiche e Fisiche",2022,01 - Scienze matematiche e informatiche
161,Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2022,01 - Scienze matematiche e informatiche
