,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
15517,Ricercatore,CAPRI Miriam,F,BOLOGNA,,MED/04,06/A2,"Medicina Specialistica, Diagnostica e Sperimentale",2019,06 - Scienze mediche
15518,Ricercatore,CAPRI Oriana,F,"ROMA ""La Sapienza""",,MED/40,06/H1,Scienze ginecologico-ostetriche e scienze urologiche,2019,06 - Scienze mediche
15519,Ordinario,CAPRIO Massimiliano,M,Univ. Telematica San Raffaele Roma,,MED/13,06/D2,Dipartimento di Promozione delle Scienze Umane e della Qualità della Vita,2019,06 - Scienze mediche
15520,Associato confermato,CAPRIOGLIO Alberto,M,INSUBRIA,,MED/28,06/F1,Medicina e Chirurgia,2019,06 - Scienze mediche
15521,Associato,CAPRIOLI Flavio Andrea,M,MILANO,,MED/12,06/D4,Fisiopatologia medico-chirurgica e dei trapianti,2019,06 - Scienze mediche
15522,Ricercatore,CAPRIOTTI Gabriela,F,"ROMA ""La Sapienza""",,MED/36,06/I1,Scienze medico-chirurgiche e di Medicina traslazionale,2019,06 - Scienze mediche
15523,Ricercatore,CAPRISTO Carlo,M,"CAMPANIA - ""L. VANVITELLI""",,MED/38,06/G1,"DIPARTIMENTO DELLA DONNA, DEL BAMBINO E DI CHIRURGIA GENERALE E SPECIALISTICA",2019,06 - Scienze mediche
15524,Ricercatore,CAPRISTO Esmeralda,F,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E GERIATRIA,2019,06 - Scienze mediche
15525,Associato confermato,CAPSONI Franco,M,MILANO,,MED/16,06/D3,Scienze biomediche per la salute,2019,06 - Scienze mediche
15526,Associato,CAPUANO Annalisa,F,"CAMPANIA - ""L. VANVITELLI""",,MED/50,06/N1,MEDICINA SPERIMENTALE,2019,06 - Scienze mediche
15527,Ordinario,CAPUNZO Mario,M,SALERNO,,MED/42,06/M1,"Medicina, Chirurgia e Odontoiatria ""Scuola Medica Salernitana""",2019,06 - Scienze mediche
15528,Ricercatore,CAPURSI Teresa,F,BARI,,MED/40,06/H1,"Dipartimento ""Interdisciplinare di Medicina (DIM)""",2019,06 - Scienze mediche
15529,Associato,CAPURSO Cristiano,M,FOGGIA,,MED/09,06/B1,SCIENZE MEDICHE E CHIRURGICHE,2019,06 - Scienze mediche
15530,Ordinario,CAPUTI Sergio,M,CHIETI-PESCARA,,MED/28,06/F1,"Scienze Mediche, Orali e Biotecnologiche",2019,06 - Scienze mediche
15531,Associato confermato,CAPUTI IAMBRENGHI Onofrio,M,BARI,,MED/18,06/C1,Dell'Emergenza e dei Trapianti di Organi (DETO),2019,06 - Scienze mediche
15532,Associato,CAPUTO Antonella,F,FERRARA,,MED/07,06/A3,Scienze chimiche e farmaceutiche,2019,06 - Scienze mediche
15533,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CAPUTO Damiano,M,"Univ. ""Campus Bio-Medico"" di ROMA",,MED/18,06/C1,MEDICINA E CHIRURGIA,2019,06 - Scienze mediche
15534,Ricercatore,CAPUTO Salvatore,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E GERIATRIA,2019,06 - Scienze mediche
15535,Ricercatore,CAPUTO Valentina,F,PALERMO,,MED/35,06/D4,"Promozione Della Salute, Materno - Infantile, Di Medicina Interna E Specialistica di Eccellenza G. DAlessandro",2019,06 - Scienze mediche
15536,Associato,CAPUTO Viviana,F,"ROMA ""La Sapienza""",,MED/03,06/A1,Medicina sperimentale,2019,06 - Scienze mediche
15537,Associato,CARABELLESE Felice Francesco,M,BARI,,MED/43,06/M2,"Dipartimento ""Interdisciplinare di Medicina (DIM)""",2019,06 - Scienze mediche
15538,Associato,CARACENI Paolo,M,BOLOGNA,,MED/09,06/B1,Scienze Mediche e Chirurgiche,2019,06 - Scienze mediche
15539,Ricercatore,CARADONNA Carola,F,PALERMO,,MED/28,06/F1,"Discipline Chirurgiche, Oncologiche e Stomatologiche (Di.Chir.On.S.)",2019,06 - Scienze mediche
15540,Ricercatore,CARADONNA Luigi,M,PALERMO,,MED/29,06/E3,"Discipline Chirurgiche, Oncologiche e Stomatologiche (Di.Chir.On.S.)",2019,06 - Scienze mediche
15541,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARAFA Vincenzo,M,"CAMPANIA - ""L. VANVITELLI""",,MED/04,06/A2,MEDICINA DI PRECISIONE,2019,06 - Scienze mediche
15542,Ordinario,CARAFFA Auro,M,PERUGIA,,MED/33,06/F4,SCIENZE CHIRURGICHE E BIOMEDICHE,2019,06 - Scienze mediche
15543,Ricercatore,CARAI Antonio,M,CAGLIARI,,MED/08,06/A4,Scienze Mediche e Sanità Pubblica,2019,06 - Scienze mediche
15544,Ordinario,CARAMELLA Davide,M,PISA,,MED/36,06/I1,RICERCA TRASLAZIONALE E DELLE NUOVE TECNOLOGIE IN MEDICINA E CHIRURGIA,2019,06 - Scienze mediche
15545,Associato,CARAMIA Francesca,F,"ROMA ""La Sapienza""",,MED/37,06/I1,Neurologia e psichiatria,2019,06 - Scienze mediche
15546,Associato confermato,CARAMIA Maria,F,"ROMA ""Tor Vergata""",,MED/26,06/D6,"Studi letterari, filosofici e di Storia dell'arte",2019,06 - Scienze mediche
15547,Ordinario,CARAMORI Gaetano,M,MESSINA,,MED/10,06/D1,SCIENZE BIOMEDICHE E DELLE IMMAGINI MORFOLOGICHE E FUNZIONALI,2019,06 - Scienze mediche
15548,Associato,CARANCI Ferdinando,M,MOLISE,,MED/37,06/I1,"Dipartimento di Medicina e di Scienze della Salute ""Vincenzo Tiberio""",2019,06 - Scienze mediche
15549,Associato confermato,CARASSITI Massimiliano,M,"Univ. ""Campus Bio-Medico"" di ROMA",,MED/41,06/L1,Medicina e Chirurgia,2019,06 - Scienze mediche
15550,Ricercatore,CARATOZZOLO Marcello,M,"ROMA ""La Sapienza""",,MED/36,06/I1,"Scienze radiologiche, oncologiche e anatomo-patologiche",2019,06 - Scienze mediche
15551,Ricercatore,CARAVALE Barbara,F,"ROMA ""La Sapienza""",,MED/39,06/G1,Psicologia dei processi di sviluppo e socializzazione,2019,06 - Scienze mediche
15552,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARAVITA Sergio,M,BERGAMO,,MED/11,06/D1,"INGEGNERIA GESTIONALE, DELL'INFORMAZIONE E DELLA PRODUZIONE",2019,06 - Scienze mediche
15553,Associato confermato,CARBOGNANI Paolo,M,PARMA,,MED/21,06/E1,Medicina e Chirurgia,2019,06 - Scienze mediche
15554,Ricercatore,CARBONARA Paolo,M,BOLOGNA,,MED/10,06/D1,"Medicina Specialistica, Diagnostica e Sperimentale",2019,06 - Scienze mediche
15555,Ricercatore,CARBONARO Antonio,M,CATANIA,,MED/40,06/H1,CHIRURGIA GENERALE E SPECIALITÀ MEDICO-CHIRURGICHE,2019,06 - Scienze mediche
15556,Associato confermato,CARBONE Antonio,M,"ROMA ""La Sapienza""",,MED/24,06/E2,Scienze e biotecnologie medico-chirurgiche,2019,06 - Scienze mediche
15557,Associato confermato,CARBONE Arnaldo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/08,06/A4,ANATOMIA PATOLOGICA,2019,06 - Scienze mediche
15558,Ordinario,CARBONE Ennio,M,"CAMPANIA - ""L. VANVITELLI""",,MED/04,06/A2,MEDICINA DI PRECISIONE,2019,06 - Scienze mediche
15559,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARBONE Federico,M,GENOVA,,MED/09,06/B1,MEDICINA INTERNA E SPECIALITÀ MEDICHE (DIMI),2019,06 - Scienze mediche
15560,Ricercatore,CARBONE Francesca,F,Napoli Federico II,,MED/22,06/E1,Sanità Pubblica,2019,06 - Scienze mediche
15561,Associato,CARBONE Iacopo,M,"ROMA ""La Sapienza""",,MED/36,06/I1,"Scienze radiologiche, oncologiche e anatomo-patologiche",2019,06 - Scienze mediche
15562,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARBONE Marco,M,MILANO-BICOCCA,,MED/12,06/D4,MEDICINA E CHIRURGIA (SCHOOL OF MEDICINE AND SURGERY),2019,06 - Scienze mediche
15563,Ordinario,CARBONE Michele,M,CATANZARO,,MED/08,06/A4,Medicina Sperimentale e Clinica,2019,06 - Scienze mediche
15564,Ricercatore,CARBOTTA Sabino,M,"ROMA ""La Sapienza""",,MED/11,06/D1,Scienze chirurgiche,2019,06 - Scienze mediche
15565,Ordinario,CARCANO Giulio,M,INSUBRIA,,MED/18,06/C1,Medicina e Chirurgia,2019,06 - Scienze mediche
15566,Ordinario,CARCASSI Carlo,M,CAGLIARI,,MED/03,06/A1,Scienze Mediche e Sanità Pubblica,2019,06 - Scienze mediche
15567,Ordinario,CARCOFORO Paolo,M,FERRARA,,MED/18,06/C1,"Morfologia, chirurgia e medicina sperimentale",2019,06 - Scienze mediche
15568,Ricercatore,CARDAIOLI Gabriela,F,PERUGIA,,MED/26,06/D6,MEDICINA,2019,06 - Scienze mediche
15569,Associato,CARDALI Salvatore,M,MESSINA,,MED/27,06/E3,"Scienze Biomediche, Odontoiatriche e delle Immagini Morfologiche e Funzionali",2019,06 - Scienze mediche
15570,Associato confermato,CARDELLI Patrizia,F,"ROMA ""La Sapienza""",,MED/05,06/A2,Medicina clinica e molecolare,2019,06 - Scienze mediche
15571,Ricercatore,CARDELLI Pierluigi,M,"ROMA ""Tor Vergata""",,MED/28,06/F1,Scienze Cliniche e Medicina Traslazionale,2019,06 - Scienze mediche
15572,Associato,CARDELLINI Marina,F,"ROMA ""Tor Vergata""",,MED/49,06/D2,Medicina dei sistemi,2019,06 - Scienze mediche
15573,Ricercatore,CARDI Maurizio,M,"ROMA ""La Sapienza""",,MED/18,06/C1,"Chirurgia ""Pietro Valdoni""",2019,06 - Scienze mediche
15574,Ricercatore,CARDI' Francesco,M,CATANIA,,MED/18,06/C1,CHIRURGIA GENERALE E SPECIALITÀ MEDICO-CHIRURGICHE,2019,06 - Scienze mediche
15575,Ricercatore,CARDIA Giuseppina,F,BARI,,MED/30,06/F2,"Scienze Mediche di Base, Neuroscienze ed Organi di Senso",2019,06 - Scienze mediche
15576,Associato confermato,CARDILLO Carmine,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/09,06/B1,PATOLOGIA SPECIALE MEDICA E SEMEIOTICA MEDICA,2019,06 - Scienze mediche
15577,Associato,CARDINALE Vincenzo,M,"ROMA ""La Sapienza""",,MED/12,06/D4,Scienze e biotecnologie medico-chirurgiche,2019,06 - Scienze mediche
15578,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARDINALI Luca,M,Politecnica delle MARCHE,,MED/18,06/C1,MEDICINA SPERIMENTALE E CLINICA,2019,06 - Scienze mediche
15579,Associato,CARDONA Francesco Carmelo Giovanni,M,"ROMA ""La Sapienza""",,MED/39,06/G1,Neuroscienze Umane,2019,06 - Scienze mediche
15580,Ricercatore,CARDONI Francesca,F,"ROMA ""La Sapienza""",,MED/44,06/M2,"Scienze anatomiche, istologiche, medico-legali e dell'apparato locomotore",2019,06 - Scienze mediche
15581,Ordinario,CARDUCCI Annalaura,F,PISA,,MED/42,06/M1,BIOLOGIA,2019,06 - Scienze mediche
15582,Associato confermato,CARDUCCI Carla,F,"ROMA ""La Sapienza""",,MED/05,06/A2,Medicina sperimentale,2019,06 - Scienze mediche
15583,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARECCHIO Miryam,F,PADOVA,,MED/26,06/D6,NEUROSCIENZE - DNS,2019,06 - Scienze mediche
15584,Associato,CARELLI Valerio,M,BOLOGNA,,MED/26,06/D6,Scienze Biomediche e Neuromotorie,2019,06 - Scienze mediche
15585,Associato confermato,CARERJ Scipione,M,MESSINA,,MED/11,06/D1,Medicina Clinica e Sperimentale,2019,06 - Scienze mediche
15586,Ricercatore,CARICATO Anselmo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/41,06/L1,ANESTESIOLOGIA E RIANIMAZIONE,2019,06 - Scienze mediche
15587,Associato confermato,CARICATO Marco,M,"Univ. ""Campus Bio-Medico"" di ROMA",,MED/18,06/C1,Medicina e Chirurgia,2019,06 - Scienze mediche
15588,Ricercatore,CARICO Elisabetta,F,"ROMA ""La Sapienza""",,MED/05,06/A2,Medicina clinica e molecolare,2019,06 - Scienze mediche
15589,Ordinario,CARINCI Francesco,M,FERRARA,,MED/28,06/F1,"Morfologia, chirurgia e medicina sperimentale",2019,06 - Scienze mediche
15590,Ricercatore,CARINI Fabrizio,M,MILANO-BICOCCA,,MED/28,06/F1,MEDICINA E CHIRURGIA (School of Medicine and Surgery),2019,06 - Scienze mediche
15591,Ordinario,CARINI Marco,M,FIRENZE,,MED/24,06/E2,Medicina Sperimentale e Clinica,2019,06 - Scienze mediche
15592,Associato confermato,CARINI Rita,F,PIEMONTE ORIENTALE,,MED/04,06/A2,Scienze della Salute,2019,06 - Scienze mediche
15593,Ordinario,CARLE Flavia,F,Politecnica delle MARCHE,,MED/01,06/M1,SCIENZE BIOMEDICHE E SANITA' PUBBLICA,2019,06 - Scienze mediche
15594,Ordinario,CARLEI Francesco,M,L'AQUILA,,MED/18,06/C1,Scienze cliniche applicate e biotecnologiche,2019,06 - Scienze mediche
15595,Associato confermato,CARLESIMO Giovanni,M,"ROMA ""Tor Vergata""",,MED/26,06/D6,Medicina dei sistemi,2019,06 - Scienze mediche
15596,Ricercatore,CARLESIMO Marta,F,"ROMA ""La Sapienza""",,MED/35,06/D4,Medicina interna e specialità mediche,2019,06 - Scienze mediche
15597,Ricercatore,CARLESIMO Sandra Cinzia,F,"ROMA ""La Sapienza""",,MED/30,06/F2,Organi di senso,2019,06 - Scienze mediche
15598,Straordinario tempo determinato,CARLINI Luigi,M,PERUGIA,,MED/43,06/M2,MEDICINA E CHIRURGIA,2019,06 - Scienze mediche
15599,Associato,CARLO STELLA Carmelo,M,HUMANITAS University,,MED/15,06/D3,Scienze Biomediche,2019,06 - Scienze mediche
15600,Associato,CARLOMAGNO Chiara,F,Napoli Federico II,,MED/06,06/D3,Medicina Clinica e Chirurgia,2019,06 - Scienze mediche
15601,Ordinario,CARLOMAGNO Francesca,F,Napoli Federico II,,MED/04,06/A2,Medicina Molecolare e Biotecnologie Mediche,2019,06 - Scienze mediche
15602,Ricercatore,CARLONI Vinicio,M,FIRENZE,,MED/09,06/B1,Medicina Sperimentale e Clinica,2019,06 - Scienze mediche
15603,Associato,CARLUCCI Annalisa,F,INSUBRIA,,MED/10,06/D1,Medicina e Chirurgia,2019,06 - Scienze mediche
15604,Ricercatore,CARLUCCI Giovanna,F,FIRENZE,,MED/26,06/D6,"Neuroscienze, Psicologia, Area del Farmaco e Salute del Bambino (NEUROFARBA)",2019,06 - Scienze mediche
15605,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARLUCCIO Erberto,M,PERUGIA,,MED/11,06/D1,MEDICINA E CHIRURGIA,2019,06 - Scienze mediche
15606,Ricercatore,CARMASSI Claudia,F,PISA,,MED/25,06/D5,MEDICINA CLINICA E SPERIMENTALE,2019,06 - Scienze mediche
15607,Associato confermato,CARMELLINI Mario,M,SIENA,,MED/18,06/C1,"Scienze Mediche, Chirurgiche e Neuroscienze",2019,06 - Scienze mediche
15608,Associato,CARMIGNANI Luca Fabio,M,MILANO,,MED/24,06/E2,Scienze biomediche per la salute,2019,06 - Scienze mediche
15609,Ricercatore,CARNAZZO Santo,M,CATANIA,,MED/18,06/C1,"SCIENZE MEDICHE, CHIRURGICHE E TECNOLOGIE AVANZATE G.F. INGRASSIA",2019,06 - Scienze mediche
15610,Associato,CARNEVALE Daniela,F,"ROMA ""La Sapienza""",,MED/50,06/N1,Medicina molecolare,2019,06 - Scienze mediche
15611,Ordinario,CARNIELLI Virgilio,M,Politecnica delle MARCHE,,MED/38,06/G1,SCIENZE CLINICHE SPECIALISTICHE ED ODONTOSTOMATOLOGICHE,2019,06 - Scienze mediche
15612,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CAROCCIA Brasilina,F,PADOVA,,MED/50,06/N1,MEDICINA - DIMED,2019,06 - Scienze mediche
15613,Ricercatore,CAROLLO Caterina,F,PALERMO,,MED/09,06/B1,"Promozione Della Salute, Materno - Infantile, Di Medicina Interna E Specialistica di Eccellenza G. DAlessandro",2019,06 - Scienze mediche
15614,Associato,CARONNA Roberto,M,"ROMA ""La Sapienza""",,MED/18,06/C1,Scienze chirurgiche,2019,06 - Scienze mediche
15615,Ordinario,CAROSSA Stefano,M,TORINO,,MED/28,06/F1,Scienze chirurgiche,2019,06 - Scienze mediche
15616,Ricercatore,CAROSSINO Anna Maria,F,FIRENZE,,MED/46,06/N1,Scienze Biomediche Sperimentali e Cliniche 'Mario Serio',2019,06 - Scienze mediche
15617,Associato,CAROTENUTO Marco,M,"CAMPANIA - ""L. VANVITELLI""",,MED/39,06/G1,SALUTE MENTALE E FISICA E MEDICINA PREVENTIVA,2019,06 - Scienze mediche
15618,Associato,CAROTTI Marina,F,Politecnica delle MARCHE,,MED/36,06/I1,SCIENZE CLINICHE SPECIALISTICHE ED ODONTOSTOMATOLOGICHE,2019,06 - Scienze mediche
15619,Associato,CARPAGNANO Giovanna Elisiana,F,BARI,,MED/10,06/D1,"Scienze Mediche di Base, Neuroscienze ed Organi di Senso",2019,06 - Scienze mediche
15620,Associato confermato,CARPINETO Paolo,M,CHIETI-PESCARA,,MED/30,06/F2,Medicina e scienze dell'invecchiamento,2019,06 - Scienze mediche
15621,Ordinario,CARPINIELLO Bernardo,M,CAGLIARI,,MED/25,06/D5,Scienze Mediche e Sanità Pubblica,2019,06 - Scienze mediche
15622,Associato,CARRA' Giuseppe,M,MILANO-BICOCCA,,MED/25,06/D5,MEDICINA E CHIRURGIA (School of Medicine and Surgery),2019,06 - Scienze mediche
15623,Ordinario,CARRAFIELLO Gianpaolo,M,MILANO,,MED/36,06/I1,Scienze della salute,2019,06 - Scienze mediche
15624,Ricercatore,CARRARA Alberto,M,MILANO,,MED/18,06/C1,Fisiopatologia medico-chirurgica e dei trapianti,2019,06 - Scienze mediche
15625,Ricercatore,CARRARO Carlo,M,"ROMA ""La Sapienza""",,MED/40,06/H1,Scienze ginecologico-ostetriche e scienze urologiche,2019,06 - Scienze mediche
15626,Associato confermato,CARRARO Elisabetta,F,TORINO,,MED/42,06/M1,Scienze della sanità pubblica e pediatriche,2019,06 - Scienze mediche
15627,Associato,CARRARO Silvia,F,PADOVA,,MED/38,06/G1,SALUTE DELLA DONNA E DEL BAMBINO - SDB,2019,06 - Scienze mediche
15628,Ordinario,CARRASSI Antonio Michele Giuseppe,M,MILANO,,MED/28,06/F1,"Scienze biomediche, chirurgiche e odontoiatriche",2019,06 - Scienze mediche
15629,Ricercatore,CARRATU' Pierluigi,M,BARI,,MED/10,06/D1,"Scienze Mediche di Base, Neuroscienze ed Organi di Senso",2019,06 - Scienze mediche
15630,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CARREGA Paolo,M,MESSINA,,MED/04,06/A2,"PATOLOGIA UMANA DELL'ADULTO E DELL'ETÀ EVOLUTIVA "" G.BARRESI""",2019,06 - Scienze mediche
15631,Associato confermato,CARRER Paolo,M,MILANO,,MED/44,06/M2,Scienze biomediche e cliniche 'Luigi Sacco',2019,06 - Scienze mediche
15632,Associato,CARRETTA Angelo,M,S. Raffaele MILANO,Medicina e Chirurgia,MED/21,06/E1,FACOLTA' DI MEDICINA E CHIRURGIA,2019,06 - Scienze mediche
15633,Ordinario,CARRIERI Giuseppe,M,FOGGIA,,MED/24,06/E2,SCIENZE MEDICHE E CHIRURGICHE,2019,06 - Scienze mediche
15634,Ordinario,CARRIERO Alessandro,M,PIEMONTE ORIENTALE,,MED/36,06/I1,Medicina Traslazionale,2019,06 - Scienze mediche
15635,Ricercatore,CARRIERO Carmine,M,BARI,,MED/40,06/H1,"Dipartimento ""Interdisciplinare di Medicina (DIM)""",2019,06 - Scienze mediche
15636,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARRIZZO Albino,M,SALERNO,,MED/46,06/N1,"MEDICINA, CHIRURGIA E ODONTOIATRIA ""SCUOLA MEDICA SALERNITANA""",2019,06 - Scienze mediche
15637,Ordinario,CARROCCIO Antonio,M,PALERMO,,MED/09,06/B1,"Promozione Della Salute, Materno - Infantile, Di Medicina Interna E Specialistica di Eccellenza G. DAlessandro",2019,06 - Scienze mediche
15638,Associato,CARRON Michele,M,PADOVA,,MED/41,06/L1,MEDICINA - DIMED,2019,06 - Scienze mediche
15639,Ordinario,CARROZZI Laura,F,PISA,,MED/10,06/D1,"PATOLOGIA CHIRURGICA, MEDICA, MOLECOLARE E DELL'AREA CRITICA",2019,06 - Scienze mediche
15640,Ricercatore,CARROZZO Anna Maria,F,"ROMA ""Tor Vergata""",,MED/35,06/D4,Medicina dei sistemi,2019,06 - Scienze mediche
15641,Ordinario,CARSANA Antonella,F,Napoli Federico II,,M-EDF/01,06/N2,Medicina Molecolare e Biotecnologie Mediche,2019,06 - Scienze mediche
15642,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARSETTI Andrea,M,Politecnica delle MARCHE,,MED/41,06/L1,SCIENZE BIOMEDICHE E SANITA' PUBBLICA,2019,06 - Scienze mediche
15643,Ricercatore,CARTA Angela,F,BRESCIA,,MED/44,06/M2,"SPECIALITA' MEDICO-CHIRURGICHE, SCIENZE RADIOLOGICHE E SANITA' PUBBLICA",2019,06 - Scienze mediche
15644,Associato,CARTA Arturo,M,PARMA,,MED/30,06/F2,Medicina e Chirurgia,2019,06 - Scienze mediche
15645,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARTA Filippo,M,CAGLIARI,,MED/31,06/F3,SCIENZE CHIRURGICHE,2019,06 - Scienze mediche
15646,Ordinario,CARTA Mauro Giovanni,M,CAGLIARI,,MED/50,06/N1,Scienze Mediche e Sanità Pubblica,2019,06 - Scienze mediche
15647,Associato confermato,CARUBBI Francesca,F,MODENA e REGGIO EMILIA,,MED/49,06/D2,"Scienze biomediche, metaboliche e neuroscienze",2019,06 - Scienze mediche
15648,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARUGNO Michele,M,MILANO,,MED/44,06/M2,SCIENZE CLINICHE E DI COMUNITÀ,2019,06 - Scienze mediche
15649,Associato,CARUGO Stefano,M,MILANO,,MED/11,06/D1,Scienze della salute,2019,06 - Scienze mediche
15650,Associato,CARULLI Christian,M,FIRENZE,,MED/33,06/F4,Scienze della Salute (DSS),2019,06 - Scienze mediche
15651,Ricercatore,CARULLI Giovanni,M,PISA,,MED/15,06/D3,MEDICINA CLINICA E SPERIMENTALE,2019,06 - Scienze mediche
15652,Associato,CARULLI Lucia,F,MODENA e REGGIO EMILIA,,MED/12,06/D4,"Scienze biomediche, metaboliche e neuroscienze",2019,06 - Scienze mediche
15653,Ordinario,CARUSO Arnaldo,M,BRESCIA,,MED/07,06/A3,MEDICINA MOLECOLARE E TRASLAZIONALE,2019,06 - Scienze mediche
15654,Ricercatore,CARUSO Gaetano,M,FERRARA,,MED/33,06/F4,"Morfologia, chirurgia e medicina sperimentale",2019,06 - Scienze mediche
15655,Associato confermato,CARUSO Giuseppe,M,PALERMO,,MED/36,06/I1,"Biomedicina, Neuroscienze e Diagnostica avanzata",2019,06 - Scienze mediche
15656,Associato confermato,CARUSO Manuela Clementina Maria,F,CATANIA,,MED/38,06/G1,MEDICINA CLINICA E SPERIMENTALE,2019,06 - Scienze mediche
15657,Associato confermato,CARUSO Riccardo,M,"ROMA ""La Sapienza""",,MED/27,06/E3,Neurologia e psichiatria,2019,06 - Scienze mediche
15658,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CARUSO Rosangela,F,FERRARA,,MED/25,06/D5,SCIENZE BIOMEDICHE E CHIRURGICO SPECIALISTICHE,2019,06 - Scienze mediche
15659,Associato confermato,CARUSO Rosario,M,MESSINA,,MED/08,06/A4,"Patologia Umana dell'Adulto e dell'età evolutiva "" G.Barresi""",2019,06 - Scienze mediche
15660,Associato,CARUSO Salvatore,M,CATANIA,,MED/40,06/H1,CHIRURGIA GENERALE E SPECIALITÀ MEDICO-CHIRURGICHE,2019,06 - Scienze mediche
15661,Ricercatore,CASABURI Ivan,M,della CALABRIA,,MED/04,06/A2,Farmacia e Scienze della Salute e della Nutrizione - DFSSN,2019,06 - Scienze mediche
15662,Associato,CASACCIA Marco,M,GENOVA,,MED/18,06/C1,Scienze chirurgiche e diagnostiche integrate (DISC),2019,06 - Scienze mediche
15663,Ricercatore,CASADEI Luisa,F,"ROMA ""Tor Vergata""",,MED/40,06/H1,Scienze Chirurgiche,2019,06 - Scienze mediche
15664,Associato confermato,CASADEI Riccardo,M,BOLOGNA,,MED/18,06/C1,Scienze Mediche e Chirurgiche,2019,06 - Scienze mediche
15665,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CASADEI GARDINI Andrea,M,MODENA e REGGIO EMILIA,,MED/06,06/D3,SCIENZE MEDICHE E CHIRURGICHE MATERNO-INFANTILI E DELL'ADULTO,2019,06 - Scienze mediche
15666,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CASALE Maddalena,F,"CAMPANIA - ""L. VANVITELLI""",,MED/38,06/G1,"DIPARTIMENTO DELLA DONNA, DEL BAMBINO E DI CHIRURGIA GENERALE E SPECIALISTICA",2019,06 - Scienze mediche
15667,Associato,CASALE Manuele,M,"Univ. ""Campus Bio-Medico"" di ROMA",,MED/31,06/F3,Medicina e Chirurgia,2019,06 - Scienze mediche
15668,Associato,CASALI Carlo,M,"ROMA ""La Sapienza""",,MED/26,06/D6,Scienze e biotecnologie medico-chirurgiche,2019,06 - Scienze mediche
15669,Associato,CASALI Paolo Giovanni,M,MILANO,,MED/06,06/D3,Oncologia ed emato-oncologia,2019,06 - Scienze mediche
15670,Associato,CASANI Augusto Pietro,M,PISA,,MED/31,06/F3,"PATOLOGIA CHIRURGICA, MEDICA, MOLECOLARE E DELL'AREA CRITICA",2019,06 - Scienze mediche
15671,Ordinario,CASARI Giorgio Nevio,M,S. Raffaele MILANO,Medicina e Chirurgia,MED/03,06/A1,FACOLTA' DI MEDICINA E CHIRURGIA,2019,06 - Scienze mediche
15672,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),CASARIN Jvan,M,INSUBRIA,,MED/40,06/H1,MEDICINA E CHIRURGIA,2019,06 - Scienze mediche
15673,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CASARINI Livio,M,MODENA e REGGIO EMILIA,,MED/46,06/N1,"SCIENZE BIOMEDICHE, METABOLICHE E NEUROSCIENZE",2019,06 - Scienze mediche
15674,Ricercatore,CASATI Stefano,M,VERONA,,MED/30,06/F2,"Neuroscienze, Biomedicina e Movimento",2019,06 - Scienze mediche
15675,Ricercatore,CASATO Milvia,F,"ROMA ""La Sapienza""",,MED/09,06/B1,Medicina clinica,2019,06 - Scienze mediche
15676,Associato,CASAZZA Giovanni,M,MILANO,,MED/01,06/M1,Scienze biomediche e cliniche 'Luigi Sacco',2019,06 - Scienze mediche
15677,Ricercatore,CASCIALLI Gian Luca,M,"ROMA ""La Sapienza""",,MED/40,06/H1,Scienze ginecologico-ostetriche e scienze urologiche,2019,06 - Scienze mediche
15678,Ricercatore,CASCIARO Giovanni Enrico,M,"ROMA ""La Sapienza""",,MED/18,06/C1,Scienze e biotecnologie medico-chirurgiche,2019,06 - Scienze mediche
