Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Ricercatore,AIOLLI Fabio,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
Associato confermato,ALBANESE Angela Anna,F,SALENTO,,MAT/05,01/A3,Matematica e Fisica Ennio De Giorgi,2017,01 - Scienze matematiche e informatiche
Associato confermato,ALBANO Alberto,M,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
Associato,ALBANO Giovannina,F,SALERNO,,MAT/04,01/A1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2017,01 - Scienze matematiche e informatiche
Associato,ALBANO Paolo,M,BOLOGNA,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALBARELLI Andrea,M,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"SCIENZE AMBIENTALI, INFORMATICA E STATISTICA",2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALBERTI Giovanni,M,GENOVA,,MAT/05,01/A3,MATEMATICA (DIMA),2017,01 - Scienze matematiche e informatiche
Ordinario,ALBERTI Giovanni,M,PISA,,MAT/05,01/A3,MATEMATICA,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALBERTI Marco,M,FERRARA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2017,01 - Scienze matematiche e informatiche
Associato confermato,ALBERTI Maria Alberta,F,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2017,01 - Scienze matematiche e informatiche
Associato,ALBERTINI Francesca,F,PADOVA,,MAT/05,01/A3,TECNICA E GESTIONE DEI SISTEMI INDUSTRIALI - DTG,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALBI Giacomo,M,VERONA,,MAT/08,01/A5,INFORMATICA,2017,01 - Scienze matematiche e informatiche
Associato,ALDINI Alessandro,M,Urbino Carlo Bo,,INF/01,01/B1,Scienze Pure e Applicate (DiSPeA),2017,01 - Scienze matematiche e informatiche
Associato,ALDINUCCI Marco,M,TORINO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,,MAT/05,01/A3,Matematica e Geoscienze,2017,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Lucia,F,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
Associato confermato,ALESSI Fabio,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2017,01 - Scienze matematiche e informatiche
Associato,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2017,01 - Scienze matematiche e informatiche
Associato confermato,ALETTI Giacomo,M,MILANO,,MAT/06,01/A3,Scienze e politiche ambientali,2017,01 - Scienze matematiche e informatiche
Ricercatore,ALFIERI Roberto,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
Associato,ALI' Giuseppe,M,della CALABRIA,,MAT/07,01/A4,Fisica,2017,01 - Scienze matematiche e informatiche
Associato,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,,MAT/05,01/A3,"Ingegneria Elettrica e dell'Informazione ""Maurizio Scarano""",2017,01 - Scienze matematiche e informatiche
Ricercatore,ALIFFI Davide,M,BOLOGNA,,MAT/03,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,,MAT/08,01/A5,Matematica,2017,01 - Scienze matematiche e informatiche
Ordinario,ALTOMARE Francesco,M,BARI,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,ALVIANO Mario,M,della CALABRIA,,INF/01,01/B1,Matematica e Informatica - DeMaCS,2017,01 - Scienze matematiche e informatiche
Ordinario,ALVINO Angelo,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2017,01 - Scienze matematiche e informatiche
Associato confermato,ALZATI Alberto,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2017,01 - Scienze matematiche e informatiche
Ricercatore,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI",,MAT/05,01/A3,SCIENZE E TECNOLOGIE,2017,01 - Scienze matematiche e informatiche
Associato,AMADORI Debora,F,L'AQUILA,,MAT/05,01/A3,Ingegneria e scienze dell'informazione e matematica,2017,01 - Scienze matematiche e informatiche
Ordinario,AMALDI Edoardo,M,Politecnico di MILANO,,MAT/09,01/A6,"Elettronica, Informazione e Bioingegneria",2017,01 - Scienze matematiche e informatiche
Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Scienze di base e applicate per l'ingegneria,2017,01 - Scienze matematiche e informatiche
Associato,AMATO Gianluca,M,CHIETI-PESCARA,,MAT/01,01/A1,Economia aziendale,2017,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Roberto,M,MESSINA,,MAT/05,01/A3,Ingegneria,2017,01 - Scienze matematiche e informatiche
Ordinario,AMBRIOLA Vincenzo,M,PISA,,INF/01,01/B1,INFORMATICA,2017,01 - Scienze matematiche e informatiche
Ricercatore,AMBROGIO Elisabetta,F,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
Ordinario,AMBROSI Davide Carlo,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,AMBROSINO Daniela,F,GENOVA,,MAT/09,01/A6,Economia,2017,01 - Scienze matematiche e informatiche
Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,01/A3,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2017,01 - Scienze matematiche e informatiche
Associato,AMENDOLA Gennaro,M,"Univ. Telematica ""E-CAMPUS""",Ingegneria,MAT/03,01/A2,DIPARTIMENTO E-CAMPUS,2017,01 - Scienze matematiche e informatiche
Associato confermato,AMICI Oriella Maria,F,BARI,,MAT/03,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
Ricercatore,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,,MAT/07,01/A4,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2017,01 - Scienze matematiche e informatiche
Associato confermato,AMODIO Pierluigi,M,BARI,,MAT/08,01/A5,Matematica,2017,01 - Scienze matematiche e informatiche
Associato confermato,AMOROSO Alessandro,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2017,01 - Scienze matematiche e informatiche
Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,,MAT/05,01/A3,Architettura,2017,01 - Scienze matematiche e informatiche
Associato,ANCONA Davide,M,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2017,01 - Scienze matematiche e informatiche
Ordinario,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANDRA' Chiara,F,Politecnico di MILANO,,MAT/04,01/A1,MATEMATICA,2017,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Fabrizio,M,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2017,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Giovanni,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2017,01 - Scienze matematiche e informatiche
Ordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2017,01 - Scienze matematiche e informatiche
Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
Associato confermato,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2017,01 - Scienze matematiche e informatiche
Ordinario,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2017,01 - Scienze matematiche e informatiche
Associato,ANGELLA Daniele,M,FIRENZE,,MAT/03,01/A2,Matematica e Informatica Ulisse Dini(DIMAI),2017,01 - Scienze matematiche e informatiche
Ricercatore,ANGELONI Laura,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANGIULI Luciana,F,SALENTO,,MAT/05,01/A3,MATEMATICA E FISICA ENNIO DE GIORGI,2017,01 - Scienze matematiche e informatiche
Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2017,01 - Scienze matematiche e informatiche
Ordinario,ANICHINI Giuseppe,M,FIRENZE,,MAT/05,01/A3,Matematica e Informatica Ulisse Dini(DIMAI),2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANISETTI Marco,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2017,01 - Scienze matematiche e informatiche
Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Matematica,2017,01 - Scienze matematiche e informatiche
Ricercatore,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
Ricercatore,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2017,01 - Scienze matematiche e informatiche
Associato confermato,ANTONELLI Fabio,M,L'AQUILA,,MAT/06,01/A3,Ingegneria e scienze dell'informazione e matematica,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANTONELLI Paolo,M,Gran Sasso Science Institute,,MAT/05,01/A3,AREA DI MATEMATICA,2017,01 - Scienze matematiche e informatiche
Associato,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,ANTONINI Samuele,M,PAVIA,,MAT/04,01/A1,MATEMATICA,2017,01 - Scienze matematiche e informatiche
Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2017,01 - Scienze matematiche e informatiche
Ordinario,ANZELLOTTI Gabriele,M,TRENTO,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2017,01 - Scienze matematiche e informatiche
Associato,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2017,01 - Scienze matematiche e informatiche
Ordinario,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2017,01 - Scienze matematiche e informatiche
Associato confermato,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
Ricercatore,ARDITO Carmelo Antonio,M,BARI,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
Ricercatore,ARDIZZONE Lucia,F,PALERMO,,MAT/05,01/A3,"Energia, Ingegneria dell'Informazione e Modelli Matematici (DEIM)",2017,01 - Scienze matematiche e informatiche
Associato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
Ricercatore,ARINGHIERI Roberto,M,TORINO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
Ordinario,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Ordinario,AROSIO Alberto Giorgio,M,PARMA,,MAT/05,01/A3,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AROSIO Leandro,M,"ROMA ""Tor Vergata""",,MAT/03,01/A2,MATEMATICA,2017,01 - Scienze matematiche e informatiche
Associato,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2017,01 - Scienze matematiche e informatiche
Associato confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",,MAT/02,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2017,01 - Scienze matematiche e informatiche
Ricercatore,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2017,01 - Scienze matematiche e informatiche
Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2017,01 - Scienze matematiche e informatiche
Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,Matematica e Geoscienze,2017,01 - Scienze matematiche e informatiche
Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2017,01 - Scienze matematiche e informatiche
Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2017,01 - Scienze matematiche e informatiche
Ordinario,ATTARDI Giuseppe,M,PISA,,INF/01,01/B1,INFORMATICA,2017,01 - Scienze matematiche e informatiche
Ricercatore,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
Ordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUTILI Marco,M,L'AQUILA,,INF/01,01/B1,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2017,01 - Scienze matematiche e informatiche
Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2017,01 - Scienze matematiche e informatiche
Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2017,01 - Scienze matematiche e informatiche
Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2017,01 - Scienze matematiche e informatiche
Associato confermato,AVERNA Diego,M,PALERMO,,MAT/05,01/A3,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2017,01 - Scienze matematiche e informatiche
Associato,AYUSO DE DIOS Blanca Pilar,F,BOLOGNA,,MAT/08,01/A5,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2017,01 - Scienze matematiche e informatiche
Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BACCAGLINI-FRANK Anna Ethelwyn,F,PISA,,MAT/04,01/A1,MATEMATICA,2017,01 - Scienze matematiche e informatiche
Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2017,01 - Scienze matematiche e informatiche
Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BACCIU Davide,M,PISA,,INF/01,01/B1,INFORMATICA,2017,01 - Scienze matematiche e informatiche
Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2017,01 - Scienze matematiche e informatiche
Ricercatore,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Ordinario,BAGARELLO Fabio,M,PALERMO,,MAT/07,01/A4,"Energia, Ingegneria dell'Informazione e Modelli Matematici (DEIM)",2017,01 - Scienze matematiche e informatiche
Ordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
Associato,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2017,01 - Scienze matematiche e informatiche
Ordinario,BAIARDI Fabrizio Emilio,M,PISA,,INF/01,01/B1,"FILOLOGIA, LETTERATURA E LINGUISTICA",2017,01 - Scienze matematiche e informatiche
Ricercatore,BAIOLETTI Marco,M,PERUGIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2017,01 - Scienze matematiche e informatiche
Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,"Scienze Matematiche, Informatiche e Fisiche",2017,01 - Scienze matematiche e informatiche
Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2017,01 - Scienze matematiche e informatiche
Associato confermato,BALDAN Paolo,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
Ordinario,BALDASSARRI Francesco,M,PADOVA,,MAT/03,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
Associato,BALDI Annalisa,F,BOLOGNA,,MAT/05,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Ordinario,BALDI Paolo,M,"ROMA ""Tor Vergata""",,MAT/06,01/A3,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,BALDI Pietro,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2017,01 - Scienze matematiche e informatiche
Associato confermato,BALDO Sisto,M,VERONA,,MAT/05,01/A3,Informatica,2017,01 - Scienze matematiche e informatiche
Ordinario,BALDONI Maria,F,"ROMA ""Tor Vergata""",,MAT/03,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
Associato confermato,BALDONI Matteo,M,TORINO,,INF/01,01/B1,Informatica,2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BALLAN Lamberto,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
Ordinario,BALLICO Edoardo,M,TRENTO,,MAT/03,01/A2,Matematica,2017,01 - Scienze matematiche e informatiche
Ricercatore,BALLIS Demis,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2017,01 - Scienze matematiche e informatiche
Ordinario,BALSAMO Maria Simonetta,F,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"Scienze Ambientali, Informatica e Statistica",2017,01 - Scienze matematiche e informatiche
Ricercatore,BALZANO Walter,M,Napoli Federico II,,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,2017,01 - Scienze matematiche e informatiche
Ordinario,BAMBUSI Dario Paolo,M,MILANO,,MAT/07,01/A4,Matematica 'Federigo Enriques',2017,01 - Scienze matematiche e informatiche
Ordinario,BAMPI Franco,M,GENOVA,,MAT/07,01/A4,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2017,01 - Scienze matematiche e informatiche
Ricercatore,BANDE Gianluca,M,CAGLIARI,,MAT/03,01/A2,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
Associato confermato,BANDIERI Paola,F,MODENA e REGGIO EMILIA,,MAT/03,01/A2,"Scienze fisiche, informatiche e matematiche",2017,01 - Scienze matematiche e informatiche
Ricercatore,BANDINI Andrea,M,PARMA,,MAT/02,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BANDINI Elena,F,MILANO-BICOCCA,,MAT/06,01/A3,MATEMATICA E APPLICAZIONI,2017,01 - Scienze matematiche e informatiche
Ordinario,BANDINI Stefania,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2017,01 - Scienze matematiche e informatiche
Associato,BARACCO Luca,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARATE' Adriano,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2017,01 - Scienze matematiche e informatiche
Associato confermato,BARATELLA Paola,F,Politecnico di TORINO,,MAT/08,01/A5,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2017,01 - Scienze matematiche e informatiche
Ordinario,BARATELLA Stefano,M,TRENTO,,MAT/01,01/A1,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,BARBAGALLO Annamaria,F,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2017,01 - Scienze matematiche e informatiche
Associato confermato,BARBANERA Franco,M,CATANIA,,INF/01,01/B1,Matematica e Informatica,2017,01 - Scienze matematiche e informatiche
Ricercatore,BARBANTE Paolo Francesco,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2017,01 - Scienze matematiche e informatiche
Associato,BARBATO David,M,PADOVA,,MAT/06,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2017,01 - Scienze matematiche e informatiche
