Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Associato confermato,GUIDA Michele,M,SALERNO,,FIS/01,02/A1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2017,02 - Scienze fisiche
Associato,GUIDI Gianluca Maria,M,Urbino Carlo Bo,,FIS/01,02/A1,Scienze Pure e Applicate (DiSPeA),2017,02 - Scienze fisiche
Ordinario,GUIDI Vincenzo,M,FERRARA,,FIS/01,02/B1,Fisica e scienze della terra,2017,02 - Scienze fisiche
Ricercatore,GUIDORZI Cristiano,M,FERRARA,,FIS/05,02/C1,Fisica e scienze della terra,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),GUIDUCCI Luigi,M,BOLOGNA,,FIS/01,02/A1,"FISICA E ASTRONOMIA ""AUGUSTO RIGHI",2017,02 - Scienze fisiche
Ordinario,GUIOT Caterina,F,TORINO,,FIS/07,02/D1,"Neuroscienze ""Rita Levi Montalcini""",2017,02 - Scienze fisiche
Associato,GULINO Marisa,F,UKE - Università Kore di ENNA,Ingegneria e Architettura,FIS/01,02/A1,Non disponibile,2017,02 - Scienze fisiche
Associato confermato,GUNNELLA Roberto,M,CAMERINO,,FIS/03,02/B1,SCUOLA DI SCIENZE E TECNOLOGIE,2017,02 - Scienze fisiche
Associato confermato,GURIOLI Massimo,M,FIRENZE,,FIS/03,02/B1,Fisica e Astronomia,2017,02 - Scienze fisiche
Associato,GUZZI Rita,F,della CALABRIA,,FIS/07,02/D1,Fisica,2017,02 - Scienze fisiche
Ordinario,GUZZO Luigi,M,MILANO,,FIS/05,02/C1,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Ordinario,HAARDT Francesco,M,INSUBRIA,,FIS/05,02/C1,Scienza e Alta Tecnologia,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),HAASE Albrecht,M,TRENTO,,FIS/07,02/D1,CENTRO INTERDIPARTIMENTALE MENTE/CERVELLO,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),HARMS Jan,M,Gran Sasso Science Institute,,FIS/01,02/A1,AREA DI FISICA,2017,02 - Scienze fisiche
Ordinario,IACOPINI Enrico,M,FIRENZE,,FIS/04,02/A1,Fisica e Astronomia,2017,02 - Scienze fisiche
Associato confermato,IACOVACCI Michele,M,Napoli Federico II,,FIS/01,02/A1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Associato,IANNOTTI Vincenzo,M,Napoli Federico II,,FIS/01,02/B1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Associato,IARIA Rosario,M,PALERMO,,FIS/05,02/C1,Fisica e Chimica - Emilio Segrè,2017,02 - Scienze fisiche
Ordinario,IASELLI Giuseppe,M,Politecnico di BARI,,FIS/01,02/A1,"Dipartimento Interateneo di Fisica ""Michelangelo Merlin""",2017,02 - Scienze fisiche
Ordinario,IAZZI Felice,M,Politecnico di TORINO,,FIS/01,02/A1,SCIENZA APPLICATA E TECNOLOGIA,2017,02 - Scienze fisiche
Ordinario,ILLUMINATI Fabrizio,M,SALERNO,,FIS/02,02/A2,Ingegneria Industriale,2017,02 - Scienze fisiche
Associato confermato,IMBIMBO Camillo,M,GENOVA,,FIS/02,02/A2,Fisica (DIFI),2017,02 - Scienze fisiche
Associato,IMBRIANI Gianluca,M,Napoli Federico II,,FIS/04,02/A1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Ordinario,IMME' Giuseppina,F,CATANIA,,FIS/07,02/D1,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Associato confermato,IMPARATO Alberto,M,Napoli Federico II,,FIS/02,02/A2,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Associato confermato,INGROSSO Gabriele,M,SALENTO,,FIS/05,02/C1,Matematica e Fisica Ennio De Giorgi,2017,02 - Scienze fisiche
Ordinario,INGUSCIO Massimo,M,FIRENZE,,FIS/03,02/B1,Fisica e Astronomia,2017,02 - Scienze fisiche
Ordinario,INSOLIA Antonio,M,CATANIA,,FIS/01,02/A1,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Associato,INTONTI Francesca,F,FIRENZE,,FIS/03,02/B1,Fisica e Astronomia,2017,02 - Scienze fisiche
Ricercatore,INTROZZI Gianluca,M,PAVIA,,FIS/01,02/A1,FISICA,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),IORIO Alberto Orso Maria,M,Napoli Federico II,,FIS/01,02/A1,"FISICA ""ETTORE PANCINI""",2017,02 - Scienze fisiche
Associato,IOTTI Rita Claudia,F,Politecnico di TORINO,,FIS/03,02/B2,SCIENZA APPLICATA E TECNOLOGIA,2017,02 - Scienze fisiche
Associato,ISELLA Giovanni,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2017,02 - Scienze fisiche
Associato,ITACO Nunzio,M,"CAMPANIA - ""L. VANVITELLI""",,FIS/04,02/A2,MATEMATICA E FISICA (DMF),2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),IUPPA Roberto,M,TRENTO,,FIS/01,02/A1,FISICA,2017,02 - Scienze fisiche
Associato confermato,JUG Giancarlo,M,INSUBRIA,,FIS/03,02/B2,Scienza e Alta Tecnologia,2017,02 - Scienze fisiche
Ordinario,KAMENCHTCHIK Alexandre,M,BOLOGNA,,FIS/02,02/A2,"Fisica e Astronomia ""Augusto Righi",2017,02 - Scienze fisiche
Associato,KANIADAKIS Giorgio,M,Politecnico di TORINO,,FIS/03,02/B2,SCIENZA APPLICATA E TECNOLOGIA,2017,02 - Scienze fisiche
Associato confermato,KLEMM Silke,F,MILANO,,FIS/02,02/A2,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Ordinario,KONOPELCHENKO Boris,M,SALENTO,,FIS/02,02/A2,Matematica e Fisica Ennio De Giorgi,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),KRACHMALNICOFF Nicoletta,F,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/05,02/C1,AREA FISICA,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),KURKOV Maxim,M,Napoli Federico II,,FIS/02,02/A2,"FISICA ""ETTORE PANCINI""",2017,02 - Scienze fisiche
Associato,LA COMMARA Marco,M,Napoli Federico II,,FIS/04,02/A1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Ordinario,LA FRANCA Fabio,M,ROMA TRE,,FIS/05,02/C1,Matematica e Fisica,2017,02 - Scienze fisiche
Ordinario,LA RANA Giovanni,M,Napoli Federico II,,FIS/04,02/A1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Associato confermato,LA ROCCA Giuseppe,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,FIS/03,02/B2,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LA ROCCA Paola,F,CATANIA,,FIS/01,02/A1,"FISICA ED ASTRONOMIA ""ETTORE MAJORANA""",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LA TESSA Chiara,F,TRENTO,,FIS/07,02/D1,FISICA,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LA VACCA Giuseppe,M,MILANO-BICOCCA,,FIS/01,02/A1,"FISICA ""GIUSEPPE OCCHIALINI""",2017,02 - Scienze fisiche
Associato confermato,LACAVA Francesco,M,"ROMA ""La Sapienza""",,FIS/01,02/A1,Fisica,2017,02 - Scienze fisiche
Ordinario,LAIO Alessandro,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/03,02/B2,AREA FISICA,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LAMANNA Gianluca,M,PISA,,FIS/01,02/A1,FISICA,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LAMBERTI Andrea,M,Politecnico di TORINO,,FIS/03,02/B1,SCIENZA APPLICATA E TECNOLOGIA,2017,02 - Scienze fisiche
Associato,LAMBIASE Gaetano,M,SALERNO,,FIS/02,02/A2,Fisica 'E.R. Caianiello',2017,02 - Scienze fisiche
Ordinario,LANCERI Livio,M,TRIESTE,,FIS/01,02/A1,Fisica,2017,02 - Scienze fisiche
Associato,LANCONELLI Nico,M,BOLOGNA,,FIS/07,02/D1,"Fisica e Astronomia ""Augusto Righi",2017,02 - Scienze fisiche
Ricercatore,LANDI Simone,M,FIRENZE,,FIS/05,02/C1,Fisica e Astronomia,2017,02 - Scienze fisiche
Ricercatore,LANDOLFI Giulio,M,SALENTO,,FIS/02,02/A2,Matematica e Fisica Ennio De Giorgi,2017,02 - Scienze fisiche
Ricercatore,LANZA Antonio,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/05,02/C1,AREA FISICA,2017,02 - Scienze fisiche
Ricercatore,LANZAFAME Alessandro Carmelo,M,CATANIA,,FIS/05,02/C1,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Ricercatore,LANZALONE Gaetano,M,UKE - Università Kore di ENNA,Ingegneria e Architettura,FIS/04,02/A1,"DIPARTIMENTO ""KORE""",2017,02 - Scienze fisiche
Ordinario,LANZANI Guglielmo,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2017,02 - Scienze fisiche
Associato,LANZONI Barbara,F,BOLOGNA,,FIS/05,02/C1,"Fisica e Astronomia ""Augusto Righi",2017,02 - Scienze fisiche
Associato,LAPI Andrea,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/05,02/C1,AREA FISICA,2017,02 - Scienze fisiche
Ordinario,LAPORTA Paolo,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LARCIPRETE Maria Cristina,F,"ROMA ""La Sapienza""",,FIS/01,02/B1,SCIENZE DI BASE E APPLICATE PER L'INGEGNERIA,2017,02 - Scienze fisiche
Ordinario,LASCIALFARI Alessandro,M,MILANO,,FIS/07,02/D1,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Associato confermato,LATINO Giuseppe,M,FIRENZE,,FIS/01,02/A1,Fisica e Astronomia,2017,02 - Scienze fisiche
Associato,LATORA Vito Claudio,M,CATANIA,,FIS/02,02/A2,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Associato,LATTANZI Gianluca,M,TRENTO,,FIS/07,02/D1,Fisica,2017,02 - Scienze fisiche
Ordinario,LATTUADA Marcello,M,CATANIA,,FIS/01,02/A1,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Ricercatore,LAURIA Adele,F,Napoli Federico II,,FIS/07,02/D1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),LAURO Sebastian Emanuel,M,ROMA TRE,,FIS/06,02/C1,MATEMATICA E FISICA,2017,02 - Scienze fisiche
Associato confermato,LAVAGNO Andrea,M,Politecnico di TORINO,,FIS/04,02/A2,SCIENZA APPLICATA E TECNOLOGIA,2017,02 - Scienze fisiche
Ricercatore,LAVEDER Marco,M,PADOVA,,FIS/01,02/A1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2017,02 - Scienze fisiche
Associato,LAVIANO Francesco,M,Politecnico di TORINO,,FIS/01,02/B1,SCIENZA APPLICATA E TECNOLOGIA,2017,02 - Scienze fisiche
Ricercatore,LAZZARIN Monica,F,PADOVA,,FIS/05,02/C1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LEA Ramona,F,TRIESTE,,FIS/01,02/A1,FISICA,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LEACI Paola,F,"ROMA ""La Sapienza""",,FIS/01,02/A1,FISICA,2017,02 - Scienze fisiche
Associato confermato,LECHNER Kurt,M,PADOVA,,FIS/02,02/A2,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2017,02 - Scienze fisiche
Associato confermato,LEIDEMANN Winfried Richard The,M,TRENTO,,FIS/04,02/A2,Fisica,2017,02 - Scienze fisiche
Associato,LENARDI Cristina,F,MILANO,,FIS/07,02/D1,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Ordinario,LENISA Paolo,M,FERRARA,,FIS/04,02/A1,Fisica e scienze della terra,2017,02 - Scienze fisiche
Associato,LENTI Massimo,M,FIRENZE,,FIS/04,02/A1,Fisica e Astronomia,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LENZI Piergiulio,M,FIRENZE,,FIS/04,02/A1,FISICA E ASTRONOMIA,2017,02 - Scienze fisiche
Ordinario,LENZI Silvia Monica,F,PADOVA,,FIS/04,02/A1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2017,02 - Scienze fisiche
Associato confermato,LEONE Francesco,M,CATANIA,,FIS/05,02/C1,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Associato,LEONE Matteo,M,TORINO,,FIS/08,02/D1,Filosofia e scienze dell'educazione,2017,02 - Scienze fisiche
Ordinario,LEONE Maurizio,M,PALERMO,,FIS/07,02/D1,Fisica e Chimica - Emilio Segrè,2017,02 - Scienze fisiche
Ordinario,LEONI Silvia,F,MILANO,,FIS/01,02/A1,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Associato confermato,LEPORE Maria,F,"CAMPANIA - ""L. VANVITELLI""",,FIS/07,02/D1,MEDICINA SPERIMENTALE,2017,02 - Scienze fisiche
Associato confermato,LEPORINI Dino,M,PISA,,FIS/01,02/B1,FISICA,2017,02 - Scienze fisiche
Ricercatore,LEPRETI Fabio,M,della CALABRIA,,FIS/03,02/B2,Fisica,2017,02 - Scienze fisiche
Ordinario,LERDA Alberto,M,PIEMONTE ORIENTALE,,FIS/02,02/A2,Scienze e Innovazione Tecnologica (DISIT),2017,02 - Scienze fisiche
Ricercatore,LEVANTINO Matteo,M,PALERMO,,FIS/07,02/D1,Fisica e Chimica - Emilio Segrè,2017,02 - Scienze fisiche
Ricercatore,LEVI Giuseppe,M,BOLOGNA,,FIS/04,02/A1,"Fisica e Astronomia ""Augusto Righi",2017,02 - Scienze fisiche
Associato,LEVRINI Olivia,F,BOLOGNA,,FIS/08,02/D1,"Fisica e Astronomia ""Augusto Righi",2017,02 - Scienze fisiche
Ordinario,LI BASSI Andrea,M,Politecnico di MILANO,,FIS/03,02/B1,Energia,2017,02 - Scienze fisiche
Associato confermato,LI VIGNI Maria,F,PALERMO,,FIS/01,02/B1,Fisica e Chimica - Emilio Segrè,2017,02 - Scienze fisiche
Associato non confermato,LI VOTI Roberto,M,"ROMA ""La Sapienza""",,FIS/01,02/B1,Scienze di base e applicate per l'ingegneria,2017,02 - Scienze fisiche
Ordinario,LIBERATI Stefano,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/05,02/C1,AREA FISICA,2017,02 - Scienze fisiche
Ricercatore,LICCARDO Antonella,F,Napoli Federico II,,FIS/02,02/A2,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Ricercatore,LIGABUE Franco,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,FIS/01,02/A1,CLASSE DI SCIENZE,2017,02 - Scienze fisiche
Ricercatore,LIGONZO Teresa,F,BARI,,FIS/01,02/B1,Interuniversitario di Fisica,2017,02 - Scienze fisiche
Ricercatore,LIGUORI Michele,M,PADOVA,,FIS/05,02/C1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2017,02 - Scienze fisiche
Associato,LIPPIELLO Eugenio,M,"CAMPANIA - ""L. VANVITELLI""",,FIS/02,02/A2,MATEMATICA E FISICA (DMF),2017,02 - Scienze fisiche
Associato,LISCIDINI Marco,M,PAVIA,,FIS/03,02/B2,FISICA,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LISTORTI Andrea,M,SALENTO,,FIS/01,02/B1,MATEMATICA E FISICA ENNIO DE GIORGI,2017,02 - Scienze fisiche
Ordinario,LIVAN Michele,M,PAVIA,,FIS/01,02/A1,FISICA,2017,02 - Scienze fisiche
Ordinario,LIVI Roberto,M,FIRENZE,,FIS/02,02/A2,Fisica e Astronomia,2017,02 - Scienze fisiche
Ordinario,LIZZI Fedele,M,Napoli Federico II,,FIS/02,02/A2,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LO FRANCO Rosario,M,PALERMO,,FIS/03,02/B2,"ENERGIA, INGEGNERIA DELL'INFORMAZIONE E MODELLI MATEMATICI (DEIM)",2017,02 - Scienze fisiche
Associato,LO GIUDICE Alessandro,M,TORINO,,FIS/07,02/D1,Fisica,2017,02 - Scienze fisiche
Ricercatore,LO MONACO Luigi,M,CATANIA,,FIS/04,02/A2,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Ricercatore,LO PRESTI Domenico,M,CATANIA,,FIS/01,02/A1,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Associato confermato,LODATO Giuseppe,M,MILANO,,FIS/05,02/C1,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LOFFREDO Salvatore,M,"ROMA ""Tor Vergata""",,FIS/01,02/A1,FISICA,2017,02 - Scienze fisiche
Associato,LOMBARDI Marco,M,MILANO,,FIS/05,02/C1,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Associato confermato,LONGHI Giovanna,F,BRESCIA,,FIS/07,02/D1,MEDICINA MOLECOLARE E TRASLAZIONALE,2017,02 - Scienze fisiche
Ordinario,LONGHI Stefano,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2017,02 - Scienze fisiche
Ordinario,LONGO Egidio,M,"ROMA ""La Sapienza""",,FIS/04,02/A1,Fisica,2017,02 - Scienze fisiche
Associato,LONGO Francesco,M,TRIESTE,,FIS/01,02/A1,Fisica,2017,02 - Scienze fisiche
Ordinario,LONGO Giuseppe,M,Napoli Federico II,,FIS/05,02/C1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Associato confermato,LONGO Renata,F,TRIESTE,,FIS/07,02/D1,Fisica,2017,02 - Scienze fisiche
Ricercatore,LOPARCO Francesco,M,BARI,,FIS/01,02/A1,Interuniversitario di Fisica,2017,02 - Scienze fisiche
Ordinario,LORETO Vittorio,M,"ROMA ""La Sapienza""",,FIS/03,02/B2,Fisica,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LORUSSO Antonella,F,SALENTO,,FIS/03,02/B1,MATEMATICA E FISICA ENNIO DE GIORGI,2017,02 - Scienze fisiche
Associato,LOSI Aba,F,PARMA,,FIS/07,02/D1,"Scienze Matematiche, Fisiche e Informatiche",2017,02 - Scienze fisiche
Ordinario,LOTTICI Pier Paolo,M,PARMA,,FIS/07,02/D1,"Scienze Matematiche, Fisiche e Informatiche",2017,02 - Scienze fisiche
Associato confermato,LOVERGINE Nicola,M,SALENTO,,FIS/03,02/B1,Ingegneria dell'Innovazione,2017,02 - Scienze fisiche
Associato,LOZZI Luca,M,L'AQUILA,,FIS/01,02/B1,Scienze fisiche e chimiche,2017,02 - Scienze fisiche
Ordinario,LUBICZ Vittorio,M,ROMA TRE,,FIS/02,02/A2,Matematica e Fisica,2017,02 - Scienze fisiche
Associato,LUBRITTO Carmine,M,"CAMPANIA - ""L. VANVITELLI""",,FIS/07,02/D1,"SCIENZE E TECNOLOGIE AMBIENTALI, BIOLOGICHE E FARMACEUTICHE (DISTABiF)",2017,02 - Scienze fisiche
Associato confermato,LUCARELLI Franco,M,FIRENZE,,FIS/01,02/A1,Fisica e Astronomia,2017,02 - Scienze fisiche
Associato confermato,LUCCHESI Donatella,F,PADOVA,,FIS/01,02/A1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2017,02 - Scienze fisiche
Associato,LUCCHETTA Daniele Eugenio,M,Politecnica delle MARCHE,,FIS/01,02/B1,"SCIENZE E INGEGNERIA DELLA MATERIA, DELL'AMBIENTE ED URBANISTICA",2017,02 - Scienze fisiche
Associato,LUCCHETTI Liana,F,Politecnica delle MARCHE,,FIS/01,02/B1,"SCIENZE E INGEGNERIA DELLA MATERIA, DELL'AMBIENTE ED URBANISTICA",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LUCCHINI Matteo,M,Politecnico di MILANO,,FIS/01,02/B1,FISICA,2017,02 - Scienze fisiche
Associato,LUCCI Massimiliano,M,"ROMA ""Tor Vergata""",,FIS/03,02/B1,Fisica,2017,02 - Scienze fisiche
Associato confermato,LUCI Claudio,M,"ROMA ""La Sapienza""",,FIS/01,02/A1,Fisica,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LUCIBELLO Carlo,M,Politecnico di TORINO,,FIS/02,02/A2,SCIENZA APPLICATA E TECNOLOGIA,2017,02 - Scienze fisiche
Ricercatore,LUDWIG Nicola Gherardo,M,MILANO,,FIS/07,02/D1,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Ordinario,LUGARA' Pietro Mario,M,BARI,,FIS/07,02/D1,Interuniversitario di Fisica,2017,02 - Scienze fisiche
Ricercatore,LUIN Stefano,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,FIS/03,02/B1,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2017,02 - Scienze fisiche
Associato,LUNARDON Marcello,M,PADOVA,,FIS/01,02/A1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2017,02 - Scienze fisiche
Associato confermato,LUPI Stefano,M,"ROMA ""La Sapienza""",,FIS/03,02/B1,Fisica,2017,02 - Scienze fisiche
Ordinario,LUPPI Eleonora,F,FERRARA,,FIS/01,02/A1,Fisica e scienze della terra,2017,02 - Scienze fisiche
Ricercatore,LUSIANI Alberto,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,FIS/01,02/A1,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2017,02 - Scienze fisiche
Associato confermato,MACCAFERRI Carlo Giovanni,M,TORINO,,FIS/02,02/A2,Fisica,2017,02 - Scienze fisiche
Ricercatore,MACCARRONE Francesco,M,PISA,,FIS/07,02/D1,FISICA,2017,02 - Scienze fisiche
Ricercatore,MACCARRONE Gaetano Daniele Maria,M,CATANIA,,FIS/02,02/A2,"Fisica ed Astronomia ""Ettore Majorana""",2017,02 - Scienze fisiche
Ordinario,MACCHIATO Maria,F,Napoli Federico II,,FIS/06,02/C1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Associato confermato,MACCHIAVELLO Chiara,F,PAVIA,,FIS/03,02/B2,FISICA,2017,02 - Scienze fisiche
Associato confermato,MACCONE Lorenzo,M,PAVIA,,FIS/03,02/B2,FISICA,2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),MADAMI Marco,M,PERUGIA,,FIS/01,02/B1,FISICA E GEOLOGIA,2017,02 - Scienze fisiche
Ordinario,MADDALENA Pasqualino Maria,M,Napoli Federico II,,FIS/01,02/B1,"Fisica ""Ettore Pancini""",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),MAERO Giancarlo,M,MILANO,,FIS/03,02/B1,"FISICA ""ALDO PONTREMOLI""",2017,02 - Scienze fisiche
Ricercatore,MAESTRI Tiziano,M,BOLOGNA,,FIS/06,02/C1,"Fisica e Astronomia ""Augusto Righi",2017,02 - Scienze fisiche
Ricercatore,MAESTRO Paolo,M,SIENA,,FIS/01,02/A1,"Scienze Fisiche, della Terra e dellAmbiente",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),MAGALETTI Lorenzo,M,Politecnico di BARI,,FIS/01,02/A1,"DIPARTIMENTO INTERATENEO DI FISICA ""MICHELANGELO MERLIN""",2017,02 - Scienze fisiche
Ordinario,MAGAZU' Salvatore,M,MESSINA,,FIS/01,02/B1,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2017,02 - Scienze fisiche
Ordinario,MAGGI Giorgio Pietro,M,Politecnico di BARI,,FIS/01,02/A1,"Dipartimento Interateneo di Fisica ""Michelangelo Merlin""",2017,02 - Scienze fisiche
Associato confermato,MAGGIORA Marco,M,TORINO,,FIS/01,02/A1,Fisica,2017,02 - Scienze fisiche
Associato confermato,MAGGIORE Nicola,M,GENOVA,,FIS/02,02/A2,Fisica (DIFI),2017,02 - Scienze fisiche
Associato,MAGGIPINTO Tommaso,M,BARI,,FIS/07,02/D1,Interuniversitario di Fisica,2017,02 - Scienze fisiche
Associato confermato,MAGLI Renato,M,MILANO,,FIS/01,02/B1,"Scienze biomediche, chirurgiche e odontoiatriche",2017,02 - Scienze fisiche
Associato confermato,MAGLIONE Enrico,M,PADOVA,,FIS/04,02/A2,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2017,02 - Scienze fisiche
Ordinario,MAGNEA Lorenzo,M,TORINO,,FIS/02,02/A2,Fisica,2017,02 - Scienze fisiche
Associato confermato,MAGNI Vittorio Carlo,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2017,02 - Scienze fisiche
Associato confermato,MAGNOLI Nicodemo,M,GENOVA,,FIS/02,02/A2,Fisica (DIFI),2017,02 - Scienze fisiche
Associato confermato,MAGRI Rita,F,MODENA e REGGIO EMILIA,,FIS/03,02/B2,"Scienze fisiche, informatiche e matematiche",2017,02 - Scienze fisiche
Ricercatore,MAINA Ezio,M,TORINO,,FIS/02,02/A2,Fisica,2017,02 - Scienze fisiche
Associato confermato,MAINO Davide,M,MILANO,,FIS/01,02/A1,"Fisica ""Aldo Pontremoli""",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),MAIORANO Andrea,M,"ROMA ""La Sapienza""",,FIS/02,02/A2,FISICA,2017,02 - Scienze fisiche
Ordinario,MAJOLINO Domenico,M,MESSINA,,FIS/07,02/D1,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2017,02 - Scienze fisiche
Associato,MALAGU' Cesare,M,FERRARA,,FIS/01,02/B1,Fisica e scienze della terra,2017,02 - Scienze fisiche
Associato confermato,MALARA Francesco,M,della CALABRIA,,FIS/01,02/B1,Fisica,2017,02 - Scienze fisiche
Associato confermato,MALESCIO Gianpietro,M,MESSINA,,FIS/03,02/B2,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2017,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),MALOSSI Nicola,M,CAMERINO,,FIS/03,02/B1,SCUOLA DI SCIENZE E TECNOLOGIE,2017,02 - Scienze fisiche
