Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Ricercatore,SENATORE Sabrina,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2008,01 - Scienze matematiche e informatiche
Ordinario,SERAFINI Paolo,M,UDINE,Scienze Matematiche Fisiche e Naturali,MAT/09,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SERAPIONI Raul Paolo,M,TRENTO,Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SERENA Luigi,M,FIRENZE,Architettura,MAT/02,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Straordinario,SERENO Matteo,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SERGEEV Yaroslav,M,della CALABRIA,Ingegneria,MAT/08,,"ELETTRONICA, INFORMATICA E SISTEMISTICA",2008,01 - Scienze matematiche e informatiche
Ricercatore,SERGIO Irene,F,CATANIA,Ingegneria,MAT/03,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,SERINA Ivan,M,Libera Università di BOLZANO,Scienze della Formazione,INF/01,,FACOLTA' DI SCIENZE DELLA FORMAZIONE,2008,01 - Scienze matematiche e informatiche
Ordinario,SERNESI Edoardo,M,ROMA TRE,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SERPE Annarosa,F,della CALABRIA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SERPICO Maria Ezia,F,GENOVA,Ingegneria,MAT/03,,METODI E MODELLI MATEMATICI,2008,01 - Scienze matematiche e informatiche
Associato confermato,SERRA Elena,F,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SERRA Enrico,M,Politecnico di TORINO,Ingegneria,MAT/05,,SCIENZE MATEMATICHE,2008,01 - Scienze matematiche e informatiche
Assistente r.e.,SERRA Salvatore,M,CAGLIARI,Scienze Matematiche Fisiche e Naturali,MAT/07,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Straordinario,SERRA CAPIZZANO Stefano,M,INSUBRIA,Scienze Mat. Fis. Nat. II,MAT/08,,SCIENZA E ALTA TECNOLOGIA,2008,01 - Scienze matematiche e informatiche
Ordinario,SERRA CASSANO Francesco,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SERRECCHIA Augusto,M,"ROMA ""La Sapienza""",Scienze Statistiche,MAT/05,,SCIENZE STATISTICHE,2008,01 - Scienze matematiche e informatiche
Ricercatore,SERVA Maurizio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,SERVADEI Raffaella,F,della CALABRIA,Ingegneria,MAT/05,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Associato confermato,SERVADIO Sergio,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/07,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),SERVILIO Mara,F,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/09,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SERVIZI Graziano,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/07,,FISICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SESSA Maria Immacolata,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Straordinario,SESSA Salvatore,M,Napoli Federico II,Architettura,INF/01,,COSTRUZIONI E METODI MATEMATICI IN ARCHITETTURA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SESTINI Alessandra,F,FIRENZE,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SETTI Alberto Giulio,M,INSUBRIA,Scienze Mat. Fis. Nat. II,MAT/05,,SCIENZA E ALTA TECNOLOGIA,2008,01 - Scienze matematiche e informatiche
Ordinario,SFORZA Antonio,M,Napoli Federico II,Ingegneria,MAT/09,,INFORMATICA E SISTEMISTICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SFORZA Daniela,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2008,01 - Scienze matematiche e informatiche
Ordinario,SGALLARI Fiorella,F,BOLOGNA,Ingegneria,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SGAMBATI Luciana,F,SALERNO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA/DIPMAT,2008,01 - Scienze matematiche e informatiche
Ordinario,SGARRO Andrea,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E GEOSCIENZE,2008,01 - Scienze matematiche e informatiche
Ricercatore,SGURA Ivonne,F,SALENTO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SIBONI Stefano,M,TRENTO,Ingegneria,MAT/07,,INGEGNERIA DEI MATERIALI E TECNOLOGIE INDUSTRIALI,2008,01 - Scienze matematiche e informatiche
Ricercatore,SICILIANO Alessandro,M,BASILICATA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,SICILIANO Salvatore,M,SALENTO,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SICONOLFI Antonio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SIDERI Enrico A.,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/09,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Ordinario,SILVA Alessandro,M,"ROMA ""La Sapienza""",Scienze Statistiche,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SILVESTRI Riccardo,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SIMEONE Bruno,M,"ROMA ""La Sapienza""",Scienze Statistiche,MAT/09,,SCIENZE STATISTICHE,2008,01 - Scienze matematiche e informatiche
Ricercatore,SIMEONI Marta,F,"""Ca' Foscari"" VENEZIA",Scienze Matematiche Fisiche e Naturali,INF/01,,"SCIENZE AMBIENTALI, INFORMATICA E STATISTICA",2008,01 - Scienze matematiche e informatiche
Ricercatore,SIMI Giulia,F,SIENA,Scienze Matematiche Fisiche e Naturali,MAT/02,,SCIENZE MATEMATICHE ED INFORMATICHE,2008,01 - Scienze matematiche e informatiche
Associato confermato,SIMI Maria,F,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SIMOES Marilda,F,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SIMONCELLI Alba Chiara,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
Associato confermato,SIMONCINI Valeria,F,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SIMONE Carla,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,INF/01,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2008,01 - Scienze matematiche e informatiche
Ordinario,SINESTRARI Carlo,M,"ROMA ""Tor Vergata""",Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SINESTRARI Eugenio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SIRI Paola,F,Politecnico di TORINO,Ingegneria IV,MAT/06,,SCIENZE MATEMATICHE,2008,01 - Scienze matematiche e informatiche
Ordinario,SIROVICH Franco,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,SIROVICH Roberta,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SISTO Irene,F,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SKEIDE Michael,M,MOLISE,Scienze Matematiche Fisiche e Naturali,MAT/06,,"SCIENZE ECONOMICHE, GESTIONALI E SOCIALI",2008,01 - Scienze matematiche e informatiche
Ricercatore,SMRIGLIO Stefano,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/09,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,SNIDARO Lauro,M,UDINE,Scienze della Formazione,INF/01,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SOARDI Paolo Maurizio,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
Ricercatore,SOLARI Fabio,M,GENOVA,Ingegneria,INF/01,,"INFORMATICA, SISTEMISTICA E TELEMATICA",2008,01 - Scienze matematiche e informatiche
Ricercatore,SOLCI Margherita,F,SASSARI,Architettura,MAT/05,,ARCHITETTURA DESIGN E URBANISTICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SOLIMINI Sergio Fausto,M,Politecnico di BARI,Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SOLITRO Ugo,M,VERONA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,SOMMARIVA Alvise,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
Straordinario,SONEGO Sebastiano,M,UDINE,Ingegneria,MAT/07,,"CHIMICA,FISICA E AMBIENTE (DCFA)",2008,01 - Scienze matematiche e informatiche
Ricercatore,SONNINO Angelo,M,BASILICATA,Ingegneria,MAT/03,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SONTACCHI Giovanna,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SORACE Giuseppe Angelo,M,CATANIA,Scienze della Formazione,INF/01,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SORANZO Alessandro,M,TRIESTE,Ingegneria,MAT/05,,MATEMATICA E GEOSCIENZE,2008,01 - Scienze matematiche e informatiche
Ordinario,SORAVIA Pierpaolo,M,PADOVA,Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SORBI Andrea,M,SIENA,Scienze Matematiche Fisiche e Naturali,MAT/01,,SCIENZE MATEMATICHE ED INFORMATICHE,2008,01 - Scienze matematiche e informatiche
Associato confermato,SORDONI Vania,F,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SORRENTINO Lucia,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2008,01 - Scienze matematiche e informatiche
Assistente r.e.,SPADAFORA Ippolito,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Ricercatore,SPADINI Marco,M,FIRENZE,Ingegneria,MAT/05,,SISTEMI E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Associato non confermato,SPAGGIARI Fulvia,F,MODENA e REGGIO EMILIA,"Ingegneria ""Enzo Ferrari""",MAT/03,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SPAGNOLO Filippo,M,PALERMO,Scienze della Formazione,MAT/04,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SPAGNOLO Sergio,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SPALETTA Giulia,F,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SPANGHER Walter,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/03,,SCIENZE MATEMATICHE,2008,01 - Scienze matematiche e informatiche
Ricercatore,SPANO Paola,F,CAGLIARI,Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Assistente r.e.,SPARACINO Clara,F,CATANIA,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,Non disponibile,2008,01 - Scienze matematiche e informatiche
Associato confermato,SPARANO Giovanni,M,SALERNO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA/DIPMAT,2008,01 - Scienze matematiche e informatiche
Ricercatore,SPATARO William,M,della CALABRIA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Assistente r.e.,SPECIALE Angela,F,PALERMO,Scienze Matematiche Fisiche e Naturali,MAT/03,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Ricercatore,SPECIALE Maria,F,MESSINA,Scienze Statistiche,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SPEDICATO Emilio Giuseppe,M,BERGAMO,Economia,MAT/09,,"MATEMATICA, STATISTICA, INFORMATICA E APPLICAZIONI",2008,01 - Scienze matematiche e informatiche
Associato confermato,SPERA Antonino Giorgio,M,PALERMO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SPERA Mauro,M,VERONA,Scienze Matematiche Fisiche e Naturali,MAT/03,,"MATEMATICA E FISICA ""NICCOLO' TARTAGLIA""",2008,01 - Scienze matematiche e informatiche
Ordinario,SPERANZA Maria Grazia,F,BRESCIA,Economia,MAT/09,,METODI QUANTITATIVI,2008,01 - Scienze matematiche e informatiche
Ordinario,SPERDUTI Alessandro,M,PADOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
Ordinario,SPIGA Giampiero,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SPIGLER Renato,M,ROMA TRE,Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SPINELLI Giancarlo,M,Politecnico di MILANO,"Ingegneria Civile, Ambientale e Territoriale",MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SPIRO Andrea,M,CAMERINO,Scienze e Tecnologie,MAT/03,,SCUOLA DI SCIENZE E TECNOLOGIE,2008,01 - Scienze matematiche e informatiche
Ordinario,SPIZZICHINO Fabio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,SPOLETINI Enrico,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,SPOLETINI Paola,F,INSUBRIA,Scienze Mat. Fis. Nat. II,INF/01,,SCIENZE TEORICHE E APPLICATE,2008,01 - Scienze matematiche e informatiche
Ricercatore,SPORTELLI Tecla Rossana,F,PALERMO,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
Associato confermato,SPOTO Nicola Fausto,M,VERONA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SPREAFICO Maria Luisa,F,Politecnico di TORINO,Ingegneria II,MAT/03,,SCIENZE MATEMATICHE,2008,01 - Scienze matematiche e informatiche
Ricercatore,SPROSTON Jeremy James,M,TORINO,Psicologia,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SPRUGNOLI Renzo,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,INF/01,,SISTEMI E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,SQUASSINA Marco,M,VERONA,Scienze Matematiche Fisiche e Naturali,MAT/05,,"MATEMATICA E FISICA ""NICCOLO' TARTAGLIA""",2008,01 - Scienze matematiche e informatiche
Ordinario,STAGNARO Ezio,M,PADOVA,Ingegneria,MAT/03,,METODI E MODELLI MATEMATICI PER LE SCIENZE APPLICATE,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,STAIANO Antonino,M,"""Parthenope"" di NAPOLI","Scienze e Tecnologie ""P.Leonardi Cattolica""",INF/01,,SCIENZE APPLICATE,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,STANCO Filippo,M,CATANIA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,STANGARONE Rosa,F,FIRENZE,Architettura,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,STANISZKIS Maria,F,UDINE,Scienze Matematiche Fisiche e Naturali,INF/01,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Ordinario,STARITA Giulio,M,"CAMPANIA - ""L. VANVITELLI""",Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,STAZI Luigi,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,STEFANI Gianna,F,FIRENZE,Ingegneria,MAT/05,,SISTEMI E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,STEFANI Oscar,M,PADOVA,Ingegneria,MAT/05,,METODI E MODELLI MATEMATICI PER LE SCIENZE APPLICATE,2008,01 - Scienze matematiche e informatiche
Associato confermato,STEFANI Stefano,M,"""Ca' Foscari"" VENEZIA",Scienze Matematiche Fisiche e Naturali,MAT/02,,CHIMICA FISICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,STEFFE' Sergio,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,STEGEL Giovanni,M,SASSARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,"SCIENZE BOTANICHE, ECOLOGICHE E GEOLOGICHE",2008,01 - Scienze matematiche e informatiche
Ordinario,STEGER Timothy Joshua,M,SASSARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,"SCIENZE BOTANICHE, ECOLOGICHE E GEOLOGICHE",2008,01 - Scienze matematiche e informatiche
Associato confermato,STELLA Fabio Antonio,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/09,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,STELLARI Paolo,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,STERBINI Andrea,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,STOPPINO Lidia,F,INSUBRIA,Scienze Mat. Fis. Nat. II,MAT/03,,SCIENZA E ALTA TECNOLOGIA,2008,01 - Scienze matematiche e informatiche
Associato confermato,STORCHI Giovanni,M,"ROMA ""La Sapienza""",Scienze Statistiche,MAT/09,,SCIENZE STATISTICHE,2008,01 - Scienze matematiche e informatiche
Associato confermato,STRAMACCIA Luciano,M,PERUGIA,Ingegneria,MAT/03,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,STRANO Mario Vincenzo,M,CATANIA,Ingegneria,MAT/05,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,STRANO Rosario,M,CATANIA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,STRICKLAND Elisabetta,F,"ROMA ""Tor Vergata""",Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,STROFFOLINI Bianca,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
Ordinario,STRUMIA Alberto,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,STUMBO Fabio,M,FERRARA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,SUCCI Giancarlo,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Associato confermato,SULLIVAN Francis J.,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
Ricercatore,SUPINO Paola,F,ROMA TRE,Scienze della Formazione,MAT/03,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,TABACCO Anita Maria,F,Politecnico di TORINO,Ingegneria III,MAT/05,,SCIENZE MATEMATICHE,2008,01 - Scienze matematiche e informatiche
Ricercatore,TABLINO POSSIO Cristina,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA E APPLICAZIONI,2008,01 - Scienze matematiche e informatiche
Ricercatore,TADDEI Valentina,F,MODENA e REGGIO EMILIA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2008,01 - Scienze matematiche e informatiche
Ordinario,TADEI Roberto,M,Politecnico di TORINO,Ingegneria III,MAT/09,,AUTOMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Straordinario,TAGLIAFERRI Roberto,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2008,01 - Scienze matematiche e informatiche
Ricercatore,TAGLIALATELA Giovanni,M,BARI,Economia,MAT/05,,SCIENZE ECONOMICHE E METODI MATEMATICI,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,TALAMINI Vittorino,M,UDINE,Ingegneria,MAT/07,,"CHIMICA,FISICA E AMBIENTE (DCFA)",2008,01 - Scienze matematiche e informatiche
Ordinario,TALAMO Maurizio,M,"ROMA ""Tor Vergata""",Scienze Matematiche Fisiche e Naturali,INF/01,,INGEGNERIA DELL'IMPRESA,2008,01 - Scienze matematiche e informatiche
Ordinario,TALAMO Rodolfo,M,Politecnico di MILANO,Ingegneria dei Processi Industriali,MAT/03,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Ricercatore,TALAMUCCI Federico,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,TALENTI Giorgio,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Straordinario,TALLINI Luca,M,TERAMO,Scienze della Comunicazione,INF/01,,SCIENZE DELLA COMUNICAZIONE,2008,01 - Scienze matematiche e informatiche
Associato confermato,TAMANINI Italo,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,TAMASCELLI Dario,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
Ordinario,TAMBURINI Maria Clara,F,Cattolica del Sacro Cuore,Scienze Matematiche Fisiche e Naturali,MAT/02,,"MATEMATICA E FISICA ""NICCOLO' TARTAGLIA""",2008,01 - Scienze matematiche e informatiche
Associato confermato,TAMONE Grazia,F,GENOVA,Farmacia,MAT/02,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Straordinario,TANASI Corrado,M,PALERMO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,TANCREDI Alessandro,M,PERUGIA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,TANFANI Elena,F,GENOVA,Economia,MAT/09,,ECONOMIA E METODI QUANTITATIVI,2008,01 - Scienze matematiche e informatiche
Associato confermato,TANGORRA Filippo,M,BARI,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),TANZINI Alessandro,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/07,,SETTORE DI FISICA MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato confermato,TARALLO Massimo Emilio,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,TARANTELLO Gabriella,F,"ROMA ""Tor Vergata""",Ingegneria,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ordinario,TARDELLA Fabio,M,"ROMA ""La Sapienza""",Economia,MAT/09,,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO, LA FINANZA",2008,01 - Scienze matematiche e informatiche
Ricercatore,TARDELLI Paola,F,L'AQUILA,Ingegneria,MAT/06,,INGEGNERIA ELETTRICA E DELL'INFORMAZIONE,2008,01 - Scienze matematiche e informatiche
Associato confermato,TARINI Fabio,M,PISA,Economia,INF/01,,STATISTICA E MATEMATICA APPLICATA ALL'ECONOMIA,2008,01 - Scienze matematiche e informatiche
Ricercatore,TARINI Marco,M,INSUBRIA,Scienze Matematiche Fisiche e Naturali,INF/01,,Non disponibile,2008,01 - Scienze matematiche e informatiche
Ricercatore non confermato,TARSI Cristina,F,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,TARSIA Antonio Angelo,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Ricercatore,TARTAGLIONE Alfonsina,F,"CAMPANIA - ""L. VANVITELLI""",Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
Associato non confermato,TARTARONE Francesca,F,ROMA TRE,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA,2008,01 - Scienze matematiche e informatiche
