,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
16,Ricercatore,ACETO Lidia,F,PISA,,MAT/08,01/A5,MATEMATICA,2012,01 - Scienze matematiche e informatiche
17,Associato confermato,ACHILLES Hans Joachim Rudiger,M,BOLOGNA,,MAT/03,01/A2,Matematica,2012,01 - Scienze matematiche e informatiche
18,Associato confermato,ACQUISTAPACE Francesca,F,PISA,,MAT/03,01/A2,MATEMATICA,2012,01 - Scienze matematiche e informatiche
19,Associato confermato,ACQUISTAPACE Paolo,M,PISA,,MAT/05,01/A3,MATEMATICA,2012,01 - Scienze matematiche e informatiche
20,Ricercatore,ADAMI Riccardo,M,Politecnico di TORINO,,MAT/07,01/A4,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2012,01 - Scienze matematiche e informatiche
21,Associato confermato,AGLIANO' Paolo,M,SIENA,,MAT/02,01/A2,Ingegneria dellInformazione e Scienze Matematiche,2012,01 - Scienze matematiche e informatiche
22,Ordinario,AGNETIS Alessandro,M,SIENA,,MAT/09,01/A6,Ingegneria dellInformazione e Scienze Matematiche,2012,01 - Scienze matematiche e informatiche
23,Associato confermato,AGOSTINI Alessandra,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2012,01 - Scienze matematiche e informatiche
24,Ordinario,AGRACHEV Andrey,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,01/A3,AREA MATEMATICA,2012,01 - Scienze matematiche e informatiche
25,Ricercatore a t.d. (art.1 comma 14 L. 230/05),AGRESTE Santa,F,MESSINA,,INF/01,01/B1,"SCIENZE MATEMATICHE ED INFORMATICHE, SCIENZE FISICHE E SCIENZE DELLA TERRA",2012,01 - Scienze matematiche e informatiche
26,Ricercatore,AGUGLIA Angela,F,Politecnico di BARI,,MAT/03,01/A2,"Dipartimento di Meccanica, Matematica e Management",2012,01 - Scienze matematiche e informatiche
27,Ricercatore,AGUZZOLI Stefano,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2012,01 - Scienze matematiche e informatiche
28,Ordinario,AIENA Pietro,M,PALERMO,Ingegneria,MAT/05,01/A3,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2012,01 - Scienze matematiche e informatiche
29,Ricercatore,AIMI Alessandra,F,PARMA,,MAT/08,01/A5,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
30,Ricercatore,AIOLLI Fabio,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2012,01 - Scienze matematiche e informatiche
31,Associato confermato,ALBANESE Angela Anna,F,SALENTO,,MAT/05,01/A3,Matematica e Fisica Ennio De Giorgi,2012,01 - Scienze matematiche e informatiche
32,Associato confermato,ALBANO Alberto,M,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2012,01 - Scienze matematiche e informatiche
33,Ordinario,ALBANO Antonio,M,PISA,,INF/01,01/B1,INFORMATICA,2012,01 - Scienze matematiche e informatiche
34,Ricercatore,ALBANO Giovannina,F,SALERNO,Ingegneria,MAT/03,01/A2,INGEGNERIA ELETTRONICA E INGEGNERIA INFORMATICA/DIEII,2012,01 - Scienze matematiche e informatiche
35,Ricercatore,ALBANO Paolo,M,BOLOGNA,,MAT/05,01/A3,Matematica,2012,01 - Scienze matematiche e informatiche
36,Ordinario,ALBERTI Giovanni,M,PISA,,MAT/05,01/A3,MATEMATICA,2012,01 - Scienze matematiche e informatiche
37,Associato confermato,ALBERTI Maria Alberta,F,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2012,01 - Scienze matematiche e informatiche
38,Ricercatore,ALBERTINI Francesca,F,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2012,01 - Scienze matematiche e informatiche
39,Ricercatore,ALDINI Alessandro,M,Urbino Carlo Bo,,INF/01,01/B1,Scienze di Base e Fondamenti (DiSBeF),2012,01 - Scienze matematiche e informatiche
40,Ricercatore,ALDINUCCI Marco,M,TORINO,,INF/01,01/B1,Informatica,2012,01 - Scienze matematiche e informatiche
41,Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,,MAT/05,01/A3,Matematica e Geoscienze,2012,01 - Scienze matematiche e informatiche
42,Ordinario,ALESSANDRINI Lucia,F,PARMA,,MAT/03,01/A2,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
43,Associato confermato,ALESSI Fabio,M,UDINE,,INF/01,01/B1,Matematica e Informatica,2012,01 - Scienze matematiche e informatiche
44,Ricercatore,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2012,01 - Scienze matematiche e informatiche
45,Associato non confermato,ALETTI Giacomo,M,MILANO,,MAT/06,01/A3,Matematica 'Federigo Enriques',2012,01 - Scienze matematiche e informatiche
46,Ricercatore,ALFIERI Roberto,M,PARMA,,INF/01,01/B1,FISICA E SCIENZE DELLA TERRA MACEDONIO MELLONI,2012,01 - Scienze matematiche e informatiche
47,Associato,ALI' Giuseppe,M,della CALABRIA,,MAT/07,01/A4,Fisica,2012,01 - Scienze matematiche e informatiche
48,Ricercatore,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,,MAT/05,01/A3,"Ingegneria Elettrica e dell'Informazione ""Maurizio Scarano""",2012,01 - Scienze matematiche e informatiche
49,Ricercatore,ALIFFI Davide,M,BOLOGNA,,MAT/03,01/A2,Matematica,2012,01 - Scienze matematiche e informatiche
50,Associato,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,,MAT/08,01/A5,Matematica,2012,01 - Scienze matematiche e informatiche
51,Ordinario,ALTOMARE Francesco,M,BARI,,MAT/05,01/A3,Matematica,2012,01 - Scienze matematiche e informatiche
52,Ricercatore non confermato,ALVIANO Mario,M,della CALABRIA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,MATEMATICA,2012,01 - Scienze matematiche e informatiche
53,Ordinario,ALVINO Angelo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2012,01 - Scienze matematiche e informatiche
54,Associato confermato,ALZATI Alberto,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2012,01 - Scienze matematiche e informatiche
55,Ricercatore,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI","Scienze e Tecnologie ""P.Leonardi Cattolica""",MAT/05,01/A3,SCIENZE APPLICATE,2012,01 - Scienze matematiche e informatiche
56,Ricercatore,AMADORI Debora,F,L'AQUILA,,MAT/05,01/A3,Ingegneria e scienze dell'informazione e matematica,2012,01 - Scienze matematiche e informatiche
57,Associato confermato,AMALDI Edoardo,M,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/09,01/A6,ELETTRONICA E INFORMAZIONE,2012,01 - Scienze matematiche e informatiche
58,Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",Ingegneria Civile e Industriale,MAT/05,01/A3,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2012,01 - Scienze matematiche e informatiche
59,Ricercatore,AMATO Gianluca,M,CHIETI-PESCARA,,INF/01,01/B1,Economia,2012,01 - Scienze matematiche e informatiche
60,Ricercatore,AMATO Roberto,M,MESSINA,,MAT/05,01/A3,"INGEGNERIA CIVILE, INFORMATICA, EDILE, AMBIENTALE E MATEMATICA APPLICATA",2012,01 - Scienze matematiche e informatiche
61,Ordinario,AMBRIOLA Vincenzo,M,PISA,,INF/01,01/B1,INFORMATICA,2012,01 - Scienze matematiche e informatiche
62,Ricercatore,AMBROGIO Elisabetta,F,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2012,01 - Scienze matematiche e informatiche
63,Associato confermato,AMBROSI Davide Carlo,M,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/07,01/A4,MATEMATICA,2012,01 - Scienze matematiche e informatiche
64,Ricercatore,AMBROSINO Daniela,F,GENOVA,,MAT/09,01/A6,Economia,2012,01 - Scienze matematiche e informatiche
65,Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,01/A3,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2012,01 - Scienze matematiche e informatiche
66,Ricercatore a t.d. (art.1 comma 14 L. 230/05),AMENDOLA Gennaro,M,"Univ. Telematica ""E-CAMPUS""",Ingegneria,MAT/03,01/A2,Non disponibile,2012,01 - Scienze matematiche e informatiche
67,Associato confermato,AMICI Oriella Maria,F,BARI,,MAT/03,01/A2,Matematica,2012,01 - Scienze matematiche e informatiche
68,Ricercatore,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,,MAT/07,01/A4,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2012,01 - Scienze matematiche e informatiche
69,Associato confermato,AMODIO Pierluigi,M,BARI,,MAT/08,01/A5,Matematica,2012,01 - Scienze matematiche e informatiche
70,Associato confermato,AMOROSO Alessandro,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2012,01 - Scienze matematiche e informatiche
71,Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2012,01 - Scienze matematiche e informatiche
72,Ricercatore,ANCONA Davide,M,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2012,01 - Scienze matematiche e informatiche
73,Associato confermato,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2012,01 - Scienze matematiche e informatiche
74,Associato confermato,ANDREATTA Fabrizio,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2012,01 - Scienze matematiche e informatiche
75,Ordinario,ANDREATTA Giovanni,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2012,01 - Scienze matematiche e informatiche
76,Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2012,01 - Scienze matematiche e informatiche
77,Associato confermato,ANDREINI Alessandra,F,SIENA,,MAT/05,01/A3,Ingegneria dellInformazione e Scienze Matematiche,2012,01 - Scienze matematiche e informatiche
78,Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2012,01 - Scienze matematiche e informatiche
79,Straordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2012,01 - Scienze matematiche e informatiche
80,Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",Ingegneria Civile e Industriale,MAT/07,01/A4,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2012,01 - Scienze matematiche e informatiche
81,Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2012,01 - Scienze matematiche e informatiche
82,Associato non confermato,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
83,Associato confermato,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2012,01 - Scienze matematiche e informatiche
84,Ricercatore,ANGELONI Laura,F,PERUGIA,Ingegneria,MAT/05,01/A3,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
85,Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2012,01 - Scienze matematiche e informatiche
86,Ordinario,ANICHINI Giuseppe,M,FIRENZE,Ingegneria,MAT/05,01/A3,SISTEMI E INFORMATICA,2012,01 - Scienze matematiche e informatiche
87,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANISETTI Marco,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2012,01 - Scienze matematiche e informatiche
88,Ricercatore,ANNUNZIATO Mario,M,SALERNO,Scienze Matematiche Fisiche e Naturali,MAT/08,01/A5,MATEMATICA/DIPMAT,2012,01 - Scienze matematiche e informatiche
89,Ricercatore,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2012,01 - Scienze matematiche e informatiche
90,Associato confermato,ANSELMO Marcella,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA/DI,2012,01 - Scienze matematiche e informatiche
91,Ricercatore,ANSINI Nadia,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2012,01 - Scienze matematiche e informatiche
92,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2012,01 - Scienze matematiche e informatiche
93,Associato confermato,ANTONELLI Fabio,M,L'AQUILA,,MAT/06,01/A3,Ingegneria e scienze dell'informazione e matematica,2012,01 - Scienze matematiche e informatiche
94,Ricercatore,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/08,01/A5,MATEMATICA,2012,01 - Scienze matematiche e informatiche
95,Ricercatore,ANTONINI Samuele,M,PAVIA,,MAT/04,01/A1,MATEMATICA,2012,01 - Scienze matematiche e informatiche
96,Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2012,01 - Scienze matematiche e informatiche
97,Ordinario,ANZELLOTTI Gabriele,M,TRENTO,,MAT/05,01/A3,Matematica,2012,01 - Scienze matematiche e informatiche
98,Ordinario,APOLLONI Bruno,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2012,01 - Scienze matematiche e informatiche
99,Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2012,01 - Scienze matematiche e informatiche
100,Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2012,01 - Scienze matematiche e informatiche
101,Ricercatore,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2012,01 - Scienze matematiche e informatiche
102,Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,,MAT/09,01/A6,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2012,01 - Scienze matematiche e informatiche
103,Associato confermato,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2012,01 - Scienze matematiche e informatiche
104,Ricercatore,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2012,01 - Scienze matematiche e informatiche
105,Associato confermato,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2012,01 - Scienze matematiche e informatiche
106,Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2012,01 - Scienze matematiche e informatiche
107,Ricercatore non confermato,ARDITO Carmelo Antonio,M,BARI,,INF/01,01/B1,Informatica,2012,01 - Scienze matematiche e informatiche
108,Ricercatore,ARDIZZONE Lucia,F,PALERMO,Ingegneria,MAT/05,01/A3,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2012,01 - Scienze matematiche e informatiche
109,Ricercatore non confermato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2012,01 - Scienze matematiche e informatiche
110,Ordinario,ARENA Orazio,M,FIRENZE,Architettura,MAT/05,01/A3,COSTRUZIONI E RESTAURO,2012,01 - Scienze matematiche e informatiche
111,Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
112,Ricercatore non confermato,ARICO' Antonio,M,"CAMPANIA - ""L. VANVITELLI""",,MAT/08,01/A5,MATEMATICA E FISICA (DMF),2012,01 - Scienze matematiche e informatiche
113,Ricercatore,ARINGHIERI Roberto,M,TORINO,,INF/01,01/B1,Informatica,2012,01 - Scienze matematiche e informatiche
114,Associato confermato,ARIOLI Gianni,M,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/05,01/A3,MATEMATICA,2012,01 - Scienze matematiche e informatiche
115,Ordinario,AROSIO Alberto Giorgio,M,PARMA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
116,Ricercatore,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2012,01 - Scienze matematiche e informatiche
117,Associato confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",,MAT/02,01/A2,Matematica,2012,01 - Scienze matematiche e informatiche
118,Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2012,01 - Scienze matematiche e informatiche
119,Ordinario,ARZARELLO Ferdinando,M,TORINO,,MAT/04,01/A1,Matematica Giuseppe Peano,2012,01 - Scienze matematiche e informatiche
120,Ricercatore non confermato,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2012,01 - Scienze matematiche e informatiche
121,Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2012,01 - Scienze matematiche e informatiche
122,Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,Matematica e Geoscienze,2012,01 - Scienze matematiche e informatiche
123,Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2012,01 - Scienze matematiche e informatiche
124,Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2012,01 - Scienze matematiche e informatiche
125,Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2012,01 - Scienze matematiche e informatiche
126,Associato confermato,ATENIESE Giuseppe,M,"ROMA ""La Sapienza""","Ing. Informazione, Informatica e Statistica",INF/01,01/B1,INFORMATICA,2012,01 - Scienze matematiche e informatiche
127,Ordinario,ATTARDI Giuseppe,M,PISA,,INF/01,01/B1,INFORMATICA,2012,01 - Scienze matematiche e informatiche
128,Ricercatore non confermato,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2012,01 - Scienze matematiche e informatiche
129,Ricercatore a t.d. (art.1 comma 14 L. 230/05),AUGSTEN Nikolaus,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,,SCIENZE E TECNOLOGIE INFORMATICHE,2012,01 - Scienze matematiche e informatiche
130,Straordinario,AULETTA Vincenzo,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA/DI,2012,01 - Scienze matematiche e informatiche
131,Ricercatore a t.d. (art.1 comma 14 L. 230/05),AUTILI Marco,M,L'AQUILA,,INF/01,,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2012,01 - Scienze matematiche e informatiche
132,Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2012,01 - Scienze matematiche e informatiche
133,Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,Ingegneria,MAT/09,01/A6,INGEGNERIA,2012,01 - Scienze matematiche e informatiche
134,Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2012,01 - Scienze matematiche e informatiche
135,Associato confermato,AVERNA Diego,M,PALERMO,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
136,Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2012,01 - Scienze matematiche e informatiche
137,Ricercatore,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2012,01 - Scienze matematiche e informatiche
138,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2012,01 - Scienze matematiche e informatiche
139,Associato confermato,BACCELLA Giuseppe,M,L'AQUILA,,MAT/02,01/A2,Ingegneria e scienze dell'informazione e matematica,2012,01 - Scienze matematiche e informatiche
140,Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2012,01 - Scienze matematiche e informatiche
141,Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/05,01/A3,MATEMATICA,2012,01 - Scienze matematiche e informatiche
142,Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2012,01 - Scienze matematiche e informatiche
143,Associato confermato,BADER Laura,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA E APPLICAZIONI,2012,01 - Scienze matematiche e informatiche
144,Ordinario,BADESCU Lucian Silvestru,M,GENOVA,,MAT/03,01/A2,Matematica (DIMA),2012,01 - Scienze matematiche e informatiche
145,Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2012,01 - Scienze matematiche e informatiche
146,Ricercatore,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2012,01 - Scienze matematiche e informatiche
147,Straordinario,BAGARELLO Fabio,M,PALERMO,Ingegneria,MAT/07,01/A4,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2012,01 - Scienze matematiche e informatiche
148,Straordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
149,Ricercatore,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2012,01 - Scienze matematiche e informatiche
150,Ordinario,BAIARDI Fabrizio Emilio,M,PISA,,INF/01,01/B1,INFORMATICA,2012,01 - Scienze matematiche e informatiche
151,Ricercatore,BAIOLETTI Marco,M,PERUGIA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,MATEMATICA E INFORMATICA,2012,01 - Scienze matematiche e informatiche
152,Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,Matematica e Informatica,2012,01 - Scienze matematiche e informatiche
153,Ordinario,BALBO Gianfranco,M,TORINO,,INF/01,01/B1,Informatica,2012,01 - Scienze matematiche e informatiche
154,Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2012,01 - Scienze matematiche e informatiche
155,Associato confermato,BALDAN Paolo,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2012,01 - Scienze matematiche e informatiche
156,Ordinario,BALDASSARRI Francesco,M,PADOVA,,MAT/03,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2012,01 - Scienze matematiche e informatiche
157,Ricercatore,BALDI Annalisa,F,BOLOGNA,,MAT/05,01/A3,Matematica,2012,01 - Scienze matematiche e informatiche
158,Ordinario,BALDI Paolo,M,"ROMA ""Tor Vergata""",,MAT/06,01/A3,Matematica,2012,01 - Scienze matematiche e informatiche
159,Ricercatore,BALDI Pietro,M,Napoli Federico II,Ingegneria,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2012,01 - Scienze matematiche e informatiche
160,Associato confermato,BALDO Sisto,M,VERONA,,MAT/05,01/A3,Informatica,2012,01 - Scienze matematiche e informatiche
161,Ordinario,BALDONI Maria,F,"ROMA ""Tor Vergata""",,MAT/03,01/A2,Matematica,2012,01 - Scienze matematiche e informatiche
162,Associato confermato,BALDONI Matteo,M,TORINO,,INF/01,01/B1,Informatica,2012,01 - Scienze matematiche e informatiche
163,Ordinario,BALLICO Edoardo,M,TRENTO,,MAT/03,01/A2,Matematica,2012,01 - Scienze matematiche e informatiche
164,Ricercatore,BALLIS Demis,M,UDINE,,INF/01,01/B1,Matematica e Informatica,2012,01 - Scienze matematiche e informatiche
165,Associato confermato,BALOSSINO Nello,M,TORINO,,INF/01,01/B1,Informatica,2012,01 - Scienze matematiche e informatiche
