,Unnamed: 0,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
48092,48092,Associato confermato,CATTANI Allegra,F,"ROMA ""La Sapienza""",,M-PSI/04,11/E2,Psicologia dei processi di sviluppo e socializzazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48093,48093,Ordinario,CATTEDRA Raffaele,M,CAGLIARI,,M-GGR/01,11/B1,"Lettere, Lingue e Beni Culturali",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48094,48094,Ordinario,CATTELINO Elena,F,VALLE D'AOSTA,,M-PSI/04,11/E2,Scienze umane e sociali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48095,48095,Associato,CATTIVELLI Roberto,M,BOLOGNA,,M-PSI/08,11/E4,Psicologia �Renzo Canestrari�,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48096,48096,Associato,CATTO Michela,F,TORINO,,M-STO/02,11/A2,Studi storici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48097,48097,Ordinario,CATUCCI Stefano,M,"ROMA ""La Sapienza""",,M-FIL/04,11/C4,Architettura e Progetto,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48098,48098,Ricercatore,CAU Luciano,M,CAGLIARI,,M-GGR/01,11/B1,"Lettere, Lingue e Beni Culturali",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48099,48099,Ordinario,CAUDA Franco,M,TORINO,,M-PSI/02,11/E1,Psicologia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48100,48100,Associato confermato,CAUDEK Corrado,M,FIRENZE,,M-PSI/03,11/E1,"Neuroscienze, Psicologia, Area del Farmaco e Salute del Bambino (NEUROFARBA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48101,48101,Associato confermato,CAUSARANO Pietro,M,FIRENZE,,M-PED/02,11/D1,"Formazione, Lingue, Intercultura, Letterature e Psicologia (FORLILPSI)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48102,48102,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CAVALERA Cesare Massimo,M,Cattolica del Sacro Cuore,Psicologia ,M-PSI/08,11/E4,Non disponibile,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48103,48103,Ordinario,CAVALIERI Rosalia,F,MESSINA,,M-FIL/05,11/C4,"Scienze Cognitive, Psicologiche, Pedagogiche e degli Studi Culturali",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48104,48104,Ricercatore,CAVALLARO Cristina,F,TORINO,,M-STO/08,11/A4,Studi storici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48105,48105,Associato,CAVALLINI Elena,F,PAVIA,,M-PSI/01,11/E1,SCIENZE DEL SISTEMA NERVOSO E DEL COMPORTAMENTO,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48106,48106,Associato,CAVALLO Andrea,M,TORINO,,M-PSI/01,11/E1,Psicologia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48107,48107,Associato,CAVALLO Marco,M,"Univ. Telematica ""E-CAMPUS""",Psicologia ,M-PSI/08,11/E4,DIPARTIMENTO E-CAMPUS,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48108,48108,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CAVAROCCHI Francesca,F,FIRENZE,,M-STO/04,11/A3,"STORIA, ARCHEOLOGIA, GEOGRAFIA, ARTE E SPETTACOLO (SAGAS)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48109,48109,Associato,CAVARZERE Marco,M,"""Ca' Foscari"" VENEZIA",,M-STO/02,11/A2,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48110,48110,Ordinario,CAVAZZA Nicoletta,F,MODENA e REGGIO EMILIA,,M-PSI/05,11/E3,Comunicazione ed economia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48111,48111,Ordinario,CAVAZZA Stefano,M,BOLOGNA,,M-STO/04,11/A3,delle Arti,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48112,48112,Associato,CAVICCHIOLI Silvia,F,TORINO,,M-STO/04,11/A3,Studi storici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48113,48113,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CAVICCHIOLO Elisa,F,"ROMA ""Tor Vergata""",,M-PSI/03,11/E1,MEDICINA DEI SISTEMI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48114,48114,Ordinario,CAVIGLIA Giorgio,M,"CAMPANIA - ""L. VANVITELLI""",,M-PSI/07,11/E4,PSICOLOGIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48115,48115,Associato,CAVIOLA Sara,F,PADOVA,,M-PSI/04,11/E2,PSICOLOGIA DELLO SVILUPPO E DELLA SOCIALIZZAZIONE - DPSS,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48116,48116,Associato,CAVIONI Valeria,F,"Univ. Telematica ""Universitas MERCATORUM""",Società e comunicazione,M-PSI/04,11/E2,SCIENZE UMANE E SOCIALI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48117,48117,Associato confermato,CAVUTA Giacomo,M,CHIETI-PESCARA,,M-GGR/02,11/B1,"Studi Socio-Economici, Gestionali e Statistici",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48118,48118,Associato,CAZZATO Valentina,F,MESSINA,,M-PSI/02,11/E1,"Scienze Cognitive, Psicologiche, Pedagogiche e degli Studi Culturali",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48119,48119,Ricercatore a t.d. - t.pieno (L. 79/2022),CECCARELLI Alessia,F,"ROMA ""La Sapienza""",,M-STO/02,11/A2,STORIA ANTROPOLOGIA RELIGIONI ARTE SPETTACOLO,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48120,48120,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CECCATO Irene,F,CHIETI-PESCARA,,M-PSI/01,11/E1,PSICOLOGIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48121,48121,Associato,CECCHERINI Irene,F,FIRENZE,,M-STO/09,11/A4,"Storia, Archeologia, Geografia, Arte e Spettacolo (SAGAS)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48122,48122,Associato,CECCHETTI Luca,M,Scuola IMT Alti Studi LUCCA,Altre Strutture ,M-PSI/03,11/E1,Non disponibile,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48123,48123,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CECCHETTO Cinzia,F,PADOVA,,M-PSI/08,11/E4,PSICOLOGIA GENERALE - DPG,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48124,48124,Ricercatore a t.d. - t.pieno (L. 79/2022),CECCHI Dario,M,"ROMA ""La Sapienza""",,M-FIL/04,11/C4,FILOSOFIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48125,48125,Associato,CECCHINATO Graziano,M,PADOVA,,M-PED/04,11/D2,"FILOSOFIA, SOCIOLOGIA, PEDAGOGIA E PSICOLOGIA APPLICATA (FISPPA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48126,48126,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CECCHINATO Umberto,M,TRENTO,,M-STO/02,11/A2,SOCIOLOGIA E RICERCA SOCIALE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48127,48127,Associato,CECERE Domenico,M,Napoli Federico II,,M-STO/02,11/A2,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48128,48128,Associato,CECI Giovanni Mario,M,ROMA TRE,,M-STO/04,11/A3,Scienze Politiche,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48129,48129,Ordinario,CECI Lucia,F,"ROMA ""Tor Vergata""",,M-STO/04,11/A3,"Storia, patrimonio culturale, formazione e società",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48130,48130,Associato,CEGOLON Andrea,M,MACERATA,,M-PED/01,11/D1,"Scienze politiche, della comunicazione e delle relazioni internazionali",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48131,48131,Ordinario,CELADA BALLANTI Roberto,M,GENOVA,,M-FIL/03,11/C3,"Antichità, filosofia e storia (DAFIST)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48132,48132,Ordinario,CELATA Filippo,M,"ROMA ""La Sapienza""",,M-GGR/02,11/B1,"Metodi e modelli per l'economia, il territorio e la finanza",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48133,48133,Associato,CELEGHIN Alessia,F,TORINO,,M-PSI/02,11/E1,Psicologia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48134,48134,Associato,CELENTANO Marco,M,CASSINO e LAZIO MERIDIONALE,,M-FIL/03,11/C3,Lettere e filosofia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48135,48135,Ricercatore a t.d. - t.defin. (L. 79/2022),CELIA Giovanna,F,Univ. Telematica PEGASO,"scienze umane, della formazione e dello spor ",M-PSI/07,11/E4,PSICOLOGIA E SCIENZE DELL'EDUCAZIONE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48136,48136,Associato,CELLA Stefania,F,"CAMPANIA - ""L. VANVITELLI""",,M-PSI/08,11/E4,PSICOLOGIA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48137,48137,Associato,CELLINI Nicola,M,PADOVA,,M-PSI/02,11/E1,PSICOLOGIA GENERALE - DPG,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48138,48138,Associato confermato,CENA Loredana,F,BRESCIA,,M-PSI/08,11/E4,SCIENZE CLINICHE E SPERIMENTALI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48139,48139,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CENERE Samantha,F,TORINO,,M-GGR/02,11/B1,SCIENZE ECONOMICO-SOCIALI E MATEMATICO-STATISTICHE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48140,48140,Associato,CENGARLE Federica Maria Giovanna,F,Scuola Normale Superiore di PISA,,M-STO/01,11/A1,Classe di lettere e filosofia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48141,48141,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CENTO Michele,M,Urbino Carlo Bo,,M-STO/04,11/A3,"SCIENZE DELLA COMUNICAZIONE, STUDI UMANISTICI E INTERNAZIONALI (DISCUI)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48142,48142,Ordinario,CENTRONE Bruno,M,PISA,,M-FIL/07,11/C5,CIVILTÀ E FORME DEL SAPERE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48143,48143,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CEPOLLARO Biancamaria,F,UNISR - San Raffaele,Filosofia ,M-FIL/05,11/C4,Non disponibile,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48144,48144,Associato,CERA Agostino,M,FERRARA,,M-FIL/01,11/C1,Studi umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48145,48145,Ricercatore,CERA Rosa,F,FOGGIA,,M-PED/01,11/D1,"STUDI UMANISTICI. LETTERE, BENI CULTURALI, SCIENZE DELLA FORMAZIONE",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48146,48146,Associato,CERASI Enrico,M,Univ. Telematica PEGASO,"scienze umane, della formazione e dello spor ",M-FIL/01,11/C1,"STUDI LETTERARI, LINGUISTICI E FILOSOFICI",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48147,48147,Associato,CERASI Laura,F,"""Ca' Foscari"" VENEZIA",,M-STO/04,11/A3,Filosofia e Beni Culturali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48148,48148,Ricercatore a t.d. - t.pieno (L. 79/2022),CERAVOLO Marinella,F,"ROMA ""La Sapienza""",,M-STO/06,11/A4,STORIA ANTROPOLOGIA RELIGIONI ARTE SPETTACOLO,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48149,48149,Ordinario,CERCHIA Giovanni,M,MOLISE,,M-STO/04,11/A3,Economia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48150,48150,Ricercatore a t.d. - t.pieno (L. 79/2022),CEREA Silvia,F,PADOVA,,M-PSI/08,11/E4,PSICOLOGIA GENERALE - DPG,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48151,48151,Ricercatore,CERESIA Francesco,M,PALERMO,,M-PSI/06,11/E3,Scienze Politiche e delle Relazioni Internazionali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48152,48152,Associato,CERIANI Giulia,F,BERGAMO,,M-FIL/05,11/C4,"Lettere, Filosofia, Comunicazione",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48153,48153,Ricercatore,CERIOTTI Luca,M,Cattolica del Sacro Cuore,Scienze della Formazione ,M-STO/02,11/A2,STORIA MODERNA E CONTEMPORANEA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48154,48154,Ricercatore a t.d. - t.pieno (L. 79/2022),CERNI Tania,F,FERRARA,,M-PSI/01,11/E1,STUDI UMANISTICI,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48155,48155,Associato,CERNIGLIA Luca,M,Univ. Telematica Internazionale UNINETTUNO,Psicologia ,M-PSI/07,11/E4,UNINETTUNO,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48156,48156,Ordinario,CERRATO Francesco,M,BOLOGNA,,M-FIL/06,11/C5,Filosofia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48157,48157,Ordinario,CERRETI Claudio,M,ROMA TRE,,M-GGR/01,11/B1,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48158,48158,Associato,CERROCCHI Laura,F,"ROMA ""La Sapienza""",,M-PED/01,11/D1,Psicologia dei processi di sviluppo e socializzazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48159,48159,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CERSOSIMO Rita,F,GENOVA,,M-PED/03,11/D2,SCIENZE DELLA FORMAZIONE  (DISFOR),2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48160,48160,Associato confermato,CERTINI Rossella,F,FIRENZE,,M-PED/01,11/D1,"Formazione, Lingue, Intercultura, Letterature e Psicologia (FORLILPSI)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48161,48161,Ricercatore a t.d. - t.pieno (L. 79/2022),CERTOMA Chiara,F,"ROMA ""La Sapienza""",,M-GGR/02,11/B1,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO E LA FINANZA",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48162,48162,Associato,CERUTTI Stefania,F,PIEMONTE ORIENTALE,,M-GGR/02,11/B1,Sviluppo Sostenibile e la Transizione Ecologica,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48163,48163,Associato,CERVAI Sara,F,TRIESTE,,M-PSI/06,11/E3,Scienze Politiche e Sociali,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48164,48164,Associato,CERVELLI Pierluigi,M,"ROMA ""La Sapienza""",,M-FIL/05,11/C4,Comunicazione e ricerca sociale,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48165,48165,Associato,CESANA Roberta,F,MILANO,,M-STO/08,11/A4,Studi storici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48166,48166,Ricercatore a t.d. - t.defin. (L. 79/2022),CESARANO Valentina Paola,F,Univ. Telematica PEGASO,"scienze umane, della formazione e dello spor ",M-PED/03,11/D2,PSICOLOGIA E SCIENZE DELL'EDUCAZIONE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48167,48167,Associato,CESARO Alessandra,F,PADOVA,,M-PED/03,11/D2,"FILOSOFIA, SOCIOLOGIA, PEDAGOGIA E PSICOLOGIA APPLICATA (FISPPA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48168,48168,Ordinario,CESARONE Virgilio,M,CHIETI-PESCARA,,M-FIL/01,11/C1,"Scienze filosofiche, pedagogiche ed economico-quantitative",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48169,48169,Associato,CESCHI Andrea,M,VERONA,,M-PSI/06,11/E3,Scienze Umane,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48170,48170,Ordinario,CESTARI Vincenzo,M,"ROMA ""La Sapienza""",,M-PSI/01,11/E1,Psicologia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48171,48171,Associato,CEVASCO Roberta,F,SCIENZE GASTRONOMICHE,Scienze Gastronomiche ,M-GGR/01,11/B1,UNIVERSITA' DEGLI STUDI DI SCIENZE GASTRONOMICHE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48172,48172,Associato,CEVOLANI Gustavo,M,Scuola IMT Alti Studi LUCCA,Altre Strutture ,M-FIL/02,11/C2,Non disponibile,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48173,48173,Associato,CHABOT Isabelle,F,PADOVA,,M-STO/01,11/A1,"SCIENZE STORICHE, GEOGRAFICHE E DELL'ANTICHITA' (DiSSGeA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48174,48174,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CHARPENTIER Simone,M,GENOVA,,M-PSI/07,11/E4,SCIENZE DELLA FORMAZIONE  (DISFOR),2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48175,48175,Ordinario,CHATTAT Rabih,M,BOLOGNA,,M-PSI/08,11/E4,Psicologia �Renzo Canestrari�,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48176,48176,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CHAYINSKA Maria,F,MESSINA,,M-PSI/05,11/E3,"SCIENZE COGNITIVE, PSICOLOGICHE, PEDAGOGICHE E DEGLI STUDI CULTURALI",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48177,48177,Associato,CHELLO Fabrizio,M,Suor Orsola Benincasa - NAPOLI,,M-PED/01,11/D1,"Scienze formative, psicologiche e della comunicazione",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48178,48178,Associato,CHERCHI Gavina Luigia Giuseppina,F,SASSARI,,M-FIL/04,11/C4,"Storia, Scienze dell'Uomo e della Formazione",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48179,48179,Ordinario,CHERUBINI Paolo,M,PAVIA,,M-PSI/01,11/E1,SCIENZE DEL SISTEMA NERVOSO E DEL COMPORTAMENTO,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48180,48180,Associato,CHIANDETTI Cinzia,F,TRIESTE,,M-PSI/02,11/E1,Scienze della Vita,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48181,48181,Associato,CHIANESE Gina,F,TRIESTE,,M-PED/01,11/D1,Studi Umanistici,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48182,48182,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CHIAPPARINI Giuliano,M,Cattolica del Sacro Cuore,Lettere e Filosofia ,M-STO/06,11/A4,Non disponibile,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48183,48183,Ordinario,CHIARA Luigi,M,MESSINA,,M-STO/04,11/A3,Scienze Politiche e Giuridiche,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48184,48184,Ordinario,CHIARADONNA Riccardo,M,ROMA TRE,,M-FIL/07,11/C5,"Filosofia, Comunicazione e Spettacolo",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48185,48185,Associato,CHIARO Marina,F,LINK CAMPUS,,M-PED/03,11/D2,SCIENZE UMANE,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48186,48186,Ricercatore,CHIAROLANZA Claudia,F,"ROMA ""La Sapienza""",,M-PSI/07,11/E4,"Psicologia Dinamica, Clinica e Salute",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48187,48187,Associato,CHIEFFO Daniela Pia Rosaria,F,Cattolica del Sacro Cuore,Medicina e Chirurgia ,M-PSI/01,11/E1,SCIENZE DELLA VITA E SANIT� PUBBLICA,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48188,48188,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CHIERA Alessandra,F,ROMA TRE,,M-FIL/05,11/C4,"FILOSOFIA, COMUNICAZIONE E SPETTACOLO",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48189,48189,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CHIERCHIA Gabriele,M,PAVIA,,M-PSI/01,11/E1,SCIENZE DEL SISTEMA NERVOSO E DEL COMPORTAMENTO,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48190,48190,Associato,CHIESA Rita,F,BOLOGNA,,M-PSI/06,11/E3,Psicologia �Renzo Canestrari�,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48191,48191,Associato,CHIESI Francesca,F,FIRENZE,,M-PSI/03,11/E1,"Neuroscienze, Psicologia, Area del Farmaco e Salute del Bambino (NEUROFARBA)",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48192,48192,Associato,CHIFFI Daniele,M,Politecnico di MILANO,,M-FIL/02,11/C2,Architettura e Studi Urbani,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48193,48193,Associato,CHIODELLI Francesco,M,TORINO,,M-GGR/02,11/B1,"Interateneo di scienze, progetto e politiche del territorio",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48194,48194,Ordinario,CHIODO Simona,F,Politecnico di MILANO,,M-FIL/04,11/C4,Architettura e Studi Urbani,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48195,48195,Associato,CHIORRI Carlo,M,GENOVA,,M-PSI/03,11/E1,Scienze della formazione  (DISFOR),2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48196,48196,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CHIRICO Alice,F,Cattolica del Sacro Cuore,Lettere e Filosofia ,M-PSI/01,11/E1,Non disponibile,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48197,48197,Associato,CHIRICO Andrea,M,"ROMA ""La Sapienza""",,M-PSI/03,11/E1,Psicologia dei processi di sviluppo e socializzazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48198,48198,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CHIRICO Ilaria,F,BOLOGNA,,M-PSI/08,11/E4,PSICOLOGIA �RENZO CANESTRARI�,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48199,48199,Associato,CHIRICO' Donata,F,della CALABRIA,,M-FIL/05,11/C4,"Culture, Educazione e Società - DiCES",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48200,48200,Ordinario,CHIRUMBOLO Antonio,M,"ROMA ""La Sapienza""",,M-PSI/03,11/E1,Psicologia,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48201,48201,Associato,CHITUSSI Barbara,F,MODENA e REGGIO EMILIA,,M-FIL/03,11/C3,Educazione e scienze umane,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48202,48202,Ordinario,CHIURAZZI Gaetano,M,TORINO,,M-FIL/01,11/C1,Filosofia e scienze dell'educazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48203,48203,Associato,CHIURCO Carlo,M,VERONA,,M-FIL/03,11/C3,Ingegneria per la Medicina di Innovazione,2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
48204,48204,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CHIUSAROLI Diletta,F,CASSINO e LAZIO MERIDIONALE,,M-PED/03,11/D2,"SCIENZE UMANE, SOCIALI E DELLA SALUTE",2024,"11 - Scienze storiche, filosofiche, pedagogiche e psicologiche"
