Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2020,01 - Scienze matematiche e informatiche
Associato,ANISETTI Marco,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2020,01 - Scienze matematiche e informatiche
Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Fisica 'E.R. Caianiello',2020,01 - Scienze matematiche e informatiche
Ricercatore,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2020,01 - Scienze matematiche e informatiche
Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2020,01 - Scienze matematiche e informatiche
Associato,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2020,01 - Scienze matematiche e informatiche
Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2020,01 - Scienze matematiche e informatiche
Associato,ANTONELLI Paolo,M,Gran Sasso Science Institute,,MAT/05,01/A3,Area di Matematica,2020,01 - Scienze matematiche e informatiche
Ordinario,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANTONINI Paolo,M,SALENTO,,MAT/03,01/A2,MATEMATICA E FISICA ENNIO DE GIORGI,2020,01 - Scienze matematiche e informatiche
Associato,ANTONINI Samuele,M,PAVIA,,MAT/04,01/A1,MATEMATICA,2020,01 - Scienze matematiche e informatiche
Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),APPEL Andrea,M,PARMA,,MAT/02,01/A2,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ARAGONA Riccardo,M,L'AQUILA,,MAT/02,01/A2,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2020,01 - Scienze matematiche e informatiche
Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARCELLI Davide,M,L'AQUILA,,INF/01,01/B1,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2020,01 - Scienze matematiche e informatiche
Associato,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2020,01 - Scienze matematiche e informatiche
Ordinario,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2020,01 - Scienze matematiche e informatiche
Ordinario,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2020,01 - Scienze matematiche e informatiche
Associato confermato,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2020,01 - Scienze matematiche e informatiche
Associato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2020,01 - Scienze matematiche e informatiche
Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2020,01 - Scienze matematiche e informatiche
Associato,ARINGHIERI Roberto,M,TORINO,,MAT/09,01/A6,Informatica,2020,01 - Scienze matematiche e informatiche
Ordinario,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2020,01 - Scienze matematiche e informatiche
Straordinario tempo determinato,ARIOLI Mario,M,"LUM ""Giuseppe Degennaro""",,MAT/05,01/A3,"MANAGEMENT, FINANZA E TECNOLOGIA",2020,01 - Scienze matematiche e informatiche
Associato confermato,ARMANO Giuliano,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AROSIO Leandro,M,"ROMA ""Tor Vergata""",,MAT/03,01/A2,MATEMATICA,2020,01 - Scienze matematiche e informatiche
Associato,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2020,01 - Scienze matematiche e informatiche
Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2020,01 - Scienze matematiche e informatiche
Associato,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2020,01 - Scienze matematiche e informatiche
Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2020,01 - Scienze matematiche e informatiche
Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,Matematica e Geoscienze,2020,01 - Scienze matematiche e informatiche
Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2020,01 - Scienze matematiche e informatiche
Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASPRINO Luigi,M,BOLOGNA,,INF/01,01/B1,FILOLOGIA CLASSICA E ITALIANISTICA,2020,01 - Scienze matematiche e informatiche
Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2020,01 - Scienze matematiche e informatiche
Associato,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AUDRITO Giorgio,M,TORINO,,INF/01,01/B1,INFORMATICA,2020,01 - Scienze matematiche e informatiche
Ordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2020,01 - Scienze matematiche e informatiche
Associato,AUTILI Marco,M,L'AQUILA,,INF/01,01/B1,Ingegneria e scienze dell'informazione e matematica,2020,01 - Scienze matematiche e informatiche
Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2020,01 - Scienze matematiche e informatiche
Associato,AVANZINI Federico,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2020,01 - Scienze matematiche e informatiche
Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2020,01 - Scienze matematiche e informatiche
Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2020,01 - Scienze matematiche e informatiche
Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AVOLA Danilo,M,"ROMA ""La Sapienza""",,INF/01,01/B1,COMUNICAZIONE E RICERCA SOCIALE,2020,01 - Scienze matematiche e informatiche
Associato,AYUSO DE DIOS Blanca Pilar,F,MILANO-BICOCCA,,MAT/08,01/A5,MATEMATICA E APPLICAZIONI,2020,01 - Scienze matematiche e informatiche
Associato,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2020,01 - Scienze matematiche e informatiche
Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2020,01 - Scienze matematiche e informatiche
Associato,BACCAGLINI-FRANK Anna Ethelwyn,F,PISA,,MAT/04,01/A1,MATEMATICA,2020,01 - Scienze matematiche e informatiche
Associato,BACCIU Davide,M,PISA,,INF/01,01/B1,INFORMATICA,2020,01 - Scienze matematiche e informatiche
Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2020,01 - Scienze matematiche e informatiche
Ricercatore,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2020,01 - Scienze matematiche e informatiche
Ordinario,BAGARELLO Fabio,M,PALERMO,,MAT/07,01/A4,Ingegneria,2020,01 - Scienze matematiche e informatiche
Ordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2020,01 - Scienze matematiche e informatiche
Associato,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2020,01 - Scienze matematiche e informatiche
Ordinario,BAIARDI Fabrizio Emilio,M,PISA,,INF/01,01/B1,"FILOLOGIA, LETTERATURA E LINGUISTICA",2020,01 - Scienze matematiche e informatiche
Ricercatore,BAIOLETTI Marco,M,PERUGIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2020,01 - Scienze matematiche e informatiche
Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,"Scienze Matematiche, Informatiche e Fisiche",2020,01 - Scienze matematiche e informatiche
Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2020,01 - Scienze matematiche e informatiche
Ordinario,BALDAN Paolo,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2020,01 - Scienze matematiche e informatiche
Ordinario,BALDASSARRI Francesco,M,PADOVA,,MAT/03,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2020,01 - Scienze matematiche e informatiche
Associato,BALDI Annalisa,F,BOLOGNA,,MAT/05,01/A3,Matematica,2020,01 - Scienze matematiche e informatiche
Ordinario,BALDI Pietro,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2020,01 - Scienze matematiche e informatiche
Associato confermato,BALDO Sisto,M,VERONA,,MAT/05,01/A3,Informatica,2020,01 - Scienze matematiche e informatiche
Associato confermato,BALDONI Matteo,M,TORINO,,INF/01,01/B1,Informatica,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BALDUCCI Fabrizio,M,BARI,,INF/01,01/B1,INFORMATICA,2020,01 - Scienze matematiche e informatiche
Associato,BALLAN Lamberto,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BALLARIN Francesco,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/08,01/A5,AREA MATEMATICA,2020,01 - Scienze matematiche e informatiche
Ordinario,BALLICO Edoardo,M,TRENTO,,MAT/03,01/A2,Matematica,2020,01 - Scienze matematiche e informatiche
Ricercatore,BALLIS Demis,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2020,01 - Scienze matematiche e informatiche
Ordinario,BALSAMO Maria Simonetta,F,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"Scienze Ambientali, Informatica e Statistica",2020,01 - Scienze matematiche e informatiche
Ricercatore,BALZANO Walter,M,Napoli Federico II,,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,2020,01 - Scienze matematiche e informatiche
Ordinario,BAMBUSI Dario Paolo,M,MILANO,,MAT/07,01/A4,Matematica 'Federigo Enriques',2020,01 - Scienze matematiche e informatiche
Ordinario,BAMPI Franco,M,GENOVA,,MAT/07,01/A4,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2020,01 - Scienze matematiche e informatiche
Associato,BANDE Gianluca,M,CAGLIARI,,MAT/03,01/A2,Matematica e Informatica,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BANDIERA Ruggero,M,"ROMA ""La Sapienza""",,MAT/03,01/A2,MATEMATICA,2020,01 - Scienze matematiche e informatiche
Associato,BANDINI Andrea,M,PISA,,MAT/02,01/A2,MATEMATICA,2020,01 - Scienze matematiche e informatiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BANDINI Elena,F,MILANO-BICOCCA,,MAT/06,01/A3,MATEMATICA E APPLICAZIONI,2020,01 - Scienze matematiche e informatiche
Ordinario,BANDINI Stefania,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2020,01 - Scienze matematiche e informatiche
Associato,BARACCO Luca,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2020,01 - Scienze matematiche e informatiche
Ordinario,BARATELLA Stefano,M,TRENTO,,MAT/01,01/A1,Matematica,2020,01 - Scienze matematiche e informatiche
Associato,BARBAGALLO Annamaria,F,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2020,01 - Scienze matematiche e informatiche
Associato confermato,BARBANERA Franco,M,CATANIA,,INF/01,01/B1,Matematica e Informatica,2020,01 - Scienze matematiche e informatiche
Ricercatore,BARBANTE Paolo Francesco,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2020,01 - Scienze matematiche e informatiche
Associato,BARBATO David,M,PADOVA,,MAT/06,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2020,01 - Scienze matematiche e informatiche
Associato,BARBERA Elvira,F,MESSINA,,MAT/07,01/A4,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2020,01 - Scienze matematiche e informatiche
Associato confermato,BARBERIS Bruno Giuseppe,M,TORINO,,MAT/07,01/A4,Matematica Giuseppe Peano,2020,01 - Scienze matematiche e informatiche
