,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
37,Ordinario,ALBERTI Giovanni,M,PISA,,MAT/05,01/A3,MATEMATICA,2013,01 - Scienze matematiche e informatiche
38,Associato confermato,ALBERTI Maria Alberta,F,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2013,01 - Scienze matematiche e informatiche
39,Ricercatore,ALBERTINI Francesca,F,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2013,01 - Scienze matematiche e informatiche
40,Ricercatore,ALDINI Alessandro,M,Urbino Carlo Bo,,INF/01,01/B1,Scienze di Base e Fondamenti (DiSBeF),2013,01 - Scienze matematiche e informatiche
41,Ricercatore,ALDINUCCI Marco,M,TORINO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
42,Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,,MAT/05,01/A3,Matematica e Geoscienze,2013,01 - Scienze matematiche e informatiche
43,Ordinario,ALESSANDRINI Lucia,F,PARMA,,MAT/03,01/A2,MATEMATICA E INFORMATICA,2013,01 - Scienze matematiche e informatiche
44,Associato confermato,ALESSI Fabio,M,UDINE,,INF/01,01/B1,Matematica e Informatica,2013,01 - Scienze matematiche e informatiche
45,Ricercatore,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2013,01 - Scienze matematiche e informatiche
46,Associato confermato,ALETTI Giacomo,M,MILANO,,MAT/06,01/A3,Matematica 'Federigo Enriques',2013,01 - Scienze matematiche e informatiche
47,Ricercatore,ALFIERI Roberto,M,PARMA,,INF/01,01/B1,FISICA E SCIENZE DELLA TERRA MACEDONIO MELLONI,2013,01 - Scienze matematiche e informatiche
48,Associato,ALI' Giuseppe,M,della CALABRIA,,MAT/07,01/A4,Fisica,2013,01 - Scienze matematiche e informatiche
49,Ricercatore,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,,MAT/05,01/A3,"Ingegneria Elettrica e dell'Informazione ""Maurizio Scarano""",2013,01 - Scienze matematiche e informatiche
50,Ricercatore,ALIFFI Davide,M,BOLOGNA,,MAT/03,01/A2,Matematica,2013,01 - Scienze matematiche e informatiche
51,Associato,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,,MAT/08,01/A5,Matematica,2013,01 - Scienze matematiche e informatiche
52,Ordinario,ALTOMARE Francesco,M,BARI,,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
53,Ricercatore non confermato,ALVIANO Mario,M,della CALABRIA,,INF/01,01/B1,Matematica e Informatica - DeMaCS,2013,01 - Scienze matematiche e informatiche
54,Ordinario,ALVINO Angelo,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2013,01 - Scienze matematiche e informatiche
55,Associato confermato,ALZATI Alberto,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2013,01 - Scienze matematiche e informatiche
56,Ricercatore,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI",,MAT/05,01/A3,SCIENZE E TECNOLOGIE,2013,01 - Scienze matematiche e informatiche
57,Ricercatore,AMADORI Debora,F,L'AQUILA,,MAT/05,01/A3,Ingegneria e scienze dell'informazione e matematica,2013,01 - Scienze matematiche e informatiche
58,Associato confermato,AMALDI Edoardo,M,Politecnico di MILANO,,MAT/09,01/A6,"Elettronica, Informazione e Bioingegneria",2013,01 - Scienze matematiche e informatiche
59,Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Scienze di base e applicate per l'ingegneria,2013,01 - Scienze matematiche e informatiche
60,Ricercatore,AMATO Gianluca,M,CHIETI-PESCARA,,INF/01,01/B1,Economia,2013,01 - Scienze matematiche e informatiche
61,Ricercatore,AMATO Roberto,M,MESSINA,,MAT/05,01/A3,"INGEGNERIA CIVILE, INFORMATICA, EDILE, AMBIENTALE E MATEMATICA APPLICATA",2013,01 - Scienze matematiche e informatiche
62,Ordinario,AMBRIOLA Vincenzo,M,PISA,,INF/01,01/B1,INFORMATICA,2013,01 - Scienze matematiche e informatiche
63,Ricercatore,AMBROGIO Elisabetta,F,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2013,01 - Scienze matematiche e informatiche
64,Associato confermato,AMBROSI Davide Carlo,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2013,01 - Scienze matematiche e informatiche
65,Ricercatore,AMBROSINO Daniela,F,GENOVA,,MAT/09,01/A6,Economia,2013,01 - Scienze matematiche e informatiche
66,Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,01/A3,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2013,01 - Scienze matematiche e informatiche
67,Ricercatore a t.d. (art.1 comma 14 L. 230/05),AMENDOLA Gennaro,M,"Univ. Telematica ""E-CAMPUS""",Ingegneria,MAT/03,01/A2,Non disponibile,2013,01 - Scienze matematiche e informatiche
68,Associato confermato,AMICI Oriella Maria,F,BARI,,MAT/03,01/A2,Matematica,2013,01 - Scienze matematiche e informatiche
69,Ricercatore,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,,MAT/07,01/A4,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2013,01 - Scienze matematiche e informatiche
70,Associato confermato,AMODIO Pierluigi,M,BARI,,MAT/08,01/A5,Matematica,2013,01 - Scienze matematiche e informatiche
71,Associato confermato,AMOROSO Alessandro,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2013,01 - Scienze matematiche e informatiche
72,Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,,MAT/05,01/A3,Architettura,2013,01 - Scienze matematiche e informatiche
73,Ricercatore,ANCONA Davide,M,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2013,01 - Scienze matematiche e informatiche
74,Associato confermato,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2013,01 - Scienze matematiche e informatiche
75,Associato confermato,ANDREATTA Fabrizio,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2013,01 - Scienze matematiche e informatiche
76,Ordinario,ANDREATTA Giovanni,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2013,01 - Scienze matematiche e informatiche
77,Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2013,01 - Scienze matematiche e informatiche
78,Associato confermato,ANDREINI Alessandra,F,SIENA,,MAT/05,01/A3,Ingegneria dellInformazione e Scienze Matematiche,2013,01 - Scienze matematiche e informatiche
79,Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2013,01 - Scienze matematiche e informatiche
80,Ordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2013,01 - Scienze matematiche e informatiche
81,Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2013,01 - Scienze matematiche e informatiche
82,Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2013,01 - Scienze matematiche e informatiche
83,Associato confermato,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2013,01 - Scienze matematiche e informatiche
84,Associato confermato,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2013,01 - Scienze matematiche e informatiche
85,Ricercatore,ANGELONI Laura,F,PERUGIA,Ingegneria,MAT/05,01/A3,MATEMATICA E INFORMATICA,2013,01 - Scienze matematiche e informatiche
86,Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2013,01 - Scienze matematiche e informatiche
87,Ordinario,ANICHINI Giuseppe,M,FIRENZE,,MAT/05,01/A3,Matematica e Informatica Ulisse Dini(DIMAI),2013,01 - Scienze matematiche e informatiche
88,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANISETTI Marco,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2013,01 - Scienze matematiche e informatiche
89,Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Matematica,2013,01 - Scienze matematiche e informatiche
90,Ricercatore,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
91,Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
92,Ricercatore,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
93,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2013,01 - Scienze matematiche e informatiche
94,Associato confermato,ANTONELLI Fabio,M,L'AQUILA,,MAT/06,01/A3,Ingegneria e scienze dell'informazione e matematica,2013,01 - Scienze matematiche e informatiche
95,Ricercatore,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2013,01 - Scienze matematiche e informatiche
96,Ricercatore,ANTONINI Samuele,M,PAVIA,,MAT/04,01/A1,MATEMATICA,2013,01 - Scienze matematiche e informatiche
97,Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2013,01 - Scienze matematiche e informatiche
98,Ordinario,ANZELLOTTI Gabriele,M,TRENTO,,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
99,Ordinario,APOLLONI Bruno,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2013,01 - Scienze matematiche e informatiche
100,Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",,MAT/03,01/A2,Matematica,2013,01 - Scienze matematiche e informatiche
101,Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2013,01 - Scienze matematiche e informatiche
102,Ricercatore,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2013,01 - Scienze matematiche e informatiche
103,Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,,MAT/09,01/A6,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2013,01 - Scienze matematiche e informatiche
104,Associato confermato,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
105,Ricercatore,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2013,01 - Scienze matematiche e informatiche
106,Associato confermato,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
107,Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
108,Ricercatore non confermato,ARDITO Carmelo Antonio,M,BARI,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
109,Ricercatore,ARDIZZONE Lucia,F,PALERMO,,MAT/05,01/A3,"Energia, Ingegneria dell'Informazione e Modelli Matematici (DEIM)",2013,01 - Scienze matematiche e informatiche
110,Ricercatore non confermato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2013,01 - Scienze matematiche e informatiche
111,Ordinario,ARENA Orazio,M,FIRENZE,,MAT/05,01/A3,Architettura (DiDA),2013,01 - Scienze matematiche e informatiche
112,Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,MATEMATICA E INFORMATICA,2013,01 - Scienze matematiche e informatiche
113,Ricercatore,ARINGHIERI Roberto,M,TORINO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
114,Associato confermato,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
115,Ordinario,AROSIO Alberto Giorgio,M,PARMA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2013,01 - Scienze matematiche e informatiche
116,Ricercatore,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2013,01 - Scienze matematiche e informatiche
117,Associato confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",,MAT/02,01/A2,Matematica,2013,01 - Scienze matematiche e informatiche
118,Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2013,01 - Scienze matematiche e informatiche
119,Ordinario,ARZARELLO Ferdinando,M,TORINO,,MAT/04,01/A1,Matematica Giuseppe Peano,2013,01 - Scienze matematiche e informatiche
120,Ricercatore non confermato,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2013,01 - Scienze matematiche e informatiche
121,Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2013,01 - Scienze matematiche e informatiche
122,Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,Matematica e Geoscienze,2013,01 - Scienze matematiche e informatiche
123,Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2013,01 - Scienze matematiche e informatiche
124,Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2013,01 - Scienze matematiche e informatiche
125,Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2013,01 - Scienze matematiche e informatiche
126,Associato confermato,ATENIESE Giuseppe,M,"ROMA ""La Sapienza""",,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
127,Ordinario,ATTARDI Giuseppe,M,PISA,,INF/01,01/B1,INFORMATICA,2013,01 - Scienze matematiche e informatiche
128,Ricercatore,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2013,01 - Scienze matematiche e informatiche
129,Straordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
130,Ricercatore a t.d. (art.1 comma 14 L. 230/05),AUTILI Marco,M,L'AQUILA,,INF/01,,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2013,01 - Scienze matematiche e informatiche
131,Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2013,01 - Scienze matematiche e informatiche
132,Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2013,01 - Scienze matematiche e informatiche
133,Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2013,01 - Scienze matematiche e informatiche
134,Associato confermato,AVERNA Diego,M,PALERMO,,MAT/05,01/A3,Matematica e Informatica,2013,01 - Scienze matematiche e informatiche
135,Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2013,01 - Scienze matematiche e informatiche
136,Ricercatore,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2013,01 - Scienze matematiche e informatiche
137,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2013,01 - Scienze matematiche e informatiche
138,Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2013,01 - Scienze matematiche e informatiche
139,Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
140,Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2013,01 - Scienze matematiche e informatiche
141,Associato confermato,BADER Laura,F,Napoli Federico II,,MAT/03,01/A2,"Matematica e Applicazioni ""Renato Caccioppoli""",2013,01 - Scienze matematiche e informatiche
142,Ordinario,BADESCU Lucian Silvestru,M,GENOVA,,MAT/03,01/A2,Matematica (DIMA),2013,01 - Scienze matematiche e informatiche
143,Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2013,01 - Scienze matematiche e informatiche
144,Ricercatore,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
145,Ordinario,BAGARELLO Fabio,M,PALERMO,,MAT/07,01/A4,"Energia, Ingegneria dell'Informazione e Modelli Matematici (DEIM)",2013,01 - Scienze matematiche e informatiche
146,Ordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2013,01 - Scienze matematiche e informatiche
147,Ricercatore,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2013,01 - Scienze matematiche e informatiche
148,Ordinario,BAIARDI Fabrizio Emilio,M,PISA,,INF/01,01/B1,INFORMATICA,2013,01 - Scienze matematiche e informatiche
149,Ricercatore,BAIOLETTI Marco,M,PERUGIA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,MATEMATICA E INFORMATICA,2013,01 - Scienze matematiche e informatiche
150,Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,Matematica e Informatica,2013,01 - Scienze matematiche e informatiche
151,Ordinario,BALBO Gianfranco,M,TORINO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
152,Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2013,01 - Scienze matematiche e informatiche
153,Associato confermato,BALDAN Paolo,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2013,01 - Scienze matematiche e informatiche
154,Ordinario,BALDASSARRI Francesco,M,PADOVA,,MAT/03,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2013,01 - Scienze matematiche e informatiche
155,Ricercatore,BALDI Annalisa,F,BOLOGNA,,MAT/05,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
156,Ordinario,BALDI Paolo,M,"ROMA ""Tor Vergata""",,MAT/06,01/A3,Matematica,2013,01 - Scienze matematiche e informatiche
157,Ricercatore,BALDI Pietro,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2013,01 - Scienze matematiche e informatiche
158,Associato confermato,BALDO Sisto,M,VERONA,,MAT/05,01/A3,Informatica,2013,01 - Scienze matematiche e informatiche
159,Ordinario,BALDONI Maria,F,"ROMA ""Tor Vergata""",,MAT/03,01/A2,Matematica,2013,01 - Scienze matematiche e informatiche
160,Associato confermato,BALDONI Matteo,M,TORINO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
161,Ordinario,BALLICO Edoardo,M,TRENTO,,MAT/03,01/A2,Matematica,2013,01 - Scienze matematiche e informatiche
162,Ricercatore,BALLIS Demis,M,UDINE,,INF/01,01/B1,Matematica e Informatica,2013,01 - Scienze matematiche e informatiche
163,Associato confermato,BALOSSINO Nello,M,TORINO,,INF/01,01/B1,Informatica,2013,01 - Scienze matematiche e informatiche
164,Ordinario,BALSAMO Maria Simonetta,F,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"Scienze Ambientali, Informatica e Statistica",2013,01 - Scienze matematiche e informatiche
165,Ricercatore,BALZANO Walter,M,Napoli Federico II,,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,2013,01 - Scienze matematiche e informatiche
166,Ordinario,BAMBUSI Dario Paolo,M,MILANO,,MAT/07,01/A4,Matematica 'Federigo Enriques',2013,01 - Scienze matematiche e informatiche
167,Ordinario,BAMPI Franco,M,GENOVA,,MAT/07,01/A4,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2013,01 - Scienze matematiche e informatiche
168,Ricercatore,BANDE Gianluca,M,CAGLIARI,,MAT/03,01/A2,Matematica e Informatica,2013,01 - Scienze matematiche e informatiche
169,Associato confermato,BANDIERI Paola,F,MODENA e REGGIO EMILIA,,MAT/03,01/A2,"Scienze fisiche, informatiche e matematiche",2013,01 - Scienze matematiche e informatiche
170,Ricercatore,BANDINI Andrea,M,PARMA,,MAT/02,01/A2,MATEMATICA E INFORMATICA,2013,01 - Scienze matematiche e informatiche
171,Ordinario,BANDINI Stefania,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2013,01 - Scienze matematiche e informatiche
172,Ricercatore,BARACCO Luca,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2013,01 - Scienze matematiche e informatiche
173,Associato confermato,BARATELLA Paola,F,Politecnico di TORINO,,MAT/08,01/A5,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2013,01 - Scienze matematiche e informatiche
