,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
70,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMOROSI Lavinia,F,"ROMA ""La Sapienza""",,MAT/09,01/A6,SCIENZE STATISTICHE,2021,01 - Scienze matematiche e informatiche
71,Associato confermato,AMOROSO Alessandro,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2021,01 - Scienze matematiche e informatiche
72,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMPARORE Elvio Gilberto,M,TORINO,,INF/01,01/B1,INFORMATICA,2021,01 - Scienze matematiche e informatiche
73,Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,,MAT/05,01/A3,Architettura,2021,01 - Scienze matematiche e informatiche
74,Associato,ANCONA Davide,M,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2021,01 - Scienze matematiche e informatiche
75,Ordinario,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2021,01 - Scienze matematiche e informatiche
76,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANDOLINA Salvatore,M,PALERMO,,INF/01,01/B1,MATEMATICA E INFORMATICA,2021,01 - Scienze matematiche e informatiche
77,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANDRA' Chiara,F,PIEMONTE ORIENTALE,,MAT/04,01/A1,SVILUPPO SOSTENIBILE E LA TRANSIZIONE ECOLOGICA,2021,01 - Scienze matematiche e informatiche
78,Ordinario,ANDREATTA Fabrizio,M,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2021,01 - Scienze matematiche e informatiche
79,Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2021,01 - Scienze matematiche e informatiche
80,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANDREIS Luisa,F,FIRENZE,,MAT/06,01/A3,MATEMATICA E INFORMATICA ULISSE DINI(DIMAI),2021,01 - Scienze matematiche e informatiche
81,Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2021,01 - Scienze matematiche e informatiche
82,Ordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2021,01 - Scienze matematiche e informatiche
83,Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2021,01 - Scienze matematiche e informatiche
84,Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2021,01 - Scienze matematiche e informatiche
85,Ordinario,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2021,01 - Scienze matematiche e informatiche
86,Ordinario,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2021,01 - Scienze matematiche e informatiche
87,Associato,ANGELLA Daniele,M,FIRENZE,,MAT/03,01/A2,Matematica e Informatica Ulisse Dini(DIMAI),2021,01 - Scienze matematiche e informatiche
88,Associato,ANGELONI Laura,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2021,01 - Scienze matematiche e informatiche
89,Associato,ANGIULI Luciana,F,SALENTO,,MAT/05,01/A3,Matematica e Fisica Ennio De Giorgi,2021,01 - Scienze matematiche e informatiche
90,Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2021,01 - Scienze matematiche e informatiche
91,Associato,ANISETTI Marco,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2021,01 - Scienze matematiche e informatiche
92,Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Fisica 'E.R. Caianiello',2021,01 - Scienze matematiche e informatiche
93,Ricercatore,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2021,01 - Scienze matematiche e informatiche
94,Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2021,01 - Scienze matematiche e informatiche
95,Associato,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2021,01 - Scienze matematiche e informatiche
96,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2021,01 - Scienze matematiche e informatiche
97,Ordinario,ANTONELLI Paolo,M,Gran Sasso Science Institute,,MAT/05,01/A3,Area di Matematica,2021,01 - Scienze matematiche e informatiche
98,Ordinario,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2021,01 - Scienze matematiche e informatiche
99,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANTONINI Paolo,M,SALENTO,,MAT/03,01/A2,MATEMATICA E FISICA ENNIO DE GIORGI,2021,01 - Scienze matematiche e informatiche
100,Associato,ANTONINI Samuele,M,FIRENZE,,MAT/04,01/A1,Matematica e Informatica Ulisse Dini(DIMAI),2021,01 - Scienze matematiche e informatiche
101,Ordinario,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2021,01 - Scienze matematiche e informatiche
102,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),APICELLA Andrea,M,Napoli Federico II,,INF/01,01/B1,INGEGNERIA ELETTRICA E DELLE TECNOLOGIE DELL'INFORMAZIONE,2021,01 - Scienze matematiche e informatiche
103,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),APPEL Andrea,M,PARMA,,MAT/02,01/A2,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2021,01 - Scienze matematiche e informatiche
104,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ARAGONA Riccardo,M,L'AQUILA,,MAT/02,01/A2,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2021,01 - Scienze matematiche e informatiche
105,Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2021,01 - Scienze matematiche e informatiche
106,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARCERI Vincenzo,M,PARMA,,INF/01,01/B1,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2021,01 - Scienze matematiche e informatiche
107,Associato,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2021,01 - Scienze matematiche e informatiche
108,Ordinario,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2021,01 - Scienze matematiche e informatiche
109,Ordinario,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2021,01 - Scienze matematiche e informatiche
110,Ordinario,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2021,01 - Scienze matematiche e informatiche
111,Associato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2021,01 - Scienze matematiche e informatiche
112,Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2021,01 - Scienze matematiche e informatiche
113,Associato,ARINGHIERI Roberto,M,TORINO,,MAT/09,01/A6,Informatica,2021,01 - Scienze matematiche e informatiche
114,Ordinario,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2021,01 - Scienze matematiche e informatiche
115,Straordinario tempo determinato,ARIOLI Mario,M,"LUM ""Giuseppe Degennaro""",,MAT/05,01/A3,"MANAGEMENT, FINANZA E TECNOLOGIA",2021,01 - Scienze matematiche e informatiche
116,Associato confermato,ARMANO Giuliano,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2021,01 - Scienze matematiche e informatiche
117,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AROSIO Leandro,M,"ROMA ""Tor Vergata""",,MAT/03,01/A2,MATEMATICA,2021,01 - Scienze matematiche e informatiche
118,Associato,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2021,01 - Scienze matematiche e informatiche
119,Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2021,01 - Scienze matematiche e informatiche
120,Associato,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2021,01 - Scienze matematiche e informatiche
121,Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2021,01 - Scienze matematiche e informatiche
122,Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,Matematica e Geoscienze,2021,01 - Scienze matematiche e informatiche
123,Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2021,01 - Scienze matematiche e informatiche
124,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASENOVA Miglena,F,Libera Università di BOLZANO,Scienze della Formazione,MAT/04,01/A1,Non disponibile,2021,01 - Scienze matematiche e informatiche
125,Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2021,01 - Scienze matematiche e informatiche
126,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASPRINO Luigi,M,BOLOGNA,,INF/01,01/B1,FILOLOGIA CLASSICA E ITALIANISTICA,2021,01 - Scienze matematiche e informatiche
127,Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2021,01 - Scienze matematiche e informatiche
128,Associato,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2021,01 - Scienze matematiche e informatiche
129,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AUDRITO Giorgio,M,TORINO,,INF/01,01/B1,INFORMATICA,2021,01 - Scienze matematiche e informatiche
130,Ordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2021,01 - Scienze matematiche e informatiche
131,Associato,AUTILI Marco,M,L'AQUILA,,INF/01,01/B1,Ingegneria e scienze dell'informazione e matematica,2021,01 - Scienze matematiche e informatiche
132,Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2021,01 - Scienze matematiche e informatiche
133,Ordinario,AVANZINI Federico,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2021,01 - Scienze matematiche e informatiche
134,Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2021,01 - Scienze matematiche e informatiche
135,Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2021,01 - Scienze matematiche e informatiche
136,Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2021,01 - Scienze matematiche e informatiche
137,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AVOLA Danilo,M,"ROMA ""La Sapienza""",,INF/01,01/B1,INFORMATICA,2021,01 - Scienze matematiche e informatiche
138,Associato,AYUSO DE DIOS Blanca Pilar,F,MILANO-BICOCCA,,MAT/08,01/A5,MATEMATICA E APPLICAZIONI,2021,01 - Scienze matematiche e informatiche
139,Associato,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2021,01 - Scienze matematiche e informatiche
140,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2021,01 - Scienze matematiche e informatiche
141,Associato,BACCAGLINI-FRANK Anna Ethelwyn,F,PISA,,MAT/04,01/A1,MATEMATICA,2021,01 - Scienze matematiche e informatiche
142,Associato,BACCIU Davide,M,PISA,,INF/01,01/B1,INFORMATICA,2021,01 - Scienze matematiche e informatiche
143,Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2021,01 - Scienze matematiche e informatiche
144,Ricercatore,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2021,01 - Scienze matematiche e informatiche
145,Ordinario,BAGARELLO Fabio,M,PALERMO,,MAT/07,01/A4,Ingegneria,2021,01 - Scienze matematiche e informatiche
146,Ordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2021,01 - Scienze matematiche e informatiche
147,Associato,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2021,01 - Scienze matematiche e informatiche
148,Ordinario,BAIARDI Fabrizio Emilio,M,PISA,,INF/01,01/B1,INFORMATICA,2021,01 - Scienze matematiche e informatiche
149,Ricercatore,BAIOLETTI Marco,M,PERUGIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2021,01 - Scienze matematiche e informatiche
150,Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,"Scienze Matematiche, Informatiche e Fisiche",2021,01 - Scienze matematiche e informatiche
151,Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2021,01 - Scienze matematiche e informatiche
152,Ordinario,BALDAN Paolo,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2021,01 - Scienze matematiche e informatiche
153,Associato,BALDI Annalisa,F,BOLOGNA,,MAT/05,01/A3,Matematica,2021,01 - Scienze matematiche e informatiche
154,Ordinario,BALDI Pietro,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2021,01 - Scienze matematiche e informatiche
155,Associato confermato,BALDO Sisto,M,VERONA,,MAT/05,01/A3,Informatica,2021,01 - Scienze matematiche e informatiche
156,Ordinario,BALDONI Matteo,M,TORINO,,INF/01,01/B1,Informatica,2021,01 - Scienze matematiche e informatiche
157,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BALDUCCI Fabrizio,M,BARI,,INF/01,01/B1,INFORMATICA,2021,01 - Scienze matematiche e informatiche
158,Associato,BALLAN Lamberto,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2021,01 - Scienze matematiche e informatiche
159,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BALLARIN Francesco,M,Cattolica del Sacro Cuore,Scienze Matematiche Fisiche e Naturali,MAT/08,01/A5,Non disponibile,2021,01 - Scienze matematiche e informatiche
160,Ordinario,BALLICO Edoardo,M,TRENTO,,MAT/03,01/A2,Matematica,2021,01 - Scienze matematiche e informatiche
161,Ricercatore,BALLIS Demis,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2021,01 - Scienze matematiche e informatiche
162,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BALLIU Alkida,F,Gran Sasso Science Institute,,INF/01,01/B1,AREA DI INFORMATICA,2021,01 - Scienze matematiche e informatiche
