,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
67,Ordinario,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2018,01 - Scienze matematiche e informatiche
68,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANDRA' Chiara,F,PIEMONTE ORIENTALE,,MAT/04,01/A1,SCIENZE E INNOVAZIONE TECNOLOGICA (DISIT),2018,01 - Scienze matematiche e informatiche
69,Ordinario,ANDREATTA Fabrizio,M,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2018,01 - Scienze matematiche e informatiche
70,Ordinario,ANDREATTA Giovanni,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2018,01 - Scienze matematiche e informatiche
71,Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2018,01 - Scienze matematiche e informatiche
72,Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2018,01 - Scienze matematiche e informatiche
73,Ordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2018,01 - Scienze matematiche e informatiche
74,Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2018,01 - Scienze matematiche e informatiche
75,Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2018,01 - Scienze matematiche e informatiche
76,Associato confermato,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2018,01 - Scienze matematiche e informatiche
77,Ordinario,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2018,01 - Scienze matematiche e informatiche
78,Associato,ANGELLA Daniele,M,FIRENZE,,MAT/03,01/A2,Matematica e Informatica Ulisse Dini(DIMAI),2018,01 - Scienze matematiche e informatiche
79,Associato,ANGELONI Laura,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2018,01 - Scienze matematiche e informatiche
80,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANGIULI Luciana,F,SALENTO,,MAT/05,01/A3,MATEMATICA E FISICA ENNIO DE GIORGI,2018,01 - Scienze matematiche e informatiche
81,Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2018,01 - Scienze matematiche e informatiche
82,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANISETTI Marco,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2018,01 - Scienze matematiche e informatiche
83,Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Matematica,2018,01 - Scienze matematiche e informatiche
84,Ricercatore,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2018,01 - Scienze matematiche e informatiche
85,Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2018,01 - Scienze matematiche e informatiche
86,Ricercatore,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2018,01 - Scienze matematiche e informatiche
87,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2018,01 - Scienze matematiche e informatiche
88,Associato confermato,ANTONELLI Fabio,M,L'AQUILA,,MAT/06,01/A3,Ingegneria e scienze dell'informazione e matematica,2018,01 - Scienze matematiche e informatiche
89,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANTONELLI Paolo,M,Gran Sasso Science Institute,,MAT/05,01/A3,AREA DI MATEMATICA,2018,01 - Scienze matematiche e informatiche
90,Associato,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2018,01 - Scienze matematiche e informatiche
91,Associato,ANTONINI Samuele,M,PAVIA,,MAT/04,01/A1,MATEMATICA,2018,01 - Scienze matematiche e informatiche
92,Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2018,01 - Scienze matematiche e informatiche
93,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARAGONA Riccardo,M,L'AQUILA,,MAT/02,01/A2,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2018,01 - Scienze matematiche e informatiche
94,Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2018,01 - Scienze matematiche e informatiche
95,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARCELLI Davide,M,L'AQUILA,,INF/01,01/B1,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2018,01 - Scienze matematiche e informatiche
96,Associato,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2018,01 - Scienze matematiche e informatiche
97,Ordinario,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2018,01 - Scienze matematiche e informatiche
98,Associato,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2018,01 - Scienze matematiche e informatiche
99,Associato confermato,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2018,01 - Scienze matematiche e informatiche
100,Ricercatore,ARDITO Carmelo Antonio,M,BARI,,INF/01,01/B1,Informatica,2018,01 - Scienze matematiche e informatiche
101,Ricercatore,ARDIZZONE Lucia,F,PALERMO,,MAT/05,01/A3,"Energia, Ingegneria dell'Informazione e Modelli Matematici (DEIM)",2018,01 - Scienze matematiche e informatiche
102,Associato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2018,01 - Scienze matematiche e informatiche
103,Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2018,01 - Scienze matematiche e informatiche
104,Associato,ARINGHIERI Roberto,M,TORINO,,MAT/09,01/A6,Informatica,2018,01 - Scienze matematiche e informatiche
105,Ordinario,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2018,01 - Scienze matematiche e informatiche
106,Ordinario,AROSIO Alberto Giorgio,M,PARMA,,MAT/05,01/A3,"Scienze Matematiche, Fisiche e Informatiche",2018,01 - Scienze matematiche e informatiche
107,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AROSIO Leandro,M,"ROMA ""Tor Vergata""",,MAT/03,01/A2,MATEMATICA,2018,01 - Scienze matematiche e informatiche
108,Associato,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,SCIENZE E TECNOLOGIE INFORMATICHE,2018,01 - Scienze matematiche e informatiche
109,Associato confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",,MAT/02,01/A2,Matematica,2018,01 - Scienze matematiche e informatiche
110,Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2018,01 - Scienze matematiche e informatiche
111,Associato,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2018,01 - Scienze matematiche e informatiche
112,Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2018,01 - Scienze matematiche e informatiche
113,Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,Matematica e Geoscienze,2018,01 - Scienze matematiche e informatiche
114,Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2018,01 - Scienze matematiche e informatiche
115,Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2018,01 - Scienze matematiche e informatiche
116,Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2018,01 - Scienze matematiche e informatiche
117,Ordinario,ATTARDI Giuseppe,M,PISA,,INF/01,01/B1,INFORMATICA,2018,01 - Scienze matematiche e informatiche
118,Associato,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2018,01 - Scienze matematiche e informatiche
119,Ordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2018,01 - Scienze matematiche e informatiche
120,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUTILI Marco,M,L'AQUILA,,INF/01,01/B1,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2018,01 - Scienze matematiche e informatiche
121,Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2018,01 - Scienze matematiche e informatiche
122,Associato,AVANZINI Federico,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2018,01 - Scienze matematiche e informatiche
123,Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2018,01 - Scienze matematiche e informatiche
124,Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2018,01 - Scienze matematiche e informatiche
125,Associato confermato,AVERNA Diego,M,PALERMO,,MAT/05,01/A3,Matematica e Informatica,2018,01 - Scienze matematiche e informatiche
126,Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2018,01 - Scienze matematiche e informatiche
127,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AVOLA Danilo,M,"ROMA ""La Sapienza""",,INF/01,01/B1,COMUNICAZIONE E RICERCA SOCIALE,2018,01 - Scienze matematiche e informatiche
128,Associato,AYUSO DE DIOS Blanca Pilar,F,MILANO-BICOCCA,,MAT/08,01/A5,MATEMATICA E APPLICAZIONI,2018,01 - Scienze matematiche e informatiche
129,Associato,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2018,01 - Scienze matematiche e informatiche
130,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2018,01 - Scienze matematiche e informatiche
131,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BACCAGLINI-FRANK Anna Ethelwyn,F,PISA,,MAT/04,01/A1,MATEMATICA,2018,01 - Scienze matematiche e informatiche
132,Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2018,01 - Scienze matematiche e informatiche
133,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BACCIU Davide,M,PISA,,INF/01,01/B1,INFORMATICA,2018,01 - Scienze matematiche e informatiche
134,Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2018,01 - Scienze matematiche e informatiche
135,Ricercatore,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2018,01 - Scienze matematiche e informatiche
136,Ordinario,BAGARELLO Fabio,M,PALERMO,,MAT/07,01/A4,"Energia, Ingegneria dell'Informazione e Modelli Matematici (DEIM)",2018,01 - Scienze matematiche e informatiche
137,Ordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",2018,01 - Scienze matematiche e informatiche
138,Associato,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2018,01 - Scienze matematiche e informatiche
139,Ordinario,BAIARDI Fabrizio Emilio,M,PISA,,INF/01,01/B1,"FILOLOGIA, LETTERATURA E LINGUISTICA",2018,01 - Scienze matematiche e informatiche
140,Ricercatore,BAIOLETTI Marco,M,PERUGIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2018,01 - Scienze matematiche e informatiche
141,Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,"Scienze Matematiche, Informatiche e Fisiche",2018,01 - Scienze matematiche e informatiche
142,Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2018,01 - Scienze matematiche e informatiche
143,Associato confermato,BALDAN Paolo,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2018,01 - Scienze matematiche e informatiche
144,Ordinario,BALDASSARRI Francesco,M,PADOVA,,MAT/03,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2018,01 - Scienze matematiche e informatiche
145,Associato,BALDI Annalisa,F,BOLOGNA,,MAT/05,01/A3,Matematica,2018,01 - Scienze matematiche e informatiche
146,Associato,BALDI Pietro,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2018,01 - Scienze matematiche e informatiche
147,Associato confermato,BALDO Sisto,M,VERONA,,MAT/05,01/A3,Informatica,2018,01 - Scienze matematiche e informatiche
148,Associato confermato,BALDONI Matteo,M,TORINO,,INF/01,01/B1,Informatica,2018,01 - Scienze matematiche e informatiche
149,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BALLAN Lamberto,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2018,01 - Scienze matematiche e informatiche
150,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BALLARIN Francesco,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/08,01/A5,AREA MATEMATICA,2018,01 - Scienze matematiche e informatiche
151,Ordinario,BALLICO Edoardo,M,TRENTO,,MAT/03,01/A2,Matematica,2018,01 - Scienze matematiche e informatiche
152,Ricercatore,BALLIS Demis,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2018,01 - Scienze matematiche e informatiche
153,Ordinario,BALSAMO Maria Simonetta,F,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"Scienze Ambientali, Informatica e Statistica",2018,01 - Scienze matematiche e informatiche
154,Ricercatore,BALZANO Walter,M,Napoli Federico II,,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,2018,01 - Scienze matematiche e informatiche
155,Ordinario,BAMBUSI Dario Paolo,M,MILANO,,MAT/07,01/A4,Matematica 'Federigo Enriques',2018,01 - Scienze matematiche e informatiche
156,Ordinario,BAMPI Franco,M,GENOVA,,MAT/07,01/A4,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2018,01 - Scienze matematiche e informatiche
157,Associato,BANDE Gianluca,M,CAGLIARI,,MAT/03,01/A2,Matematica e Informatica,2018,01 - Scienze matematiche e informatiche
158,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BANDIERA Ruggero,M,"ROMA ""La Sapienza""",,MAT/03,01/A2,MATEMATICA,2018,01 - Scienze matematiche e informatiche
159,Associato confermato,BANDIERI Paola,F,MODENA e REGGIO EMILIA,,MAT/03,01/A2,"Scienze fisiche, informatiche e matematiche",2018,01 - Scienze matematiche e informatiche
160,Associato,BANDINI Andrea,M,PISA,,MAT/02,01/A2,MATEMATICA,2018,01 - Scienze matematiche e informatiche
161,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BANDINI Elena,F,MILANO-BICOCCA,,MAT/06,01/A3,MATEMATICA E APPLICAZIONI,2018,01 - Scienze matematiche e informatiche
162,Ordinario,BANDINI Stefania,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2018,01 - Scienze matematiche e informatiche
163,Associato,BARACCO Luca,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2018,01 - Scienze matematiche e informatiche
164,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARATE' Adriano,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2018,01 - Scienze matematiche e informatiche
165,Associato confermato,BARATELLA Paola,F,Politecnico di TORINO,,MAT/08,01/A5,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2018,01 - Scienze matematiche e informatiche
166,Ordinario,BARATELLA Stefano,M,TRENTO,,MAT/01,01/A1,Matematica,2018,01 - Scienze matematiche e informatiche
