,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
0,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ABATANGELO Laura,F,Politecnico di MILANO,,MAT/05,01/A3,MATEMATICA,2023,01 - Scienze matematiche e informatiche
1,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ABATANGELO Nicola,M,BOLOGNA,,MAT/05,01/A3,MATEMATICA,2023,01 - Scienze matematiche e informatiche
2,Ordinario,ABATE Andrea Francesco,M,SALERNO,,INF/01,01/B1,Informatica,2023,01 - Scienze matematiche e informatiche
3,Ordinario,ABATE Marco,M,PISA,,MAT/03,01/A2,MATEMATICA,2023,01 - Scienze matematiche e informatiche
4,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ABBATIELLO Anna,F,"CAMPANIA - ""L. VANVITELLI""",,MAT/07,01/A4,MATEMATICA E FISICA (DMF),2023,01 - Scienze matematiche e informatiche
5,Associato confermato,ABBATTISTA Fabio,M,BARI,,INF/01,01/B1,Informatica,2023,01 - Scienze matematiche e informatiche
6,Associato confermato,ABENDA Simonetta,F,BOLOGNA,,MAT/05,01/A3,Matematica,2023,01 - Scienze matematiche e informatiche
7,Associato,ABREU Marien,F,BASILICATA,,MAT/03,01/A2,"Matematica, Informatica ed Economia",2023,01 - Scienze matematiche e informatiche
8,Associato,ABUNDO Mario Rosolino,M,"ROMA ""Tor Vergata""",,MAT/06,01/A3,Matematica,2023,01 - Scienze matematiche e informatiche
9,Ordinario,ACAMPORA Giovanni,M,Napoli Federico II,,INF/01,01/B1,"Fisica ""Ettore Pancini""",2023,01 - Scienze matematiche e informatiche
10,Associato confermato,ACCIARO Vincenzo,M,CHIETI-PESCARA,,INF/01,01/B1,Economia,2023,01 - Scienze matematiche e informatiche
11,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ACCIARRI Cristina,F,MODENA e REGGIO EMILIA,,MAT/02,01/A2,"SCIENZE FISICHE, INFORMATICHE E MATEMATICHE",2023,01 - Scienze matematiche e informatiche
12,Ordinario,ACERBI Emilio Daniele G.,M,PARMA,,MAT/05,01/A3,"Scienze Matematiche, Fisiche e Informatiche",2023,01 - Scienze matematiche e informatiche
13,Associato,ACETO Lidia,F,PIEMONTE ORIENTALE,,MAT/08,01/A5,Scienze e Innovazione Tecnologica (DISIT),2023,01 - Scienze matematiche e informatiche
14,Ordinario,ACETO Luca,M,Gran Sasso Science Institute,,INF/01,01/B1,Area di Informatica,2023,01 - Scienze matematiche e informatiche
15,Ordinario,ADAMI Riccardo,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2023,01 - Scienze matematiche e informatiche
16,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ADAMO Tommaso,M,SALENTO,,MAT/09,01/A6,INGEGNERIA DELL'INNOVAZIONE,2023,01 - Scienze matematiche e informatiche
17,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ADDONA Davide,M,PARMA,,MAT/05,01/A3,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2023,01 - Scienze matematiche e informatiche
18,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AFRICA Pasquale Claudio,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/08,01/A5,AREA MATEMATICA,2023,01 - Scienze matematiche e informatiche
19,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AGAZZI Andrea,M,PISA,,MAT/06,01/A3,MATEMATICA,2023,01 - Scienze matematiche e informatiche
20,Associato confermato,AGLIANO' Paolo,M,SIENA,,MAT/02,01/A2,Ingegneria dellInformazione e Scienze Matematiche,2023,01 - Scienze matematiche e informatiche
21,Associato,AGLIARI Elena,F,"ROMA ""La Sapienza""",,MAT/07,01/A4,Matematica,2023,01 - Scienze matematiche e informatiche
22,Ordinario,AGNETIS Alessandro,M,SIENA,,MAT/09,01/A6,Ingegneria dellInformazione e Scienze Matematiche,2023,01 - Scienze matematiche e informatiche
23,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AGOSTI Abramo,M,PAVIA,,MAT/05,01/A3,MATEMATICA,2023,01 - Scienze matematiche e informatiche
24,Associato confermato,AGOSTINI Alessandra,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2023,01 - Scienze matematiche e informatiche
25,Associato,AGOSTINIANI Virginia,F,TRENTO,,MAT/05,01/A3,Fisica,2023,01 - Scienze matematiche e informatiche
26,Associato,AGUGLIA Angela,F,Politecnico di BARI,,MAT/03,01/A2,"Dipartimento di Meccanica, Matematica e Management",2023,01 - Scienze matematiche e informatiche
27,Associato,AGUZZOLI Stefano,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2023,01 - Scienze matematiche e informatiche
28,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AHMETOVIC Dragan,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2023,01 - Scienze matematiche e informatiche
29,Ordinario,AIMI Alessandra,F,PARMA,,MAT/08,01/A5,"Scienze Matematiche, Fisiche e Informatiche",2023,01 - Scienze matematiche e informatiche
30,Associato,AIOLLI Fabio,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2023,01 - Scienze matematiche e informatiche
31,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALAIMO Salvatore,M,CATANIA,,INF/01,01/B1,MEDICINA CLINICA E SPERIMENTALE,2023,01 - Scienze matematiche e informatiche
32,Ordinario,ALBANESE Angela Anna,F,SALENTO,,MAT/05,01/A3,Matematica e Fisica Ennio De Giorgi,2023,01 - Scienze matematiche e informatiche
33,Associato confermato,ALBANO Alberto,M,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2023,01 - Scienze matematiche e informatiche
34,Associato,ALBANO Giovannina,F,SALERNO,,MAT/04,01/A1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2023,01 - Scienze matematiche e informatiche
35,Ordinario,ALBANO Paolo,M,BOLOGNA,,MAT/05,01/A3,Matematica,2023,01 - Scienze matematiche e informatiche
36,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALBERICI Diego,M,L'AQUILA,,MAT/07,01/A4,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2023,01 - Scienze matematiche e informatiche
37,Ordinario,ALBERTI Giovanni,M,PISA,,MAT/05,01/A3,MATEMATICA,2023,01 - Scienze matematiche e informatiche
38,Associato,ALBERTI Giovanni,M,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2023,01 - Scienze matematiche e informatiche
39,Associato,ALBERTI Marco,M,FERRARA,,INF/01,01/B1,Matematica e informatica,2023,01 - Scienze matematiche e informatiche
40,Associato,ALBERTINI Francesca,F,PADOVA,,MAT/05,01/A3,TECNICA E GESTIONE DEI SISTEMI INDUSTRIALI - DTG,2023,01 - Scienze matematiche e informatiche
41,Associato,ALBI Giacomo,M,VERONA,,MAT/08,01/A5,Informatica,2023,01 - Scienze matematiche e informatiche
42,Associato,ALDINI Alessandro,M,Urbino Carlo Bo,,INF/01,01/B1,Scienze Pure e Applicate (DiSPeA),2023,01 - Scienze matematiche e informatiche
43,Ordinario,ALDINUCCI Marco,M,TORINO,,INF/01,01/B1,Informatica,2023,01 - Scienze matematiche e informatiche
44,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALESSANDRI' Luca,M,TORINO,,INF/01,01/B1,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE,2023,01 - Scienze matematiche e informatiche
45,Associato confermato,ALESSI Fabio,M,UDINE,,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",2023,01 - Scienze matematiche e informatiche
46,Associato,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2023,01 - Scienze matematiche e informatiche
47,Ordinario,ALETTI Giacomo,M,MILANO,,MAT/06,01/A3,Scienze e politiche ambientali,2023,01 - Scienze matematiche e informatiche
48,Associato,ALI' Giuseppe,M,della CALABRIA,,MAT/07,01/A4,Fisica,2023,01 - Scienze matematiche e informatiche
49,Ordinario,ALICANDRO Roberto,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2023,01 - Scienze matematiche e informatiche
50,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALLA Alessandro,M,"""Ca' Foscari"" VENEZIA",,MAT/08,01/A5,SCIENZE MOLECOLARI E NANOSISTEMI,2023,01 - Scienze matematiche e informatiche
51,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALLEGRA Dario,M,CATANIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2023,01 - Scienze matematiche e informatiche
52,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ALMI Stefano,M,Napoli Federico II,,MAT/05,01/A3,"MATEMATICA E APPLICAZIONI ""RENATO CACCIOPPOLI""",2023,01 - Scienze matematiche e informatiche
53,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALOISIO Alessandro,M,Univ. Studi Internazionali di ROMA (UNINT),Economia,INF/01,01/B1,PIO V,2023,01 - Scienze matematiche e informatiche
54,Ordinario,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,,MAT/08,01/A5,Matematica,2023,01 - Scienze matematiche e informatiche
55,Associato,ALTAVILLA Amedeo,M,BARI,,MAT/03,01/A2,Matematica,2023,01 - Scienze matematiche e informatiche
56,Ordinario,ALVIANO Mario,M,della CALABRIA,,INF/01,01/B1,Matematica e Informatica - DeMaCS,2023,01 - Scienze matematiche e informatiche
57,Associato confermato,ALZATI Alberto,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2023,01 - Scienze matematiche e informatiche
58,Associato,AMADINI Roberto,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2023,01 - Scienze matematiche e informatiche
59,Associato,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI",,MAT/05,01/A3,SCIENZE E TECNOLOGIE,2023,01 - Scienze matematiche e informatiche
60,Ordinario,AMADORI Debora,F,L'AQUILA,,MAT/05,01/A3,Ingegneria e scienze dell'informazione e matematica,2023,01 - Scienze matematiche e informatiche
61,Ordinario,AMALDI Edoardo,M,Politecnico di MILANO,,MAT/09,01/A6,"Elettronica, Informazione e Bioingegneria",2023,01 - Scienze matematiche e informatiche
62,Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Scienze di base e applicate per l'ingegneria,2023,01 - Scienze matematiche e informatiche
63,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMATO Domenico,M,PALERMO,,INF/01,01/B1,MATEMATICA E INFORMATICA,2023,01 - Scienze matematiche e informatiche
64,Associato,AMATO Gianluca,M,CHIETI-PESCARA,,MAT/01,01/A1,Economia,2023,01 - Scienze matematiche e informatiche
65,Ricercatore,AMATO Roberto,M,MESSINA,,MAT/05,01/A3,Ingegneria,2023,01 - Scienze matematiche e informatiche
66,Ordinario,AMBRIOLA Vincenzo,M,PISA,,INF/01,01/B1,INFORMATICA,2023,01 - Scienze matematiche e informatiche
67,Ordinario,AMBROSI Davide Carlo,M,Politecnico di TORINO,,MAT/07,01/A4,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2023,01 - Scienze matematiche e informatiche
68,Ordinario,AMBROSINO Daniela,F,GENOVA,,MAT/09,01/A6,Economia,2023,01 - Scienze matematiche e informatiche
69,Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,,MAT/05,01/A3,Classe di scienze,2023,01 - Scienze matematiche e informatiche
70,Associato,AMBROSIO Vincenzo,M,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2023,01 - Scienze matematiche e informatiche
71,Associato,AMENDOLA Ada,F,SALERNO,,MAT/07,01/A4,Ingegneria Civile,2023,01 - Scienze matematiche e informatiche
72,Associato,AMENDOLA Gennaro,M,"Univ. Telematica ""E-CAMPUS""",Ingegneria,MAT/03,01/A2,DIPARTIMENTO E-CAMPUS,2023,01 - Scienze matematiche e informatiche
73,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AMENDOLA Giovanni,M,della CALABRIA,,INF/01,01/B1,MATEMATICA E INFORMATICA - DEMACS,2023,01 - Scienze matematiche e informatiche
74,Ricercatore,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,,MAT/07,01/A4,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2023,01 - Scienze matematiche e informatiche
75,Associato confermato,AMODIO Pierluigi,M,BARI,,MAT/08,01/A5,Matematica,2023,01 - Scienze matematiche e informatiche
76,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMOROSI Lavinia,F,"ROMA ""La Sapienza""",,MAT/09,01/A6,Non disponibile,2023,01 - Scienze matematiche e informatiche
77,Associato confermato,AMOROSO Alessandro,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2023,01 - Scienze matematiche e informatiche
78,Ordinario,AMOROSO Francesco,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2023,01 - Scienze matematiche e informatiche
79,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AMPARORE Elvio Gilberto,M,TORINO,,INF/01,01/B1,INFORMATICA,2023,01 - Scienze matematiche e informatiche
80,Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,,MAT/05,01/A3,Architettura,2023,01 - Scienze matematiche e informatiche
81,Associato,ANCONA Davide,M,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2023,01 - Scienze matematiche e informatiche
82,Ordinario,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2023,01 - Scienze matematiche e informatiche
83,Associato,ANDRA' Chiara,F,PIEMONTE ORIENTALE,,MAT/04,01/A1,Sviluppo Sostenibile e la Transizione Ecologica,2023,01 - Scienze matematiche e informatiche
84,Ordinario,ANDREATTA Fabrizio,M,MILANO,,MAT/02,01/A2,Matematica 'Federigo Enriques',2023,01 - Scienze matematiche e informatiche
85,Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2023,01 - Scienze matematiche e informatiche
86,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANDREIS Luisa,F,Politecnico di MILANO,,MAT/06,01/A3,MATEMATICA,2023,01 - Scienze matematiche e informatiche
87,Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2023,01 - Scienze matematiche e informatiche
88,Ordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2023,01 - Scienze matematiche e informatiche
89,Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2023,01 - Scienze matematiche e informatiche
90,Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2023,01 - Scienze matematiche e informatiche
91,Ordinario,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",2023,01 - Scienze matematiche e informatiche
92,Ordinario,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2023,01 - Scienze matematiche e informatiche
93,Ordinario,ANGELLA Daniele,M,FIRENZE,,MAT/03,01/A2,Matematica e Informatica Ulisse Dini(DIMAI),2023,01 - Scienze matematiche e informatiche
94,Associato,ANGELONI Laura,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2023,01 - Scienze matematiche e informatiche
95,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANGILICA Denise,F,della CALABRIA,,INF/01,01/B1,MATEMATICA E INFORMATICA - DEMACS,2023,01 - Scienze matematiche e informatiche
96,Associato,ANGIULI Luciana,F,SALENTO,,MAT/05,01/A3,Matematica e Fisica Ennio De Giorgi,2023,01 - Scienze matematiche e informatiche
97,Ordinario,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2023,01 - Scienze matematiche e informatiche
98,Ordinario,ANISETTI Marco,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2023,01 - Scienze matematiche e informatiche
99,Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Fisica 'E.R. Caianiello',2023,01 - Scienze matematiche e informatiche
100,Associato,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2023,01 - Scienze matematiche e informatiche
101,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ANSELMI Fabio,M,TRIESTE,,INF/01,01/B1,"MATEMATICA, INFORMATICA E GEOSCIENZE",2023,01 - Scienze matematiche e informatiche
102,Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2023,01 - Scienze matematiche e informatiche
103,Associato,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2023,01 - Scienze matematiche e informatiche
104,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTELMI Alessia,F,TORINO,,INF/01,01/B1,INFORMATICA,2023,01 - Scienze matematiche e informatiche
105,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2023,01 - Scienze matematiche e informatiche
106,Ordinario,ANTONELLI Paolo,M,Gran Sasso Science Institute,,MAT/05,01/A3,Area di Matematica,2023,01 - Scienze matematiche e informatiche
107,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTONELLI Vincenzo,M,Politecnico di TORINO,,MAT/03,01/A2,SCIENZE MATEMATICHE GIUSEPPE LUIGI LAGRANGE,2023,01 - Scienze matematiche e informatiche
108,Ordinario,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2023,01 - Scienze matematiche e informatiche
109,Associato,ANTONINI Paolo,M,SALENTO,,MAT/03,01/A2,Matematica e Fisica Ennio De Giorgi,2023,01 - Scienze matematiche e informatiche
110,Associato,ANTONINI Samuele,M,FIRENZE,,MAT/04,01/A1,Matematica e Informatica Ulisse Dini(DIMAI),2023,01 - Scienze matematiche e informatiche
111,Ordinario,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2023,01 - Scienze matematiche e informatiche
112,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),APICELLA Andrea,M,Napoli Federico II,,INF/01,01/B1,INGEGNERIA ELETTRICA E DELLE TECNOLOGIE DELL'INFORMAZIONE,2023,01 - Scienze matematiche e informatiche
113,Associato,APPEL Andrea,M,PARMA,,MAT/02,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2023,01 - Scienze matematiche e informatiche
114,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),APRILE Manuel Francesco,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2023,01 - Scienze matematiche e informatiche
115,Associato,ARAGONA Riccardo,M,L'AQUILA,,MAT/02,01/A2,Ingegneria e scienze dell'informazione e matematica,2023,01 - Scienze matematiche e informatiche
116,Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2023,01 - Scienze matematiche e informatiche
117,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARCERI Vincenzo,M,PARMA,,INF/01,01/B1,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",2023,01 - Scienze matematiche e informatiche
118,Associato,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2023,01 - Scienze matematiche e informatiche
119,Ordinario,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2023,01 - Scienze matematiche e informatiche
120,Ordinario,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2023,01 - Scienze matematiche e informatiche
121,Ordinario,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2023,01 - Scienze matematiche e informatiche
122,Associato,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2023,01 - Scienze matematiche e informatiche
123,Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,"Scienze Matematiche, Fisiche e Informatiche",2023,01 - Scienze matematiche e informatiche
124,Associato,ARINGHIERI Roberto,M,TORINO,,MAT/09,01/A6,Informatica,2023,01 - Scienze matematiche e informatiche
125,Ordinario,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2023,01 - Scienze matematiche e informatiche
126,Associato confermato,ARMANO Giuliano,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2023,01 - Scienze matematiche e informatiche
127,Associato,AROSIO Leandro,M,"ROMA ""Tor Vergata""",,MAT/03,01/A2,Matematica,2023,01 - Scienze matematiche e informatiche
128,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARRIGONI Viviana,F,"ROMA ""La Sapienza""",,INF/01,01/B1,Non disponibile,2023,01 - Scienze matematiche e informatiche
129,Associato,ARTALE Alessandro,M,Libera Università di BOLZANO,Ingegneria,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2023,01 - Scienze matematiche e informatiche
130,Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2023,01 - Scienze matematiche e informatiche
131,Associato,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2023,01 - Scienze matematiche e informatiche
132,Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2023,01 - Scienze matematiche e informatiche
133,Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,"Matematica, Informatica e Geoscienze",2023,01 - Scienze matematiche e informatiche
134,Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2023,01 - Scienze matematiche e informatiche
135,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASENOVA Miglena,F,Libera Università di BOLZANO,Scienze della Formazione,MAT/04,01/A1,Non disponibile,2023,01 - Scienze matematiche e informatiche
136,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASLAN Sinem,F,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"SCIENZE AMBIENTALI, INFORMATICA E STATISTICA",2023,01 - Scienze matematiche e informatiche
137,Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2023,01 - Scienze matematiche e informatiche
138,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASPRI Andrea,M,MILANO,,MAT/05,01/A3,MATEMATICA 'FEDERIGO ENRIQUES',2023,01 - Scienze matematiche e informatiche
139,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ASPRINO Luigi,M,BOLOGNA,,INF/01,01/B1,"LINGUE, LETTERATURE E CULTURE MODERNE",2023,01 - Scienze matematiche e informatiche
140,Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2023,01 - Scienze matematiche e informatiche
141,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),ASTORINO Annabella,F,della CALABRIA,,MAT/08,01/A5,"INGEGNERIA INFORMATICA, MODELLISTICA, ELETTRONICA E SISTEMISTICA - DIMES",2023,01 - Scienze matematiche e informatiche
142,Associato,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2023,01 - Scienze matematiche e informatiche
143,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUDRITO Alessandro,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE GIUSEPPE LUIGI LAGRANGE,2023,01 - Scienze matematiche e informatiche
144,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUDRITO Giorgio,M,TORINO,,INF/01,01/B1,INFORMATICA,2023,01 - Scienze matematiche e informatiche
145,Ordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2023,01 - Scienze matematiche e informatiche
146,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AURIEMMA CITARELLA Alessia,F,SALERNO,,INF/01,01/B1,INFORMATICA,2023,01 - Scienze matematiche e informatiche
147,Associato,AUTILI Marco,M,L'AQUILA,,INF/01,01/B1,Ingegneria e scienze dell'informazione e matematica,2023,01 - Scienze matematiche e informatiche
148,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUTUORI Giuseppina,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2023,01 - Scienze matematiche e informatiche
149,Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2023,01 - Scienze matematiche e informatiche
150,Ordinario,AVANZINI Federico,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2023,01 - Scienze matematiche e informatiche
151,Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2023,01 - Scienze matematiche e informatiche
152,Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2023,01 - Scienze matematiche e informatiche
153,Associato,AVENA Luca,M,FIRENZE,,MAT/06,01/A3,Matematica e Informatica Ulisse Dini(DIMAI),2023,01 - Scienze matematiche e informatiche
154,Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2023,01 - Scienze matematiche e informatiche
155,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AVOLA Danilo,M,"ROMA ""La Sapienza""",,INF/01,01/B1,INFORMATICA,2023,01 - Scienze matematiche e informatiche
156,Associato,AYUSO DE DIOS Blanca Pilar,F,MILANO-BICOCCA,,MAT/08,01/A5,MATEMATICA E APPLICAZIONI,2023,01 - Scienze matematiche e informatiche
157,Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AZZALI Sara,F,BARI,,MAT/03,01/A2,MATEMATICA,2023,01 - Scienze matematiche e informatiche
158,Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),AZZOLINI Damiano,M,FERRARA,,INF/01,01/B1,Scienze dell'Ambiente e della Prevenzione,2023,01 - Scienze matematiche e informatiche
159,Associato,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2023,01 - Scienze matematiche e informatiche
160,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BABAIEKAFAKI Saman,M,Libera Università di BOLZANO,Ingegneria,MAT/09,01/A6,Non disponibile,2023,01 - Scienze matematiche e informatiche
