,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
20991,Ricercatore,NANNI Lorenzo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/20,06/E2,PATOLOGIA SPECIALE CHIRURGICA,2011,06 - Scienze mediche
20992,Ricercatore non confermato,NANNI Maria Giulia,F,FERRARA,Medicina e Chirurgia,MED/25,06/D5,DISCIPLINE MEDICO-CHIRURGICHE DELLA COMUNICAZIONE E DEL COMPORTAMENTO,2011,06 - Scienze mediche
20993,Associato confermato,NANNI Patrizia,F,BOLOGNA,Medicina e Chirurgia,MED/04,06/A2,PATOLOGIA SPERIMENTALE,2011,06 - Scienze mediche
20994,Ricercatore,NANNI Simona,F,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/50,06/N1,PATOLOGIA SPECIALE MEDICA E SEMEIOTICA MEDICA,2011,06 - Scienze mediche
20995,Ricercatore,NANNIPIERI Monica,F,PISA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA,2011,06 - Scienze mediche
20996,Ricercatore,NANO Giovanni,M,MILANO,Medicina e Chirurgia,MED/22,06/E1,SCIENZE MEDICO-CHIRURGICHE,2011,06 - Scienze mediche
20997,Ordinario,NANO Mario,M,TORINO,"Medicina e Chirurgia II ""San Luigi Gonzaga""",MED/18,06/C1,SCIENZE CLINICHE E BIOLOGICHE,2011,06 - Scienze mediche
20998,Ordinario,NANTE Nicola,M,SIENA,Medicina e Chirurgia,MED/42,06/M1,"FISIOPATOLOGIA, MEDICINA SPERIMENTALE E SANITA' PUBBLICA",2011,06 - Scienze mediche
20999,Ricercatore non confermato,NAPOLETANO Chiara,F,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/05,06/A2,MEDICINA SPERIMENTALE,2011,06 - Scienze mediche
21000,Ricercatore,NAPOLI Angela,F,"ROMA ""La Sapienza""",Medicina e Psicologia (*),MED/13,06/D2,MEDICINA CLINICA E MOLECOLARE,2011,06 - Scienze mediche
21001,Ricercatore,NAPOLI Anna,F,BARI,Medicina e Chirurgia,MED/08,06/A4,ANATOMIA PATOLOGICA,2011,06 - Scienze mediche
21002,Ricercatore,NAPOLI Christian,M,BARI,Medicina e Chirurgia,MED/42,06/M1,SCIENZE BIOMEDICHE ED ONCOLOGIA UMANA,2011,06 - Scienze mediche
21003,Ordinario,NAPOLI Claudio,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/05,06/A2,PATOLOGIA GENERALE,2011,06 - Scienze mediche
21004,Ricercatore,NAPOLI Nicola,M,BARI,Medicina e Chirurgia,MED/09,06/B1,DELL'EMERGENZA E DEI TRAPIANTI DI ORGANI,2011,06 - Scienze mediche
21005,Associato non confermato,NAPOLI Raffaele,M,Napoli Federico II,Medicina e Chirurgia,MED/09,06/B1,"MEDICINA CLINICA, SCIENZE CARDIOVASCOLARI E IMMUNOLOGICHE",2011,06 - Scienze mediche
21006,Associato confermato,NAPOLITANO Giorgio,M,CHIETI-PESCARA,Scienze dell'Educazione Motoria,MED/13,06/D2,SCIENZE DEL MOVIMENTO UMANO,2011,06 - Scienze mediche
21007,Associato confermato,NAPOLITANO Luca Maria,M,CHIETI-PESCARA,Medicina e Chirurgia,MED/18,06/C1,SCIENZE CHIRURGICHE SPERIMENTALI E CLINICHE,2011,06 - Scienze mediche
21008,Ricercatore,NAPOLITANO Vincenzo,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/18,06/C1,"SCIENZE ANESTESIOLOGICHE, CHIRURGICHE E DELLE EMERGENZE",2011,06 - Scienze mediche
21009,Ricercatore,NAPPA Salvatore,M,Napoli Federico II,Medicina e Chirurgia,MED/17,06/D4,MEDICINA PUBBLICA E DELLA SICUREZZA SOCIALE,2011,06 - Scienze mediche
21010,Ordinario,NAPPI Carmine,M,Napoli Federico II,Medicina e Chirurgia,MED/40,06/H1,"SCIENZE OSTETRICO-GINECOLOGICHE, UROLOGICHE E MEDICINA DELLA RIPRODUZIONE",2011,06 - Scienze mediche
21011,Ordinario,NAPPI Gianantonio,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/23,06/E1,SCIENZE CARDIO-TORACICHE E RESPIRATORIE,2011,06 - Scienze mediche
21012,Ricercatore,NAPPI Luigi,M,FOGGIA,Medicina e Chirurgia,MED/40,06/H1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
21013,Associato non confermato,NAPPI Rossella,F,PAVIA,Medicina e Chirurgia,MED/40,06/H1,"SCIENZE CLINICO-CHIRURGICHE, DIAGNOSTICHE E PEDIATRICHE",2011,06 - Scienze mediche
21014,Ricercatore,NARBONE Maria Carola,F,MESSINA,Medicina e Chirurgia,MED/26,06/D6,"NEUROSCIENZE, SCIENZE PSICHIATRICHE E ANESTESIOLOGICHE",2011,06 - Scienze mediche
21015,Associato confermato,NARDECCHIA Elio,M,L'AQUILA,Medicina e Chirurgia,MED/43,06/M2,MEDICINA INTERNA E SANITA' PUBBLICA,2011,06 - Scienze mediche
21016,Ordinario,NARDELLI Giovanni Battista,M,PADOVA,Medicina e Chirurgia,MED/40,06/H1,SALUTE DELLA DONNA E DEL BAMBINO SDB,2011,06 - Scienze mediche
21017,Ricercatore,NARDELLO Oreste,M,CAGLIARI,Medicina e Chirurgia,MED/18,06/C1,"CHIRURGICO, MATERNO, INFANTILE E DI SCIENZE DELLE IMMAGINI",2011,06 - Scienze mediche
21018,Ricercatore,NARDELLO Rosaria,F,PALERMO,Medicina e Chirurgia,MED/39,06/G1,UNIVERSITARIO MATERNO-INFANTILE E DI ANDROLOGIA E UROLOGIA,2011,06 - Scienze mediche
21019,Associato confermato,NARDI Alessandra,F,"ROMA ""Tor Vergata""",Scienze Matematiche Fisiche e Naturali,MED/01,06/M1,MATEMATICA,2011,06 - Scienze mediche
21020,Ricercatore,NARDI Bernardo,M,Politecnica delle MARCHE,,MED/25,06/D5,MEDICINA SPERIMENTALE E CLINICA,2011,06 - Scienze mediche
21021,Ricercatore,NARDI Emilio,M,PALERMO,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E SPECIALISTICA (DIMIS),2011,06 - Scienze mediche
21022,Ordinario,NARDI Francesco,M,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/08,06/A4,"SCIENZE RADIOLOGICHE, ONCOLOGICHE E ANATOMO-PATOLOGICHE",2011,06 - Scienze mediche
21023,Ricercatore,NARDI Gianna Maria,F,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/50,06/N1,SCIENZE ODONTOSTOMATOLOGICHE E MAXILLO-FACCIALI,2011,06 - Scienze mediche
21024,Ordinario,NARDI Marco,M,PISA,Medicina e Chirurgia,MED/30,06/F2,NEUROSCIENZE,2011,06 - Scienze mediche
21025,Ricercatore,NARDIELLO Salvatore,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/17,06/D4,MEDICO CHIRURGICO DI INTERNISTICA CLINICA E SPERIMENTALE,2011,06 - Scienze mediche
21026,Associato confermato,NARDO Bruno,M,BOLOGNA,Medicina e Chirurgia,MED/18,06/C1,CHIRURGIA GENERALE E DEI TRAPIANTI D'ORGANO,2011,06 - Scienze mediche
21027,Ricercatore,NARDONE Antonio,M,PIEMONTE ORIENTALE,Medicina e Chirurgia,MED/34,06/F4,MEDICINA CLINICA E SPERIMENTALE,2011,06 - Scienze mediche
21028,Associato confermato,NARDONE Gerardo,M,Napoli Federico II,Medicina e Chirurgia,MED/12,06/D4,MEDICINA CLINICA E SPERIMENTALE,2011,06 - Scienze mediche
21029,Ricercatore,NARDONE Luigia,F,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/36,06/I1,RADIOLOGIA,2011,06 - Scienze mediche
21030,Associato confermato,NARNI Franco,M,MODENA e REGGIO EMILIA,Medicina e Chirurgia,MED/15,06/D3,"ATTIVITA' INTEGRATA DI ONCOLOGIA, EMATOLOGIA E PATOLOGIA DELL'APPARATO RESPIRATORIO",2011,06 - Scienze mediche
21031,Ricercatore,NASCIMBENI Giuseppe,M,BRESCIA,Medicina e Chirurgia,MED/30,06/F2,"SPECIALITA'CHIRURGICHE, SCIENZE RADIOLOGICHE E MEDICO FORENSI",2011,06 - Scienze mediche
21032,Associato confermato,NASCIMBENI Riccardo,M,BRESCIA,Medicina e Chirurgia,MED/18,06/C1,SCIENZE MEDICHE E CHIRURGICHE,2011,06 - Scienze mediche
21033,Associato confermato,NASO Giuseppe,M,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/06,06/D3,"SCIENZE RADIOLOGICHE, ONCOLOGICHE E ANATOMO-PATOLOGICHE",2011,06 - Scienze mediche
21034,Ricercatore,NASO Pietro,M,CATANIA,,MED/18,06/C1,"Scienze Chirurgiche, Trapianti d'Organo e Tecnologie Avanzate",2011,06 - Scienze mediche
21035,Ordinario,NASTASI Antonino,M,FIRENZE,Medicina e Chirurgia,MED/42,06/M1,SANITA' PUBBLICA,2011,06 - Scienze mediche
21036,Ricercatore,NASTRI Livia,F,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/28,06/F1,"DISCIPLINE ODONTOSTOMATOLOGICHE, ORTODONTICHE E CHIRURGICHE",2011,06 - Scienze mediche
21037,Ricercatore,NATALE Luigi,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/36,06/I1,RADIOLOGIA,2011,06 - Scienze mediche
21038,Ricercatore,NATALE Massimo,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/27,06/E3,"SCIENZE ANESTESIOLOGICHE, CHIRURGICHE E DELLE EMERGENZE",2011,06 - Scienze mediche
21039,Ricercatore,NATALI Alessandro,M,FIRENZE,Medicina e Chirurgia,MED/24,06/E2,AREA CRITICA MEDICO-CHIRURGICA,2011,06 - Scienze mediche
21040,Associato confermato,NATALI Andrea,M,PISA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA,2011,06 - Scienze mediche
21041,Ricercatore,NATALICCHIO Annalisa,F,BARI,Scienze Biotecnologiche,MED/13,06/D2,DELL'EMERGENZA E DEI TRAPIANTI DI ORGANI,2011,06 - Scienze mediche
21042,Ricercatore,NATICCHIONI Enzo,M,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/18,06/C1,CHIRURGIA,2011,06 - Scienze mediche
21043,Straordinario,NATOLI Clara,F,CHIETI-PESCARA,Medicina e Chirurgia,MED/06,06/D3,ONCOLOGIA E MEDICINA SPERIMENTALE,2011,06 - Scienze mediche
21044,Ricercatore non confermato,NATOLI Silvia,F,"ROMA ""Tor Vergata""",Medicina e Chirurgia,MED/41,06/L1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
21045,Associato non confermato,NAVALESI Paolo,M,PIEMONTE ORIENTALE,Medicina e Chirurgia,MED/41,06/L1,Non disponibile,2011,06 - Scienze mediche
21046,Ordinario,NAVARRA Giuseppe,M,MESSINA,Medicina e Chirurgia,MED/18,06/C1,PATOLOGIA UMANA,2011,06 - Scienze mediche
21047,Ricercatore,NAZZARI Cristina,F,"ROMA ""La Sapienza""",Farmacia e Medicina (*),MED/07,06/A3,SANITA' PUBBLICA E MALATTIE INFETTIVE,2011,06 - Scienze mediche
21048,Associato confermato,NAZZARO Pietro,M,BARI,Medicina e Chirurgia,MED/09,06/B1,NEUROSCIENZE ED ORGANI D SENSO,2011,06 - Scienze mediche
21049,Ricercatore,NEBULONI Manuela,F,MILANO,Medicina e Chirurgia,MED/08,06/A4,SCIENZE CLINICHE,2011,06 - Scienze mediche
21050,Ordinario,NECOZIONE Stefano,M,L'AQUILA,Medicina e Chirurgia,MED/42,06/M1,MEDICINA INTERNA E SANITA' PUBBLICA,2011,06 - Scienze mediche
21051,Associato confermato,NEGLIA Rachele Giovanna,F,MODENA e REGGIO EMILIA,Farmacia,MED/07,06/A3,SCIENZE DI SANITA' PUBBLICA,2011,06 - Scienze mediche
21052,Associato confermato,NEGOSANTI Massimino,M,BOLOGNA,Medicina e Chirurgia,MED/35,06/D4,"MEDICINA INTERNA, DELL'INVECCHIAMENTO E MALATTIE NEFROLOGICHE",2011,06 - Scienze mediche
21053,Associato non confermato,NEGRI Giampiero,M,UNISR - San Raffaele,Medicina e Chirurgia,MED/21,06/E1,FACOLTA' DI MEDICINA E CHIRURGIA,2011,06 - Scienze mediche
21054,Ricercatore,NEGRI Paolo,M,PERUGIA,Medicina e Chirurgia,MED/28,06/F1,"SCIENZE CHIRURGICHE, RADIOLOGICHE ED ODONTOSTOMATOLOGICHE",2011,06 - Scienze mediche
21055,Associato confermato,NEGRI Romana,F,MILANO,Medicina e Chirurgia,MED/39,06/G1,MEDICINA INTERNA,2011,06 - Scienze mediche
21056,Ricercatore,NEGRINI Massimo,M,FERRARA,Medicina e Chirurgia,MED/06,06/D3,MEDICINA SPERIMENTALE E DIAGNOSTICA,2011,06 - Scienze mediche
21057,Associato non confermato,NEGRINI Stefano,M,BRESCIA,Medicina e Chirurgia,MED/34,06/F4,SCIENZE MEDICHE E CHIRURGICHE,2011,06 - Scienze mediche
21058,Associato confermato,NEGRO Corrado,M,TRIESTE,Medicina e Chirurgia,MED/44,06/M2,UNIVERSITARIO CLINICO DI SCIENZE DELLA RIPRODUZIONE E DELLO SVILUPPO E DI SCIENZE DI MEDICINA PUBBLICA,2011,06 - Scienze mediche
21059,Ricercatore,NEGRO Francesco,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/18,06/C1,CLINICA CHIRURGICA GENERALE,2011,06 - Scienze mediche
21060,Ordinario,NEGRO Paolo,M,"ROMA ""La Sapienza""",Farmacia e Medicina (*),MED/18,06/C1,CHIRURGIA GENERALE E SPECIALISTICA,2011,06 - Scienze mediche
21061,Associato confermato,NEMNI Raffaello,M,MILANO,Medicina e Chirurgia,MED/26,06/D6,SCIENZE E TECNOLOGIE BIOMEDICHE,2011,06 - Scienze mediche
21062,Ricercatore,NENCIONI Alessio,M,GENOVA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E SPECIALITA' MEDICHE,2011,06 - Scienze mediche
21063,Ricercatore,NENCIONI Lucia,F,"ROMA ""La Sapienza""",Farmacia e Medicina (*),MED/07,06/A3,SANITA' PUBBLICA E MALATTIE INFETTIVE,2011,06 - Scienze mediche
21064,Ricercatore,NERI Alessandro,M,SIENA,Medicina e Chirurgia,MED/18,06/C1,PATOLOGIA UMANA ED ONCOLOGIA,2011,06 - Scienze mediche
21065,Ricercatore,NERI Anna,F,"ROMA ""Tor Vergata""",Medicina e Chirurgia,MED/44,06/M2,BIOPATOLOGIA E DIAGNOSTICA PER IMMAGINI,2011,06 - Scienze mediche
21066,Associato confermato,NERI Antonino,M,MILANO,Medicina e Chirurgia,MED/15,06/D3,SCIENZE MEDICHE,2011,06 - Scienze mediche
21067,Associato confermato,NERI Bruno,M,FIRENZE,Medicina e Chirurgia,MED/06,06/D3,MEDICINA INTERNA,2011,06 - Scienze mediche
21068,Ricercatore,NERI Emanuele,M,PISA,Medicina e Chirurgia,MED/36,06/I1,"ONCOLOGIA,DEI TRAPIANTI E DELLE NUOVE TECNOLOGIE IN MEDICINA",2011,06 - Scienze mediche
21069,Ordinario,NERI Francesca,F,MILANO-BICOCCA,Medicina e Chirurgia,MED/39,06/G1,NEUROSCIENZE E TECNOLOGIE BIOMEDICHE,2011,06 - Scienze mediche
21070,Ricercatore,NERI Giampiero,M,CHIETI-PESCARA,Medicina e Chirurgia,MED/31,06/F3,NEUROSCIENZE E IMAGING,2011,06 - Scienze mediche
21071,Ordinario,NERI Giovanni,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/03,06/A1,GENETICA MEDICA,2011,06 - Scienze mediche
21072,Ricercatore,NERI Isabella,F,MODENA e REGGIO EMILIA,Medicina e Chirurgia,MED/47,06/N1,ATTIVITA' INTEGRATA MATERNO INFANTILE,2011,06 - Scienze mediche
21073,Ricercatore,NERI Margherita,F,FOGGIA,Medicina e Chirurgia,MED/43,06/M2,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
21074,Associato confermato,NERI Matteo,M,CHIETI-PESCARA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA E SCIENZE DELL' INVECCHIAMENTO,2011,06 - Scienze mediche
21075,Associato confermato,NERI Mirco,M,MODENA e REGGIO EMILIA,Medicina e Chirurgia,MED/09,06/B1,"MEDICINA, ENDOCRINOLOGIA, METABOLISMO E GERIATRIA",2011,06 - Scienze mediche
21076,Ricercatore non confermato,NERI Piergiorgio,M,Politecnica delle MARCHE,,MED/30,06/F2,MEDICINA SPERIMENTALE E CLINICA,2011,06 - Scienze mediche
21077,Ricercatore,NERI Sergio,M,CATANIA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E PATOLOGIE SISTEMICHE,2011,06 - Scienze mediche
21078,Associato confermato,NERI Tauro Maria,M,PARMA,Medicina e Chirurgia,MED/03,06/A1,"CLINICA MEDICA, NEFROLOGIA E SCIENZE DELLA PREVENZIONE",2011,06 - Scienze mediche
21079,Ordinario,NERI Vincenzo,M,FOGGIA,Medicina e Chirurgia,MED/18,06/C1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
21080,Ricercatore,NESCI Domenico Arturo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/25,06/D5,PSICHIATRIA E PSICOLOGIA,2011,06 - Scienze mediche
21081,Associato non confermato,NESI Gabriella,F,FIRENZE,Medicina e Chirurgia,MED/08,06/A4,AREA CRITICA MEDICO-CHIRURGICA,2011,06 - Scienze mediche
21082,Ordinario,NESPOLI Angelo,M,MILANO-BICOCCA,Medicina e Chirurgia,MED/18,06/C1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
21083,Ricercatore,NESPOLI Antonella,F,MILANO-BICOCCA,Medicina e Chirurgia,MED/47,06/N1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
21084,Ricercatore,NESPOLI Luca Carlo,M,MILANO-BICOCCA,Medicina e Chirurgia,MED/18,06/C1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
21085,Ordinario,NESPOLI Luigi,M,INSUBRIA,,MED/38,06/G1,Medicina Clinica e Sperimentale,2011,06 - Scienze mediche
21086,Ricercatore,NETTI Giuseppe Stefano,M,FOGGIA,Medicina e Chirurgia,MED/05,06/A2,SCIENZE BIOMEDICHE,2011,06 - Scienze mediche
21087,Ricercatore a t.d. (art.1 comma 14 L. 230/05),NEVE Anna,F,FOGGIA,,MED/16,,SCIENZE MEDICHE E CHIRURGICHE,2011,06 - Scienze mediche
21088,Ricercatore,NGUYEN Bich Lien,F,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/11,06/D1,"SCIENZE CARDIOVASCOLARI, RESPIRATORIE, NEFROLOGICHE E GERIATRICHE",2011,06 - Scienze mediche
21089,Ricercatore,NICCOLI Giampaolo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/11,06/D1,CARDIOLOGIA,2011,06 - Scienze mediche
21090,Ricercatore,NICCOLI ASABELLA Artor,M,BARI,Medicina e Chirurgia,MED/36,06/I1,INTERDISCIPLINARE DI MEDICINA (DIM),2011,06 - Scienze mediche
21091,Ordinario,NICHELLI Paolo Frigio,M,MODENA e REGGIO EMILIA,Medicina e Chirurgia,MED/26,06/D6,NEUROSCIENZE,2011,06 - Scienze mediche
21092,Ordinario,NICITA Giulio,M,FIRENZE,Medicina e Chirurgia,MED/24,06/E2,AREA CRITICA MEDICO-CHIRURGICA,2011,06 - Scienze mediche
21093,Ricercatore,NICOCIA Giacomo,M,MESSINA,Medicina e Chirurgia,MED/05,06/A2,ODONTOSTOMATOLOGIA,2011,06 - Scienze mediche
21094,Ordinario,NICOLAI Piero,M,BRESCIA,Medicina e Chirurgia,MED/31,06/F3,"SPECIALITA'CHIRURGICHE, SCIENZE RADIOLOGICHE E MEDICO FORENSI",2011,06 - Scienze mediche
21095,Ricercatore,NICOLANTI Virgilio,M,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/18,06/C1,CHIRURGIA,2011,06 - Scienze mediche
21096,Associato confermato,NICOLETTI Alessandra Maria R.,F,CATANIA,,MED/26,06/D6,"Anatomia, Biologia e Genetica, Medicina Legale, Neuroscienze, Patologia Diagnostica, Igiene e Sanita' Pubblica (Gian Filippo Ingrassia)",2011,06 - Scienze mediche
21097,Ordinario,NICOLETTI Ferdinando,M,CATANIA,,MED/46,06/A2,Scienze Bio-Mediche,2011,06 - Scienze mediche
21098,Ricercatore,NICOLETTI Giovanni,M,PAVIA,Medicina e Chirurgia,MED/19,06/E2,"SCIENZE CHIRURGICHE, RIANIMATORIE-RIABILITATIVE E DEI TRAPIANTI D'ORGANO",2011,06 - Scienze mediche
21099,Straordinario,NICOLETTI Giovanni Francesco,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/19,06/E2,"SCIENZE ORTOPEDICHE, TRAUMATOLOGICHE, RIABILITATIVE E PLASTICO-RICOSTRUTTIVE",2011,06 - Scienze mediche
21100,Associato confermato,NICOLETTI Ildo,M,PERUGIA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA CLINICA E SPERIMENTALE,2011,06 - Scienze mediche
21101,Associato confermato,NICOLETTI Mauro,M,CHIETI-PESCARA,Medicina e Chirurgia,MED/07,06/A3,SCIENZE BIOMEDICHE,2011,06 - Scienze mediche
21102,Ricercatore,NICOLETTI Monica,F,"ROMA ""La Sapienza""",Farmacia e Medicina (*),MED/43,06/M2,"Scienze anatomiche, istologiche, medico-legali e dell'apparato locomotore",2011,06 - Scienze mediche
21103,Ricercatore,NICOLINI Andrea,M,PISA,Medicina e Chirurgia,MED/06,06/D3,MEDICINA INTERNA,2011,06 - Scienze mediche
21104,Ricercatore,NICOLINI Francesco,M,PARMA,Medicina e Chirurgia,MED/23,06/E1,SCIENZE OTORINO-ODONTO-OFTALMOLOGICHE E CERVICO-FACCIALI,2011,06 - Scienze mediche
21105,Ricercatore a t.d. (art.1 comma 14 L. 230/05),NICOLO' Massimo,M,GENOVA,,MED/30,06/F2,"NEUROSCIENZE, RIABILITAZIONE, OFTALMOLOGIA E GENETICA E SCIENZE MATERNO-INFANTILI (DINOGMI)",2011,06 - Scienze mediche
21106,Associato non confermato,NICOLO' Michele,M,Napoli Federico II,Medicina e Chirurgia,MED/50,06/N1,SCIENZE ODONTOSTOMATOLOGICHE E MAXILLO-FACCIALI,2011,06 - Scienze mediche
21107,Ordinario,NICOLOSI Angelo,M,CAGLIARI,Medicina e Chirurgia,MED/18,06/C1,CHIRURGIA E SCIENZE ODONTOSTOMATOLOGICHE,2011,06 - Scienze mediche
21108,Ricercatore non confermato,NICOLOSI Daria,F,CATANIA,,MED/07,06/A3,Scienze Bio-Mediche,2011,06 - Scienze mediche
21109,Ordinario,NICOLOSI Vito Mar,M,CATANIA,,MED/07,06/A3,Scienze Bio-Mediche,2011,06 - Scienze mediche
21110,Ordinario,NICOTINA Piero Antonio,M,MESSINA,Medicina e Chirurgia,MED/08,06/A4,PATOLOGIA UMANA,2011,06 - Scienze mediche
21111,Ricercatore,NIGRI Giuseppe,M,"ROMA ""La Sapienza""",Medicina e Psicologia (*),MED/18,06/C1,SCIENZE MEDICO-CHIRURGICHE E DI MEDICINA TRASLAZIONALE,2011,06 - Scienze mediche
21112,Ricercatore,NIGRO Casimiro,M,"ROMA ""Tor Vergata""",Medicina e Chirurgia,MED/18,06/C1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
21113,Ricercatore,NIGRO Gerardo,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/11,06/D1,SCIENZE CARDIO-TORACICHE E RESPIRATORIE,2011,06 - Scienze mediche
21114,Associato confermato,NIGRO Giovanni,M,L'AQUILA,Medicina e Chirurgia,MED/38,06/G1,MEDICINA INTERNA E SANITA' PUBBLICA,2011,06 - Scienze mediche
21115,Associato confermato,NIGRO Luciano Concetto,M,CATANIA,,MED/17,06/D4,Biomedicina Clinica e Molecolare,2011,06 - Scienze mediche
21116,Ordinario,NIGRO Vincenzo,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/03,06/A1,PATOLOGIA GENERALE,2011,06 - Scienze mediche
21117,Associato confermato,NIOLA Massimo,M,Napoli Federico II,Medicina e Chirurgia,MED/43,06/M2,MEDICINA PUBBLICA E DELLA SICUREZZA SOCIALE,2011,06 - Scienze mediche
21118,Ricercatore,NIOLU Cinzia,F,"ROMA ""Tor Vergata""",Medicina e Chirurgia,MED/25,06/D5,NEUROSCIENZE,2011,06 - Scienze mediche
21119,Ricercatore,NISI Giuseppe,M,SIENA,Medicina e Chirurgia,MED/19,06/E2,CHIRURGIA,2011,06 - Scienze mediche
21120,Ricercatore,NISTICO' Steven Paul,M,"ROMA ""Tor Vergata""",Medicina e Chirurgia,MED/35,06/D4,MEDICINA INTERNA,2011,06 - Scienze mediche
21121,Ordinario,NITTI Donato,M,PADOVA,Medicina e Chirurgia,MED/18,06/C1,SCIENZE ONCOLOGICHE E CHIRURGICHE,2011,06 - Scienze mediche
21122,Ricercatore,NITTI Mariapaola,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MED/04,06/A2,MEDICINA SPERIMENTALE,2011,06 - Scienze mediche
21123,Ricercatore,NIVOLI Alessandra,F,SASSARI,Medicina e Chirurgia,MED/25,06/D5,NEUROSCIENZE E SCIENZE MATERNO INFANTILI,2011,06 - Scienze mediche
21124,Ricercatore,NIZEGORODCEW Tomasz,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/33,06/F4,CLINICA ORTOPEDICA,2011,06 - Scienze mediche
21125,Associato non confermato,NOBILE Carmelo,M,CATANZARO,,MED/42,06/M1,Scienze della Salute,2011,06 - Scienze mediche
21126,Associato confermato,NOBILE-ORAZIO Eduardo,M,MILANO,Medicina e Chirurgia,MED/26,06/D6,SCIENZE NEUROLOGICHE,2011,06 - Scienze mediche
21127,Ordinario,NOBILI Bruno,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/38,06/G1,PEDIATRIA,2011,06 - Scienze mediche
21128,Associato confermato,NOBILI Flavia,F,"ROMA ""La Sapienza""",Medicina e Psicologia (*),MED/40,06/H1,SCIENZE GINECOLOGICO-OSTETRICHE E SCIENZE UROLOGICHE,2011,06 - Scienze mediche
21129,Ricercatore,NOCCHI Silvia,F,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/09,06/B1,MEDICINA INTERNA E SPECIALITA' MEDICHE,2011,06 - Scienze mediche
21130,Ricercatore,NOCE Luigino,M,UDINE,,MED/18,06/C1,Scienze Mediche e Biologiche,2011,06 - Scienze mediche
21131,Ricercatore,NOCENTINI Ugo,M,"ROMA ""Tor Vergata""",Medicina e Chirurgia,MED/26,06/D6,NEUROSCIENZE,2011,06 - Scienze mediche
21132,Associato confermato,NOCI Ivo,M,FIRENZE,Medicina e Chirurgia,MED/40,06/H1,"GINECOLOGIA, PERINATOLOGIA E RIPRODUZIONE UMANA",2011,06 - Scienze mediche
21133,Ordinario,NOCINI Pier Francesco,M,VERONA,,MED/29,06/E3,Chirurgia,2011,06 - Scienze mediche
21134,Associato confermato,NODARI Savina,F,BRESCIA,Medicina e Chirurgia,MED/11,06/D1,MEDICINA SPERIMENTALE E APPLICATA,2011,06 - Scienze mediche
21135,Ordinario,NOFRONI Italo,M,"ROMA ""La Sapienza""",Farmacia e Medicina (*),MED/01,06/M1,SANITA' PUBBLICA E MALATTIE INFETTIVE,2011,06 - Scienze mediche
