Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Straordinario,RIGAMONTI Riccarda,F,Politecnico di TORINO,Architettura,ICAR/14,,PROGETTAZIONE ARCHITETTONICA E DI DISEGNO INDUSTRIALE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RIGHETTI Maurizio,M,TRENTO,Ingegneria,ICAR/02,,FACOLTA' DI INGEGNERIA,2001,08 - Ingegneria civile ed Architettura
Ordinario,RIGHI Pier Vincenzo,M,BOLOGNA,Ingegneria,ICAR/07,,"INGEGNERIA DELLE STRUTTURE,TRASPORTI ,ACQUE,RILEVAMENTO DEL TERRITORIO",2001,08 - Ingegneria civile ed Architettura
Ordinario,RIGILLO Arturo,M,Napoli Federico II,Architettura,ICAR/21,,URBANISTICA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RIGNANESE Leonardo,M,Politecnico di BARI,Architettura,ICAR/21,,SCIENZE DELL'INGEGNERIA CIVILE E DELL'ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RIGON Riccardo,M,TRENTO,Ingegneria,ICAR/02,,INGEGNERIA CIVILE E AMBIENTALE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RINALDI Alessandro,M,FIRENZE,Architettura,ICAR/18,,ARCHITETTURA- DISEGNO STORIA PROGETTO,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,RINALDI Sergio,M,"CAMPANIA - ""L. VANVITELLI""",Architettura,ICAR/12,,RESTAURO E COSTRUZIONE DELL'ARCHITETTURA E DELL'AMBIENTE,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,RINALDI Zila,F,CASSINO e LAZIO MERIDIONALE,Ingegneria,ICAR/09,,INGEGNERIA CIVILE,2001,08 - Ingegneria civile ed Architettura
Ordinario,RINALDO Andrea,M,PADOVA,Ingegneria,ICAR/02,,"INGEGNERIA IDRAULICA, MARITTIMA, AMBIENTALE E GEOTECNICA",2001,08 - Ingegneria civile ed Architettura
Associato confermato,RINAUDO Fulvio,M,Politecnico di TORINO,Ingegneria,ICAR/06,,ARCHITETTURA E DESIGN,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,RINELLI Savino,M,Politecnico di MILANO,Ingegneria,ICAR/04,,"INGEGNERIA IDRAULICA, AMBIENTALE, INFRASTRUTTURE VIARIE, RILEVAMENTO",2001,08 - Ingegneria civile ed Architettura
Ricercatore,RINO Fulvio,M,Napoli Federico II,Architettura,ICAR/17,,PROGETTAZIONE ARCHITETTONICA ED AMBIENTALE: TEORIE E METODOLOGIE OPERATIVE,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RISPOLI Francesco,M,Napoli Federico II,Ingegneria,ICAR/14,,PROGETTAZIONE URBANA E DI URBANISTICA,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RITOSSA Gian Paolo,M,CAGLIARI,Ingegneria,ICAR/05,,INGEGNERIA DEL TERRITORIO,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RIVA Danilo,M,Politecnico di TORINO,Architettura,ICAR/12,,SCIENZE E TECNICHE PER I PROCESSI DI INSEDIAMENTO,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RIVA Gianna,F,Università IUAV di VENEZIA,Architettura,ICAR/12,,DIPARTIMENTO IUAV PER LA RICERCA,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,RIVA Paolo,M,BRESCIA,Ingegneria,ICAR/09,,PROGETTAZIONE E TECNOLOGIE,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,RIZZANO Gianvittorio,M,SALERNO,Ingegneria,ICAR/09,,INGEGNERIA CIVILE/DICIV,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RIZZI Egidio,M,BERGAMO,Ingegneria,ICAR/08,,PROGETTAZIONE E TECNOLOGIE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RIZZI Giacomo,M,Politecnico di MILANO,Architettura III,ICAR/16,,"INDUSTRIAL DESIGN, DELLE ARTI DELLA COMUNICAZIONE E DELLA MODA - INDACO",2001,08 - Ingegneria civile ed Architettura
Ordinario,RIZZI Nicola Luigi,M,ROMA TRE,Architettura,ICAR/08,,STRUTTURE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RIZZI Renato,M,Università IUAV di VENEZIA,Architettura,ICAR/14,,DIPARTIMENTO IUAV PER LA RICERCA,2001,08 - Ingegneria civile ed Architettura
Ordinario,RIZZO Francesco,M,CATANIA,Ingegneria,ICAR/22,,INGEGNERIA CIVILE E AMBIENTALE,2001,08 - Ingegneria civile ed Architettura
Ordinario,RIZZO Giulio Gino,M,FIRENZE,Architettura,ICAR/21,,URBANISTICA E PIANIFICAZIONE DEL TERRITORIO,2001,08 - Ingegneria civile ed Architettura
Ordinario,RIZZO Santi,M,PALERMO,Ingegneria,ICAR/08,,"INGEGNERIA STRUTTURALE, AEROSPAZIALE E GEOTECNICA (DISAG)",2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,RIZZONI Raffaella,F,FERRARA,Ingegneria,ICAR/08,,INGEGNERIA,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROBBA Gianni Giacomo,M,Politecnico di TORINO,Architettura,ICAR/17,,SCIENZE E TECNICHE PER I PROCESSI DI INSEDIAMENTO,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROBERTI Roberto,M,TRIESTE,Ingegneria,ICAR/04,,INGEGNERIA E ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,ROBERTO Sebastiano,M,SIENA,Lettere e Filosofia di Arezzo,ICAR/18,,TEORIA E DOCUMENTAZIONE DELLE TRADIZIONI CULTURALI,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,ROBIGLIO Matteo,M,Politecnico di TORINO,Architettura,ICAR/14,,ARCHITETTURA E DESIGN,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROBOTTI Ciro,M,"CAMPANIA - ""L. VANVITELLI""",Architettura,ICAR/17,,STORIA RESTAURO E COSTRUZIONE DELL'ARCHITETTURA E DELL'AMBIENTE,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROBUSTELLI Gianpaolo,M,Università IUAV di VENEZIA,Architettura,ICAR/14,,Non disponibile,2001,08 - Ingegneria civile ed Architettura
Straordinario,ROCA DE AMICIS Augusto,M,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/18,,"STORIA, DISEGNO E RESTAURO DELL'ARCHITETTURA",2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROCCATAGLIATA Gianfranco,M,Università IUAV di VENEZIA,Architettura,ICAR/12,,COSTRUZIONE DELL'ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROCCATI Roberto,M,Politecnico di TORINO,Architettura,ICAR/09,,INGEGNERIA STRUTTURALE E GEOTECNICA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROCCHETTO Stefano,M,Università IUAV di VENEZIA,Architettura,ICAR/14,,DIPARTIMENTO IUAV PER LA RICERCA,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROCCHI Paolo,M,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/19,,"STORIA, DISEGNO E RESTAURO DELL'ARCHITETTURA",2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROCCO Giorgio,M,CHIETI-PESCARA,Architettura,ICAR/18,,SCIENZE DELL'INGEGNERIA CIVILE E DELL'ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROCCO Luciano,M,"ROMA ""La Sapienza""",Architettura Valle Giulia,ICAR/15,,ARCHITETTURA E PROGETTO,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,ROCCO Maria Grazia,F,Politecnico di BARI,Ingegneria,ICAR/17,,ARCHITETTURA E URBANISTICA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROCERETO Antimo,M,Napoli Federico II,Architettura,ICAR/14,,CONSERVAZIONE DEI BENI ARCHITETTONICI ED AMBIENTALI,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RODONO' Umberto Giuseppe,M,CATANIA,Ingegneria,ICAR/11,,ARCHITETTURA E URBANISTICA,2001,08 - Ingegneria civile ed Architettura
Straordinario,ROGGERO Costanza,F,Politecnico di TORINO,Architettura II,ICAR/18,,"INTERATENEO DI SCIENZE, PROGETTO E POLITICHE DEL TERRITORIO",2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROLANDO Andrea,M,Politecnico di MILANO,Architettura,ICAR/17,,ARCHITETTURA E PIANIFICAZIONE,2001,08 - Ingegneria civile ed Architettura
Straordinario,ROLLE Enrico,M,"ROMA ""La Sapienza""",Ingegneria,ICAR/03,,"INGEGNERIA CIVILE, EDILE E AMBIENTALE",2001,08 - Ingegneria civile ed Architettura
Ordinario,ROLLI Gian Ludovico,M,L'AQUILA,Ingegneria,ICAR/20,,ARCHITETTURA ED URBANISTICA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROMA Biagio,M,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/17,,"STORIA, DISEGNO E RESTAURO DELL'ARCHITETTURA",2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROMANAZZI Eligio,M,Politecnico di BARI,Ingegneria,ICAR/02,,INGEGNERIA DELLE ACQUE E DI CHIMICA,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROMANELLI Francesco,M,"ROMA ""La Sapienza""",Architettura Valle Giulia,ICAR/12,,"DATA-DESIGN, TECNOLOGIA DELL'ARCHITETTURA,TERRITORIO E AMBIENTE",2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROMANO Bernardino,M,L'AQUILA,Ingegneria,ICAR/20,,ARCHITETTURA ED URBANISTICA,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROMANO Giovanni,M,Napoli Federico II,Ingegneria,ICAR/08,,INGEGNERIA STRUTTURALE,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROMANO Marco Angelo Pietro,M,GENOVA,Architettura,ICAR/21,,STORIA E PROGETTO DELL'ARCHITETTURA DEL TERRITORIO E DEL PAESAGGIO,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROMBY Giuseppina Carla,F,FIRENZE,Architettura,ICAR/18,,STUDI STORICI E GEOGRAFICI,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROMEO Cesare Renzo,M,Politecnico di TORINO,Architettura II,ICAR/19,,ARCHITETTURA E DESIGN,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,ROMEO Emanuele,M,Politecnico di TORINO,Architettura II,ICAR/19,,ARCHITETTURA E DESIGN,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,ROMEO Francesco,M,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/08,,INGEGNERIA STRUTTURALE E GEOTECNICA,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROMEO Pierluigi,M,"ROMA ""La Sapienza""",Ingegneria,ICAR/10,,ARCHITETTURA E URBANISTICA PER L'INGEGNERIA,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROMOLI Giorgio,M,"ROMA ""La Sapienza""",Architettura Valle Giulia,ICAR/14,,ARCHITETTURA E PROGETTO,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RONCA Paola,F,Politecnico di MILANO,Architettura II,ICAR/09,,INGEGNERIA STRUTTURALE,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RONCAI Luciano,M,Politecnico di MILANO,Architettura,ICAR/18,,ARCHITETTURA E PIANIFICAZIONE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RONCHETTA Alfredo,M,Politecnico di TORINO,Architettura II,ICAR/17,,ARCHITETTURA E DESIGN,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RONCHETTA Chiara,F,Politecnico di TORINO,Architettura,ICAR/14,,PROGETTAZIONE ARCHITETTONICA E DI DISEGNO INDUSTRIALE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RONCHETTA Donatella,F,Politecnico di TORINO,Architettura II,ICAR/18,,CASA-CITTA',2001,08 - Ingegneria civile ed Architettura
Ricercatore,RONCHI Alfredo,M,Politecnico di MILANO,Architettura III,ICAR/10,,BUILDING ENVIRONMENT SCIENCES AND TECHNOLOGY - BEST,2001,08 - Ingegneria civile ed Architettura
Ricercatore,RONDINELLA Ruggero,M,"ROMA ""La Sapienza""",Ingegneria,ICAR/10,,"INGEGNERIA CIVILE, EDILE E AMBIENTALE",2001,08 - Ingegneria civile ed Architettura
Associato confermato,RONZANI Guido,M,BOLOGNA,"Architettura ""Aldo Rossi""",ICAR/20,,ARCHITETTURA E PIANIFICAZIONE TERRITORIALE,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROSA Giancarlo,M,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/16,,ARCHITETTURA E PROGETTO,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,ROSATI Gianpaolo,M,Politecnico di MILANO,Architettura,ICAR/09,,INGEGNERIA STRUTTURALE,2001,08 - Ingegneria civile ed Architettura
Straordinario,ROSATI Luciano,M,Napoli Federico II,Ingegneria,ICAR/08,,INGEGNERIA STRUTTURALE,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROSATO Paolo,M,TRIESTE,Ingegneria,ICAR/22,,INGEGNERIA E ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSATTI Giorgio,M,TRENTO,Ingegneria,ICAR/01,,INGEGNERIA CIVILE E AMBIENTALE,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROSCELLI Riccardo,M,Politecnico di TORINO,Architettura,ICAR/22,,"INTERATENEO DI SCIENZE, PROGETTO E POLITICHE DEL TERRITORIO",2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROSETI Claudio,M,Mediterranea di REGGIO CALABRIA,Architettura,ICAR/14,,ARCHITETTURA E ANALISI DELLA CITTA' MEDITERRANEA,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROSI Massimo,M,Napoli Federico II,Architettura,ICAR/17,,PIANIFICAZIONE E SCIENZA DEL TERRITORIO,2001,08 - Ingegneria civile ed Architettura
Straordinario,ROSSARI Augusto Gabriele,M,Politecnico di MILANO,Architettura,ICAR/18,,PROGETTAZIONE DELL'ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSSETTI Antonio,M,Napoli Federico II,Architettura,ICAR/14,,PROGETTAZIONE ARCHITETTONICA ED AMBIENTALE: TEORIE E METODOLOGIE OPERATIVE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSSETTI Maria Grazia,F,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/16,,"DATA-DESIGN, TECNOLOGIA DELL'ARCHITETTURA,TERRITORIO E AMBIENTE",2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSSETTI Roberto,M,Politecnico di TORINO,Ingegneria,ICAR/09,,INGEGNERIA STRUTTURALE E GEOTECNICA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSSI Adriana,F,"CAMPANIA - ""L. VANVITELLI""",Architettura,ICAR/17,,INGEGNERIA CIVILE,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROSSI Aldo Loris,M,Napoli Federico II,Architettura,ICAR/14,,PROGETTAZIONE ARCHITETTONICA ED AMBIENTALE: TEORIE E METODOLOGIE OPERATIVE,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROSSI Fabio,M,SALERNO,Ingegneria,ICAR/02,,INGEGNERIA CIVILE/DICIV,2001,08 - Ingegneria civile ed Architettura
Assistente r.e.,ROSSI Federico,M,Napoli Federico II,Architettura,ICAR/12,,Non disponibile,2001,08 - Ingegneria civile ed Architettura
Straordinario,ROSSI Francesco,M,della CALABRIA,Ingegneria,ICAR/20,,PIANIFICAZIONE TERRITORIALE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSSI Giampaolo,M,"ROMA ""La Sapienza""",Ingegneria,ICAR/04,,"INGEGNERIA CIVILE, EDILE E AMBIENTALE",2001,08 - Ingegneria civile ed Architettura
Ordinario,ROSSI Giuseppe,M,CATANIA,Ingegneria,ICAR/02,,INGEGNERIA CIVILE E AMBIENTALE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSSI Michela,F,FIRENZE,Architettura,ICAR/17,,"INDUSTRIAL DESIGN, DELLE ARTI DELLA COMUNICAZIONE E DELLA MODA - INDACO",2001,08 - Ingegneria civile ed Architettura
Associato non confermato,ROSSI Piergiorgio,M,ROMA TRE,Architettura,ICAR/12,,STRUTTURE,2001,08 - Ingegneria civile ed Architettura
Straordinario,ROSSI Piero Ostilio,M,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/14,,ARCHITETTURA E PROGETTO,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSSI Rossella,F,FIRENZE,Architettura,ICAR/21,,URBANISTICA E PIANIFICAZIONE DEL TERRITORIO,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROSSI Sara,F,Mediterranea di REGGIO CALABRIA,Architettura,ICAR/21,,ARCHITETTURA E ANALISI DELLA CITTA' MEDITERRANEA,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROSSI DORIA Bernardo,M,PALERMO,Architettura,ICAR/21,,ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Straordinario,ROSSI PRODI Fabrizio,M,FIRENZE,Architettura,ICAR/14,,ARCHITETTURA- DISEGNO STORIA PROGETTO,2001,08 - Ingegneria civile ed Architettura
Assistente r.e.,ROSSITTO Sebastiano,M,PALERMO,Ingegneria,ICAR/20,,ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,ROSSL Stefania,F,BOLOGNA,"Architettura ""Aldo Rossi""",ICAR/14,,ARCHITETTURA E PIANIFICAZIONE TERRITORIALE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROSSO Maurizio,M,Politecnico di TORINO,Ingegneria,ICAR/01,,"IDRAULICA, TRASPORTI E INFRASTRUTTURE CIVILI",2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,ROSSO Michela,F,Politecnico di TORINO,Architettura,ICAR/18,,ARCHITETTURA E DESIGN,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROSSO Renzo,M,Politecnico di MILANO,Ingegneria,ICAR/02,,"INGEGNERIA IDRAULICA, AMBIENTALE, INFRASTRUTTURE VIARIE, RILEVAMENTO",2001,08 - Ingegneria civile ed Architettura
Straordinario,ROTH Giorgio,M,GENOVA,Ingegneria,ICAR/02,,"INFORMATICA, SISTEMISTICA E TELEMATICA",2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROTONDA Tatiana,F,"ROMA ""La Sapienza""",Ingegneria,ICAR/07,,INGEGNERIA STRUTTURALE E GEOTECNICA,2001,08 - Ingegneria civile ed Architettura
Ordinario,ROTONDI Sergio,M,L'AQUILA,Ingegneria,ICAR/14,,ARCHITETTURA ED URBANISTICA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROTONDO Gianpaolo,M,Napoli Federico II,Ingegneria,ICAR/03,,"INGEGNERIA IDRAULICA, GEOTECNICA E AMBIENTALE",2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,ROTUNNO Tommaso,M,FIRENZE,Architettura,ICAR/08,,COSTRUZIONI E RESTAURO,2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROVATI Marco,M,TRENTO,Ingegneria,ICAR/08,,INGEGNERIA MECCANICA E STRUTTURALE,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROVIGATTI Pietro,M,CHIETI-PESCARA,Architettura,ICAR/21,,ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,ROYER CARFAGNI Gianni Furio Mario,M,PARMA,Architettura,ICAR/08,,"INGEGNERIA CIVILE, DELL'AMBIENTE, DEL TERRITORIO E ARCHITETTURA",2001,08 - Ingegneria civile ed Architettura
Associato confermato,ROZZI Alberto,M,Politecnico di MILANO,Ingegneria,ICAR/03,,"INGEGNERIA IDRAULICA, AMBIENTALE, INFRASTRUTTURE VIARIE, RILEVAMENTO",2001,08 - Ingegneria civile ed Architettura
Ordinario,ROZZI Renato Luigi,M,Politecnico di MILANO,Architettura,ICAR/21,,ARCHITETTURA E PIANIFICAZIONE,2001,08 - Ingegneria civile ed Architettura
Ordinario,RUBATTA Antonello,M,BOLOGNA,Ingegneria,ICAR/01,,"INGEGNERIA DELLE STRUTTURE,TRASPORTI ,ACQUE,RILEVAMENTO DEL TERRITORIO",2001,08 - Ingegneria civile ed Architettura
Associato confermato,RUBINO Gregorio,M,Napoli Federico II,Architettura,ICAR/18,,STORIA DELL'ARCHITETTURA E RESTAURO,2001,08 - Ingegneria civile ed Architettura
Ordinario,RUDI Arrigo,M,Università IUAV di VENEZIA,Design e Arti,ICAR/16,,PROGETTAZIONE ARCHITETTONICA,2001,08 - Ingegneria civile ed Architettura
Ordinario,RUFFILLI Massimo,M,FIRENZE,Architettura,ICAR/13,,TECNOLOGIE DELL'ARCHITETTURA E DESIGN,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RUGGIERI Maria Clara,F,PALERMO,Architettura,ICAR/14,,ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Assistente r.e.,RUGGIERI Sergio,M,"ROMA ""La Sapienza""",Architettura Valle Giulia,ICAR/08,,INGEGNERIA STRUTTURALE E GEOTECNICA,2001,08 - Ingegneria civile ed Architettura
Associato confermato,RUISI Vincenzo,M,PALERMO,Ingegneria,ICAR/08,,INGEGNERIA STRUTTURALE E GEOTECNICA,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,RUOL Piero,M,PADOVA,Ingegneria,ICAR/02,,"INGEGNERIA CIVILE, EDILE E AMBIENTALE - ICEA",2001,08 - Ingegneria civile ed Architettura
Ricercatore,RUPI Federico,M,BOLOGNA,Ingegneria,ICAR/05,,"INGEGNERIA CIVILE, AMBIENTALE E DEI MATERIALI",2001,08 - Ingegneria civile ed Architettura
Straordinario,RUSCHI Pietro,M,UDINE,Lettere e Filosofia,ICAR/19,,INGEGNERIA CIVILE,2001,08 - Ingegneria civile ed Architettura
Straordinario,RUSSO Francesco,M,Mediterranea di REGGIO CALABRIA,Ingegneria,ICAR/05,,"INFORMATICA, MATEMATICA, ELETTRONICA E TRASPORTI",2001,08 - Ingegneria civile ed Architettura
Associato confermato,RUSSO Francesco Paolo,M,Napoli Federico II,Ingegneria,ICAR/04,,INGEGNERIA DEI TRASPORTI,2001,08 - Ingegneria civile ed Architettura
Ordinario,RUSSO Gaetano,M,UDINE,Ingegneria,ICAR/09,,INGEGNERIA CIVILE E ARCHITETTURA (DICA),2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,RUSSO Gianpiero,M,Napoli Federico II,Ingegneria,ICAR/07,,"INGEGNERIA IDRAULICA, GEOTECNICA E AMBIENTALE",2001,08 - Ingegneria civile ed Architettura
Ricercatore,RUSSO Maria Archetta,F,"CAMPANIA - ""L. VANVITELLI""",Architettura,ICAR/19,,RESTAURO E COSTRUZIONE DELL'ARCHITETTURA E DELL'AMBIENTE,2001,08 - Ingegneria civile ed Architettura
Ordinario,RUSSO Paolo,M,FERRARA,Ingegneria,ICAR/06,,INGEGNERIA,2001,08 - Ingegneria civile ed Architettura
Ordinario,RUSSO ERMOLLI Ennio,M,Napoli Federico II,Architettura,ICAR/09,,COSTRUZIONI E METODI MATEMATICI IN ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ordinario,RUSSO SPENA Aniello,M,L'AQUILA,Ingegneria,ICAR/01,,"INGEGNERIA DELLE STRUTTURE, DELLE ACQUE E DEL TERRENO",2001,08 - Ingegneria civile ed Architettura
Associato confermato,RUSSO SPENA Francesco,M,Napoli Federico II,Ingegneria,ICAR/08,,Non disponibile,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,RUTA Giuseppe,M,"ROMA ""La Sapienza""",Ingegneria,ICAR/08,,INGEGNERIA STRUTTURALE E GEOTECNICA,2001,08 - Ingegneria civile ed Architettura
Ricercatore,SABA Andrea,M,CAGLIARI,Ingegneria,ICAR/02,,INGEGNERIA DEL TERRITORIO,2001,08 - Ingegneria civile ed Architettura
Assistente r.e.,SABATELLI Roberto,M,Politecnico di BARI,Ingegneria,ICAR/09,,Non disponibile,2001,08 - Ingegneria civile ed Architettura
Associato confermato,SABATINO Carmine,M,Napoli Federico II,Ingegneria,ICAR/01,,"INGEGNERIA IDRAULICA, GEOTECNICA E AMBIENTALE",2001,08 - Ingegneria civile ed Architettura
Associato non confermato,SABIA Donato,M,Politecnico di TORINO,Architettura,ICAR/09,,INGEGNERIA STRUTTURALE EDILE E GEOTECNICA,2001,08 - Ingegneria civile ed Architettura
Associato confermato,SACCHETTI Francesco,M,FIRENZE,Architettura,ICAR/21,,Non disponibile,2001,08 - Ingegneria civile ed Architettura
Straordinario,SACCHI Arturo Livio,M,CHIETI-PESCARA,Architettura,ICAR/17,,ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
Ordinario,SACCHI LANDRIANI Giannantonio,M,Politecnico di MILANO,Ingegneria,ICAR/08,,INGEGNERIA STRUTTURALE,2001,08 - Ingegneria civile ed Architettura
Straordinario,SACCO Elio,M,CASSINO e LAZIO MERIDIONALE,Ingegneria,ICAR/08,,Non disponibile,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,SACCOMANI Silvia,F,Politecnico di TORINO,Architettura II,ICAR/21,,"INTERATENEO DI SCIENZE, PROGETTO E POLITICHE DEL TERRITORIO",2001,08 - Ingegneria civile ed Architettura
Ordinario,SACERDOTE Fausto,M,FIRENZE,Ingegneria,ICAR/06,,INGEGNERIA CIVILE E AMBIENTALE,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,SAETTA Anna,F,Università IUAV di VENEZIA,Architettura,ICAR/09,,DIPARTIMENTO IUAV PER LA RICERCA,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,SAGGIO Antonino,M,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/14,,ARCHITETTURA E PROGETTO,2001,08 - Ingegneria civile ed Architettura
Ricercatore,SAGGIORO Carla,F,"ROMA ""Tor Vergata""",Ingegneria,ICAR/14,,INGEGNERIA CIVILE,2001,08 - Ingegneria civile ed Architettura
Ricercatore non confermato,SAISI Antonella Elide,F,Politecnico di MILANO,Architettura,ICAR/19,,INGEGNERIA STRUTTURALE,2001,08 - Ingegneria civile ed Architettura
Associato non confermato,SAJEVA Adolfo,M,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",ICAR/14,,ARCHITETTURA E PROGETTO,2001,08 - Ingegneria civile ed Architettura
Ricercatore,SAKELLARIADI Evghenia,F,Politecnica delle MARCHE,Ingegneria,ICAR/07,,"SCIENZE E INGEGNERIA DELLA MATERIA, DELL'AMBIENTE E D URBANISTICA (SIMAU)",2001,08 - Ingegneria civile ed Architettura
Associato non confermato,SALA Marco,M,FIRENZE,Architettura,ICAR/12,,TECNOLOGIE DELL'ARCHITETTURA E DESIGN,2001,08 - Ingegneria civile ed Architettura
Straordinario,SALANDIN Paolo,M,Politecnica delle MARCHE,Ingegneria,ICAR/02,,"INGEGNERIA CIVILE, EDILE E AMBIENTALE - ICEA",2001,08 - Ingegneria civile ed Architettura
Ricercatore,SALE-MUSIO Massimo,M,Politecnico di MILANO,Architettura III,ICAR/17,,SCIENZE PER L'ARCHITETTURA,2001,08 - Ingegneria civile ed Architettura
