Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Associato confermato,ABATANGELO Luca Maria I.,F,BARI,Economia,MAT/02,,STATISTICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ABATANGELO Vito,M,Politecnico di BARI,Ingegneria,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ABATE Andrea Francesco,M,SALERNO,Farmacia,INF/01,,STUDI E RICERCHE AZIENDALI/DISTRA,2001,01 - Scienze matematiche e informatiche
Ordinario,ABATE Marco,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ABBA' Antonella,F,Politecnico di MILANO,Ingegneria,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ABBATI MARESCOTTI Pier Paolo,M,BOLOGNA,Ingegneria,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ABBATTISTA Fabio,M,BARI,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ABBATTISTA Nicola,M,BARI,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ABBENA Elsa,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ABBONDANDOLO Alberto,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ABEASIS Silvana,F,"ROMA ""Tor Vergata""",Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ABENDA Simonetta,F,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ABUNDO Mario Rosolino,M,"ROMA ""Tor Vergata""",Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ACANFORA Fausto,M,"CAMPANIA - ""L. VANVITELLI""",Ingegneria,MAT/05,,INGEGNERIA DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Associato confermato,ACCASCINA Giuseppe,M,"ROMA ""La Sapienza""",Ingegneria,MAT/03,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2001,01 - Scienze matematiche e informatiche
Associato non confermato,ACCIARO Vincenzo,M,BARI,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE,2001,01 - Scienze matematiche e informatiche
Ordinario,ACERBI Emilio Daniele G.,M,PARMA,Ingegneria,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ACHILLES Hans Joachim Rudiger,M,BOLOGNA,Chimica Industriale,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ACQUISTAPACE Francesca,F,PISA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ACQUISTAPACE Paolo,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Incaricato,ADRIANOPOLI Fausto,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,"INFORMATICA ED APPLICAZIONI ""R.M. CAPOCELLI""",2001,01 - Scienze matematiche e informatiche
Associato non confermato,AGLIANO' Paolo,M,SIENA,Scienze Matematiche Fisiche e Naturali,MAT/02,,SCIENZE MATEMATICHE ED INFORMATICHE,2001,01 - Scienze matematiche e informatiche
Ricercatore,AGLIARDI Rossella,F,FERRARA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PER LE SCIENZE ECONOMICHE E SOCIALI,2001,01 - Scienze matematiche e informatiche
Straordinario,AGNETIS Alessandro,M,SIENA,Ingegneria,MAT/09,,INGEGNERIA DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Associato confermato,AGNOLI Gian Luigi,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Straordinario,AGRACHEV Andrey,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,,AREA MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,AGUZZI Gianni,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,INF/01,,SISTEMI E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,AGUZZOLI Stefano,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Ordinario,AIENA Pietro,M,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2001,01 - Scienze matematiche e informatiche
Ricercatore,AIMI Alessandra,F,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ALBANESE Angela Anna,F,SALENTO,Ingegneria,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ALBANESE Bianca,F,PALERMO,Ingegneria,MAT/05,,METODI E MODELLI MATEMATICI,2001,01 - Scienze matematiche e informatiche
Associato confermato,ALBANO Alberto,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ALBANO Antonio,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ALBANO Giovannina,F,SALERNO,Ingegneria,MAT/03,,INGEGNERIA ELETTRONICA E INGEGNERIA INFORMATICA/DIEII,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ALBANO Paolo,M,BOLOGNA,"Architettura ""Aldo Rossi""",MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ALBERTI Enrico,M,Politecnico di MILANO,Ingegneria IV,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ALBERTI Giovanni,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato non confermato,ALBERTI Maria Alberta,F,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E COMUNICAZIONE,2001,01 - Scienze matematiche e informatiche
Ricercatore,ALBERTINI Francesca,F,PADOVA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ALESINA Alberto Claudio Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/05,,Non disponibile,2001,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E GEOSCIENZE,2001,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Lucia,F,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ALESSI Fabio,M,UDINE,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ALESSIO Francesca Gemma,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ALETTI Giacomo,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ALFIERI Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,Ingegneria,MAT/05,,"AUTOMAZIONE, ELETTROMAGNETISMO, INGEGNERIA DELL'INFORMAZIONE E MATEMATICA INDUSTRIALE",2001,01 - Scienze matematiche e informatiche
Ricercatore,ALIFFI Davide,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ALLASIA Giampietro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ALLINEY Stefano,M,BOLOGNA,Economia,MAT/09,,MATEMATICA GENERALE E FINANZIARIA,2001,01 - Scienze matematiche e informatiche
Incaricato,ALOISIO Pantaleo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/01,,Non disponibile,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ALONSO RODRIGUEZ Ana Maria,F,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ALTOMARE Francesco,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ALUFFI PENTINI Filippo,M,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,METODI E MODELLI MATEMATICI PER LE SCIENZE APPLICATE,2001,01 - Scienze matematiche e informatiche
Ordinario,ALVINO Angelo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
Associato confermato,ALZATI Alberto,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,AMADORI Debora,F,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Incaricato,AMANTE Vittoria,F,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2001,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Roberto,M,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,AMBRIOLA Vincenzo,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,AMBROGIO Elisabetta,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,AMBROSETTI Antonio Giacomo,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,,SETTORE ANALISI FUNZIONALE E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
Ricercatore,AMBROSI Davide Carlo,M,Politecnico di TORINO,Ingegneria,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2001,01 - Scienze matematiche e informatiche
Assistente r.e.,AMBROSIO Rosanna,F,Napoli Federico II,Architettura,MAT/03,01/A2,Non disponibile,2001,01 - Scienze matematiche e informatiche
Straordinario,AMENDOLA Giovambattista,M,PISA,Ingegneria,MAT/07,,MATEMATICA APPLICATA,2001,01 - Scienze matematiche e informatiche
Assistente r.e.,AMENDOLA Maria Grazia,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2001,01 - Scienze matematiche e informatiche
Associato confermato,AMICI Oriella Maria,F,BARI,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,AMIT Daniel,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,Ingegneria,MAT/07,,MECCANICA E MATERIALI,2001,01 - Scienze matematiche e informatiche
Associato confermato,AMODIO Pierluigi,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,AMOROSO Alessandro,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ANCONA Davide,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Ricercatore,ANCONA Fabio,M,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ANCONA Massimo,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Ordinario,ANCONA Vincenzo,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ANDREASSI Gabriele,M,SALENTO,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Giovanni,M,PADOVA,Scienze Statistiche,MAT/09,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Straordinario,ANDREATTA Marco,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Assistente r.e.,ANDREAZZO Aldo,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ANDREINI Alessandra,F,SIENA,Ingegneria,MAT/05,,INGEGNERIA DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Associato non confermato,ANDRETTA Alessandro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/01,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Straordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",Ingegneria,MAT/07,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ANDREUSSI Federico,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/07,,Non disponibile,2001,01 - Scienze matematiche e informatiche
Associato confermato,ANGELERI Emanuele,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,Non disponibile,2001,01 - Scienze matematiche e informatiche
Associato non confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ANICHINI Giuseppe,M,FIRENZE,Ingegneria,MAT/05,,SISTEMI E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ANILE Angelo Marcello,M,CATANIA,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ANSELMO Marcella,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2001,01 - Scienze matematiche e informatiche
Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,Economia,MAT/05,,SCIENZE,2001,01 - Scienze matematiche e informatiche
Associato confermato,ANTONELLI Fabio,M,CHIETI-PESCARA,Economia,MAT/06,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ANTONUCCI Salvatore,M,Napoli Federico II,Ingegneria,MAT/03,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
Ordinario,ANZELLOTTI Gabriele,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Straordinario,APOLLONI Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Ricercatore,ARAGNO Eziamaria,F,Politecnico di MILANO,Ingegneria VI,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Straordinario,ARBIB Claudio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/09,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ARCA Giuseppe,M,CAGLIARI,Ingegneria,MAT/03,,Non disponibile,2001,01 - Scienze matematiche e informatiche
Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/09,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2001,01 - Scienze matematiche e informatiche
Ricercatore,ARCIDIACONO Ilia,F,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",MAT/06,,"DATA-DESIGN, TECNOLOGIA DELL'ARCHITETTURA,TERRITORIO E AMBIENTE",2001,01 - Scienze matematiche e informatiche
Ricercatore,ARCOZZI Nicola,M,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ARDISSONO Liliana,F,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ARDIZZONE Lucia,F,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2001,01 - Scienze matematiche e informatiche
Ordinario,ARENA Orazio,M,FIRENZE,Architettura,MAT/05,,COSTRUZIONI E RESTAURO,2001,01 - Scienze matematiche e informatiche
Associato non confermato,AREZZO Claudio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,AREZZO Domenico,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ARIOLI Gianni,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ARLOTTI Luisa,F,UDINE,Ingegneria,MAT/07,,INGEGNERIA CIVILE E ARCHITETTURA (DICA),2001,01 - Scienze matematiche e informatiche
Ordinario,ARNESE Giuseppe,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,Non disponibile,2001,01 - Scienze matematiche e informatiche
Ordinario,AROSIO Alberto Giorgio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ARTALE Maria,F,"ROMA ""Tor Vergata""",Ingegneria,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,ARTICO Giuliano,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Ordinario,ARUFFO Ada,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ARZARELLO Ferdinando,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ASCENZI Oscar,M,FERRARA,Ingegneria,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,ASCOLI Davide,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ASCOLI Renato,M,Politecnico di TORINO,Ingegneria III,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Straordinario,ASPERTI Andrea,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Ricercatore,ASTENGO Francesca,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,ASTESIANO Egidio,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Associato confermato,ATTAIANESE Carmine,M,Napoli Federico II,Ingegneria,MAT/07,,Non disponibile,2001,01 - Scienze matematiche e informatiche
Straordinario,ATTARDI Giuseppe,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,AUDOLY Stefania,F,CAGLIARI,Ingegneria,MAT/08,,INGEGNERIA STRUTTURALE,2001,01 - Scienze matematiche e informatiche
Associato non confermato,AULETTA Vincenzo,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2001,01 - Scienze matematiche e informatiche
Associato non confermato,AVALLONE Anna,F,BASILICATA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,AVELLA Pasquale,M,SANNIO di BENEVENTO,Ingegneria,MAT/09,,INGEGNERIA,2001,01 - Scienze matematiche e informatiche
Ricercatore,AVERNA Diego,M,PALERMO,Ingegneria,MAT/05,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,AYMERICH Francesco Maria,M,CAGLIARI,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,BABAOGLU Ozalp,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
Associato confermato,BACCELLA Giuseppe,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,Ingegneria V,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,Ingegneria,MAT/05,,SCIENZE MATEMATICHE,2001,01 - Scienze matematiche e informatiche
Associato non confermato,BADER Laura,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
Straordinario,BADIALE Marino,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,BADII Maurizio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO, LA FINANZA",2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,BAGAGIOLO Fabio,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore,BAGARELLO Fabio,M,PALERMO,Ingegneria,MAT/07,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2001,01 - Scienze matematiche e informatiche
Associato non confermato,BAGNARA Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,BAGNI Giorgio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,BAIARDI Fabrizio Emilio,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,BAIOCCHI Claudio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO, LA FINANZA",2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,BAITI Paolo,M,UDINE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,BALBO Gianfranco,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,BALCONI Giorgio,M,PAVIA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA 'FELICE CASORATI',2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,BALDACCI Roberto,M,MODENA e REGGIO EMILIA,Ingegneria II Sede di REGGIO EMILIA,MAT/09,,"ELETTRONICA, INFORMATICA E SISTEMISTICA",2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,BALDAN Paolo,M,"""Ca' Foscari"" VENEZIA",Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Ordinario,BALDASSARRI Francesco,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
Assistente r.e.,BALDI Giovanni,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,BALDI Paolo,M,"ROMA ""Tor Vergata""",Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato confermato,BALDISSERRI Natalia,F,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Associato non confermato,BALDO Sisto,M,BASILICATA,Scienze Matematiche Fisiche e Naturali,MAT/05,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
Ordinario,BALDONI Maria,F,"ROMA ""Tor Vergata""",Ingegneria,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
Ricercatore non confermato,BALDONI Matteo,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
