Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Ordinario,ABATANGELO Vito,M,Politecnico di BARI,Ingegneria,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ABATE Andrea Francesco,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,STUDI E RICERCHE AZIENDALI/DISTRA,2011,01 - Scienze matematiche e informatiche
Ordinario,ABATE Marco,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ABBA' Antonella,F,Politecnico di MILANO,Ingegneria Industriale,MAT/07,01/A4,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ABBATTISTA Fabio,M,BARI,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ABBENA Elsa,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ABBONDANDOLO Alberto,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),ABBOTT John Anthony,M,GENOVA,,MAT/02,,MATEMATICA (DIMA),2011,01 - Scienze matematiche e informatiche
Associato confermato,ABENDA Simonetta,F,BOLOGNA,Ingegneria,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ABREU Marien,F,BASILICATA,Farmacia,MAT/03,01/A2,MATEMATICA E INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ABUNDO Mario Rosolino,M,"ROMA ""Tor Vergata""",Ingegneria,MAT/06,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ACANFORA Fausto,M,"CAMPANIA - ""L. VANVITELLI""",Ingegneria,MAT/05,01/A3,INGEGNERIA DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Ordinario,ACCARDI Luigi,M,"ROMA ""Tor Vergata""",Economia,MAT/06,01/A3,ECONOMIA E FINANZA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ACCASCINA Giuseppe,M,"ROMA ""La Sapienza""",Ingegneria Civile e Industriale (*),MAT/03,01/A2,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ACCIARO Vincenzo,M,CHIETI-PESCARA,Economia,INF/01,01/B1,SCIENZE,2011,01 - Scienze matematiche e informatiche
Ordinario,ACERBI Emilio Daniele G.,M,PARMA,Ingegneria,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ACETO Lidia,F,PISA,Ingegneria,MAT/08,01/A5,MATEMATICA APPLICATA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ACHILLES Hans Joachim Rudiger,M,BOLOGNA,Chimica Industriale,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ACQUISTAPACE Francesca,F,PISA,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ACQUISTAPACE Paolo,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ADAMI Riccardo,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/07,01/A4,SCIENZE MATEMATICHE,2011,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),ADDESSI Maria Elena,F,"Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA",Giurisprudenza,MAT/09,,FACOLTA' DI GIURISPRUDENZA,2011,01 - Scienze matematiche e informatiche
Associato confermato,AGLIANO' Paolo,M,SIENA,Scienze Matematiche Fisiche e Naturali,MAT/02,01/A2,SCIENZE MATEMATICHE ED INFORMATICHE,2011,01 - Scienze matematiche e informatiche
Ordinario,AGNETIS Alessandro,M,SIENA,Ingegneria,MAT/09,01/A6,INGEGNERIA DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Associato confermato,AGOSTINI Alessandra,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2011,01 - Scienze matematiche e informatiche
Ordinario,AGRACHEV Andrey,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,01/A3,AREA MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),AGRESTE Santa,F,MESSINA,,INF/01,01/B1,"SCIENZE MATEMATICHE ED INFORMATICHE, SCIENZE FISICHE E SCIENZE DELLA TERRA",2011,01 - Scienze matematiche e informatiche
Ricercatore,AGUGLIA Angela,F,Politecnico di BARI,Ingegneria,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,AGUZZOLI Stefano,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,SCIENZE DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Ordinario,AIENA Pietro,M,PALERMO,Ingegneria,MAT/05,01/A3,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2011,01 - Scienze matematiche e informatiche
Ricercatore,AIMI Alessandra,F,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/08,01/A5,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,AIOLLI Fabio,M,PADOVA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,MATEMATICA PURA E APPLICATA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ALBANESE Angela Anna,F,SALENTO,Ingegneria,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ALBANO Alberto,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ALBANO Antonio,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ALBANO Giovannina,F,SALERNO,Ingegneria,MAT/03,01/A2,INGEGNERIA ELETTRONICA E INGEGNERIA INFORMATICA/DIEII,2011,01 - Scienze matematiche e informatiche
Ricercatore,ALBANO Paolo,M,BOLOGNA,"Architettura ""Aldo Rossi""",MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ALBERTI Giovanni,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ALBERTI Maria Alberta,F,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA E COMUNICAZIONE,2011,01 - Scienze matematiche e informatiche
Ricercatore,ALBERTINI Francesca,F,PADOVA,Ingegneria,MAT/05,01/A3,MATEMATICA PURA E APPLICATA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ALDINI Alessandro,M,Urbino Carlo Bo,Scienze e Tecnologie,INF/01,01/B1,"SCIENZE DI BASE E FONDAMENTI: MATEMATICA, INFORMATICA, FISICA, CHIMICA, EPISTEMOLOGIA E STORIA DELLA SCIENZA",2011,01 - Scienze matematiche e informatiche
Ricercatore,ALDINUCCI Marco,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E GEOSCIENZE,2011,01 - Scienze matematiche e informatiche
Ordinario,ALESSANDRINI Lucia,F,PARMA,Ingegneria,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ALESSI Fabio,M,UDINE,,INF/01,01/B1,Matematica e Informatica,2011,01 - Scienze matematiche e informatiche
Ricercatore,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2011,01 - Scienze matematiche e informatiche
Associato non confermato,ALETTI Giacomo,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/06,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ALFIERI Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,FISICA,2011,01 - Scienze matematiche e informatiche
Associato,ALI' Giuseppe,M,della CALABRIA,Ingegneria,MAT/07,01/A4,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,Ingegneria,MAT/05,01/A3,"AUTOMAZIONE, ELETTROMAGNETISMO, INGEGNERIA DELL'INFORMAZIONE E MATEMATICA INDUSTRIALE",2011,01 - Scienze matematiche e informatiche
Ricercatore,ALIFFI Davide,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ALLINEY Stefano,M,BOLOGNA,Economia,MAT/09,01/A6,MATEMATICA GENERALE E FINANZIARIA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,Ingegneria,MAT/08,01/A5,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ALTOMARE Francesco,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ALVINO Angelo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2011,01 - Scienze matematiche e informatiche
Associato confermato,ALZATI Alberto,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI","Scienze e Tecnologie ""P.Leonardi Cattolica""",MAT/05,01/A3,SCIENZE APPLICATE,2011,01 - Scienze matematiche e informatiche
Ricercatore,AMADORI Debora,F,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA PURA E APPLICATA,2011,01 - Scienze matematiche e informatiche
Associato confermato,AMALDI Edoardo,M,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/09,01/A6,ELETTRONICA E INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",Ingegneria Civile e Industriale (*),MAT/05,01/A3,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2011,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Gianluca,M,CHIETI-PESCARA,Economia,INF/01,01/B1,ECONOMIA,2011,01 - Scienze matematiche e informatiche
Ricercatore,AMATO Roberto,M,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,AMBRIOLA Vincenzo,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,AMBROGIO Elisabetta,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,AMBROSETTI Antonio Giacomo,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,01/A3,SETTORE ANALISI FUNZIONALE E APPLICAZIONI,2011,01 - Scienze matematiche e informatiche
Associato confermato,AMBROSI Davide Carlo,M,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/07,01/A4,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,AMBROSINO Daniela,F,GENOVA,Economia,MAT/09,01/A6,ECONOMIA E METODI QUANTITATIVI,2011,01 - Scienze matematiche e informatiche
Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,01/A3,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2011,01 - Scienze matematiche e informatiche
Assistente r.e.,AMBROSIO Rosanna,F,Napoli Federico II,Architettura,MAT/03,01/A2,Non disponibile,2011,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),AMENDOLA Gennaro,M,"Univ. Telematica ""E-CAMPUS""",Ingegneria,MAT/03,01/A2,Non disponibile,2011,01 - Scienze matematiche e informatiche
Ordinario,AMENDOLA Giovambattista,M,PISA,Ingegneria,MAT/07,01/A4,MATEMATICA APPLICATA,2011,01 - Scienze matematiche e informatiche
Associato confermato,AMICI Oriella Maria,F,BARI,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore non confermato,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,Ingegneria,MAT/07,01/A4,MECCANICA E MATERIALI,2011,01 - Scienze matematiche e informatiche
Associato confermato,AMODIO Pierluigi,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/08,01/A5,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,AMOROSO Alessandro,M,BOLOGNA,Economia (Sede di Rimini),INF/01,01/B1,SCIENZE DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANCONA Davide,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Associato confermato,ANCONA Fabio,M,PADOVA,Ingegneria,MAT/05,01/A3,MATEMATICA PURA E APPLICATA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ANDREATTA Fabrizio,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Giovanni,M,PADOVA,Scienze Statistiche,MAT/09,01/A6,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ANDREATTA Marco,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ANDREINI Alessandra,F,SIENA,Ingegneria,MAT/05,01/A3,INGEGNERIA DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INGEGNERIA DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Straordinario,ANDRETTA Alessandro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/01,01/A1,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",Ingegneria Civile e Industriale (*),MAT/07,01/A4,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANEDDA Claudia,F,CAGLIARI,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E INFORMATICA,2011,01 - Scienze matematiche e informatiche
Associato non confermato,ANELLO Giovanni,M,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANGELONI Laura,F,PERUGIA,Ingegneria,MAT/05,01/A3,MATEMATICA E INFORMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ANICHINI Giuseppe,M,FIRENZE,Ingegneria,MAT/05,01/A3,SISTEMI E INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANNUNZIATO Mario,M,SALERNO,Scienze Matematiche Fisiche e Naturali,MAT/08,01/A5,MATEMATICA/DIPMAT,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANSELMA Luca,M,TORINO,Lingue e Letterature Straniere,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ANSELMO Marcella,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA/DI,2011,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ANSINI Nadia,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali (*),MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,Economia,MAT/05,01/A3,SCIENZE,2011,01 - Scienze matematiche e informatiche
Associato confermato,ANTONELLI Fabio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/06,01/A3,MATEMATICA PURA E APPLICATA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/08,01/A5,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ANTONINI Samuele,M,PAVIA,,MAT/04,01/A1,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2011,01 - Scienze matematiche e informatiche
Ordinario,ANZELLOTTI Gabriele,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,APOLLONI Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,SCIENZE DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali (*),MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ARBIB Claudio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/09,01/A6,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ARCHETTI Claudia,F,BRESCIA,Economia,MAT/09,01/A6,METODI QUANTITATIVI,2011,01 - Scienze matematiche e informatiche
Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/09,01/A6,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2011,01 - Scienze matematiche e informatiche
Associato confermato,ARCOZZI Nicola,M,BOLOGNA,Ingegneria,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ARDAGNA Claudio Agostino,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,TECNOLOGIE DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Associato confermato,ARDISSONO Liliana,F,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali (*),MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ARDIZZONE Lucia,F,PALERMO,Ingegneria,MAT/05,01/A3,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2011,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ARDIZZONI Alessandro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/02,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ARENA Orazio,M,FIRENZE,Architettura,MAT/05,01/A3,COSTRUZIONI E RESTAURO,2011,01 - Scienze matematiche e informatiche
Ordinario,AREZZO Claudio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ARICO' Antonio,M,"CAMPANIA - ""L. VANVITELLI""",Scienze Matematiche Fisiche e Naturali,MAT/08,01/A5,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ARINGHIERI Roberto,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ARIOLI Gianni,M,Politecnico di MILANO,Ingegneria dei Sistemi,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ARLOTTI Luisa,F,UDINE,Ingegneria,MAT/07,01/A4,INGEGNERIA CIVILE E ARCHITETTURA (DICA),2011,01 - Scienze matematiche e informatiche
Ordinario,AROSIO Alberto Giorgio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",Ingegneria,MAT/02,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ARTICO Giuliano,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA PURA E APPLICATA,2011,01 - Scienze matematiche e informatiche
Ordinario,ARUFFO Ada,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ARZARELLO Ferdinando,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/04,01/A1,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ASCANELLI Alessia,F,FERRARA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ASCENZI Oscar,M,FERRARA,Ingegneria,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,ASCI Claudio,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/06,01/A3,MATEMATICA E GEOSCIENZE,2011,01 - Scienze matematiche e informatiche
Ricercatore,ASCOLI Davide,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ASPERTI Andrea,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,SCIENZE DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Associato non confermato,ASTENGO Francesca,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,ATENIESE Giuseppe,M,"ROMA ""La Sapienza""","Ing. Informazione, Informatica e Statistica (*)",INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,ATTARDI Giuseppe,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore non confermato,ATZORI Maurizio,M,CAGLIARI,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,MATEMATICA E INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),AUGSTEN Nikolaus,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,,SCIENZE E TECNOLOGIE INFORMATICHE,2011,01 - Scienze matematiche e informatiche
Straordinario,AULETTA Vincenzo,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,INFORMATICA/DI,2011,01 - Scienze matematiche e informatiche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),AUTILI Marco,M,L'AQUILA,,INF/01,,INGEGNERIA E SCIENZE DELL'INFORMAZIONE E MATEMATICA,2011,01 - Scienze matematiche e informatiche
Associato confermato,AVALLONE Anna,F,BASILICATA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,Ingegneria,MAT/09,01/A6,INGEGNERIA,2011,01 - Scienze matematiche e informatiche
Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,Economia,INF/01,01/B1,METODI QUANTITATIVI PER LE SCIENZE ECONOMICHE ED AZIENDALI,2011,01 - Scienze matematiche e informatiche
Associato confermato,AVERNA Diego,M,PALERMO,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2011,01 - Scienze matematiche e informatiche
Ricercatore,AZZOLLINI Antonio,M,BASILICATA,Economia,MAT/05,01/A3,MATEMATICA E INFORMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,BABAOGLU Ozalp,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,01/B1,SCIENZE DELL'INFORMAZIONE,2011,01 - Scienze matematiche e informatiche
Associato confermato,BACCELLA Giuseppe,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/02,01/A2,MATEMATICA PURA E APPLICATA,2011,01 - Scienze matematiche e informatiche
Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2011,01 - Scienze matematiche e informatiche
Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,Ingegneria dell'Informazione,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,BACCHI REGGIANI Maria Letizia,F,BOLOGNA,Medicina e Chirurgia,INF/01,01/B1,CARDIOVASCOLARE,2011,01 - Scienze matematiche e informatiche
Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,Ingegneria,MAT/05,01/A3,SCIENZE MATEMATICHE,2011,01 - Scienze matematiche e informatiche
Associato confermato,BADER Laura,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA E APPLICAZIONI,2011,01 - Scienze matematiche e informatiche
Ordinario,BADESCU Lucian Silvestru,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,01/A2,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ordinario,BADIALE Marino,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
Ricercatore,BAGAGIOLO Fabio,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,01/A3,MATEMATICA,2011,01 - Scienze matematiche e informatiche
