Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Ordinario,MORRONE Stefania,F,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/05,06/A2,MEDICINA SPERIMENTALE,2011,06 - Scienze mediche
Associato confermato,MORSELLI Paolo Giovanni,M,BOLOGNA,Medicina e Chirurgia,MED/19,06/E2,SCIENZE CHIRURGICHE SPECIALISTICHE E ANESTESIOLOGICHE,2011,06 - Scienze mediche
Ricercatore,MORTARA Lorenzo,M,INSUBRIA,,MED/04,06/A2,Biotecnologie e Scienze della Vita,2011,06 - Scienze mediche
Ricercatore,MORTARA Paolo,M,TORINO,Medicina e Chirurgia,MED/26,06/D6,NEUROSCIENZE,2011,06 - Scienze mediche
Ordinario,MORTELLARO Carmen,F,PIEMONTE ORIENTALE,Medicina e Chirurgia,MED/28,06/F1,SCIENZE MEDICHE,2011,06 - Scienze mediche
Ordinario,MORTINI Pietro,M,UNISR - San Raffaele,Medicina e Chirurgia,MED/27,06/E3,FACOLTA' DI MEDICINA E CHIRURGIA,2011,06 - Scienze mediche
Associato confermato,MOSCA Adriana,F,BARI,Medicina e Chirurgia,MED/07,06/A3,"CLINICA MEDICA, IMMUNOLOGIA E MALATTIE INFETTIVE",2011,06 - Scienze mediche
Ricercatore,MOSCA Donatella,F,MODENA e REGGIO EMILIA,Medicina e Chirurgia,MED/18,06/C1,CHIRURGIA GENERALE E SPECIALITA' CHIRURGICHE,2011,06 - Scienze mediche
Straordinario,MOSCA Fabio,M,MILANO,Medicina e Chirurgia,MED/38,06/G1,SCIENZE MATERNO-INFANTILI,2011,06 - Scienze mediche
Ricercatore,MOSCA Francesco Luigi,M,CATANIA,Medicina e Chirurgia,MED/18,06/C1,CHIRURGIA,2011,06 - Scienze mediche
Ordinario,MOSCA Franco,M,PISA,Medicina e Chirurgia,MED/18,06/C1,"ONCOLOGIA,DEI TRAPIANTI E DELLE NUOVE TECNOLOGIE IN MEDICINA",2011,06 - Scienze mediche
Ricercatore,MOSCA Marta,F,PISA,Medicina e Chirurgia,MED/16,06/D3,MEDICINA INTERNA,2011,06 - Scienze mediche
Ricercatore,MOSCARELLA Stefania,F,FIRENZE,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA,2011,06 - Scienze mediche
Ordinario,MOSCARINI Massimo,M,"ROMA ""La Sapienza""",Medicina e Psicologia (*),MED/40,06/H1,SCIENZE GINECOLOGICO-OSTETRICHE E SCIENZE UROLOGICHE,2011,06 - Scienze mediche
Ricercatore,MOSCATO Umberto,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/42,06/M1,SANITÀ PUBBLICA,2011,06 - Scienze mediche
Ricercatore,MOSCHELLA Cosima Maria,F,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/18,06/C1,CHIRURGIA,2011,06 - Scienze mediche
Ordinario,MOSCHELLA Francesco,M,PALERMO,Medicina e Chirurgia,MED/19,06/E2,DISCIPLINE CHIRURGICHE ED ONCOLOGICHE,2011,06 - Scienze mediche
Associato confermato,MOSCHESE Viviana,F,"ROMA ""Tor Vergata""",Medicina e Chirurgia,MED/38,06/G1,SANITA' PUBBLICA E BIOLOGIA CELLULARE,2011,06 - Scienze mediche
Ricercatore,MOSCHETTA Alfredo,M,"ROMA ""La Sapienza""",Farmacia e Medicina (*),MED/26,06/D6,SCIENZE E BIOTECNOLOGIE MEDICO-CHIRURGICHE,2011,06 - Scienze mediche
Ricercatore,MOSCHETTA Antonio,M,BARI,Medicina e Chirurgia,MED/09,06/B1,INTERDISCIPLINARE DI MEDICINA (DIM),2011,06 - Scienze mediche
Ricercatore non confermato,MOSCHETTA Marco,M,BARI,Medicina e Chirurgia,MED/36,06/I1,INTERDISCIPLINARE DI MEDICINA (DIM),2011,06 - Scienze mediche
Ricercatore non confermato,MOSCONI Mario,M,PAVIA,,MED/33,06/F4,"SCIENZE CLINICO-CHIRURGICHE, DIAGNOSTICHE E PEDIATRICHE",2011,06 - Scienze mediche
Associato confermato,MOSSA Bruno,M,"ROMA ""La Sapienza""",Medicina e Psicologia (*),MED/40,06/H1,SCIENZE GINECOLOGICO-OSTETRICHE E SCIENZE UROLOGICHE,2011,06 - Scienze mediche
Ricercatore,MOSSELLO Enrico,M,FIRENZE,Medicina e Chirurgia,MED/48,06/N1,AREA CRITICA MEDICO-CHIRURGICA,2011,06 - Scienze mediche
Ricercatore,MOSTERT Michael,M,TORINO,Medicina e Chirurgia,MED/38,06/G1,SCIENZE PEDIATRICHE E DELL'ADOLESCENZA,2011,06 - Scienze mediche
Associato confermato,MOTOLESE Edoardo,M,SIENA,Medicina e Chirurgia,MED/30,06/F2,CHIRURGIA,2011,06 - Scienze mediche
Ordinario,MOTTA Gaetano,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/31,06/F3,"SCIENZE ANESTESIOLOGICHE, CHIRURGICHE E DELLE EMERGENZE",2011,06 - Scienze mediche
Ricercatore,MOTTA Massimo,M,CATANIA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E PATOLOGIE SISTEMICHE,2011,06 - Scienze mediche
Ricercatore,MOTTA Paolo Carlo,M,BRESCIA,Medicina e Chirurgia,MED/45,06/M3,"SPECIALITA'CHIRURGICHE, SCIENZE RADIOLOGICHE E MEDICO FORENSI",2011,06 - Scienze mediche
Ricercatore,MOTTA Raffaella,F,PADOVA,Medicina e Chirurgia,MED/36,06/I1,SCIENZE MEDICO-DIAGNOSTICHE E TERAPIE SPECIALI,2011,06 - Scienze mediche
Associato confermato,MOTTA Sergio,M,Napoli Federico II,Medicina e Chirurgia,MED/31,06/F3,SCIENZE MEDICHE PREVENTIVE,2011,06 - Scienze mediche
Ricercatore,MOTTA Stefania,F,MILANO,Medicina e Chirurgia,MED/35,06/D4,MEDICINA TRASLAZIONALE,2011,06 - Scienze mediche
Assistente r.e.,MOTTI Enrico,M,MILANO,Medicina e Chirurgia,MED/27,06/E3,Non disponibile,2011,06 - Scienze mediche
Ricercatore,MOTTOLA Antonio,M,FIRENZE,Medicina e Chirurgia,MED/24,06/E2,Non disponibile,2011,06 - Scienze mediche
Ricercatore,MOZZANEGA Bruno,M,PADOVA,Medicina e Chirurgia,MED/40,06/H1,SCIENZE GINECOLOGICHE E DELLA RIPRODUZIONE UMANA,2011,06 - Scienze mediche
Ricercatore,MOZZI Enrico Stefano Maria,M,MILANO,Medicina e Chirurgia,MED/18,06/C1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
Ricercatore,MUCCI Armida,F,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/25,06/D5,"PSICHIATRIA, NEUROPSICHIATRIA INFANTILE, AUDIOFONIATRIA E DERMATOVENEREOLOGIA",2011,06 - Scienze mediche
Associato confermato,MUCILLI Felice,M,CHIETI-PESCARA,Medicina e Chirurgia,MED/21,06/E1,SCIENZE CHIRURGICHE SPERIMENTALI E CLINICHE,2011,06 - Scienze mediche
Ricercatore,MUGELLINI Amedeo,M,PAVIA,,MED/09,06/B1,MEDICINA INTERNA E TERAPIA MEDICA,2011,06 - Scienze mediche
Ricercatore,MUGHINI Maria Teresa,F,CATANIA,,MED/17,06/D4,Biomedicina Clinica e Molecolare,2011,06 - Scienze mediche
Ordinario,MUGNAI Gabriele,M,FIRENZE,Medicina e Chirurgia,MED/04,06/A2,PATOLOGIA E ONCOLOGIA SPERIMENTALI,2011,06 - Scienze mediche
Ordinario,MUIESAN Maria Lorenza,F,BRESCIA,Medicina e Chirurgia,MED/09,06/B1,SCIENZE MEDICHE E CHIRURGICHE,2011,06 - Scienze mediche
Ricercatore,MULARO Antonino,M,PALERMO,Medicina e Chirurgia,MED/41,06/L1,BIOPATOLOGIA E BIOTECNOLOGIE MEDICHE E FORENSI (DIBIMEF),2011,06 - Scienze mediche
Ricercatore,MULAS Maria,F,SASSARI,Medicina e Chirurgia,MED/41,06/L1,"CHIRURGIA, MICROCHIRURGIA E SPECIALITA' MEDICO-CHIRURGICHE",2011,06 - Scienze mediche
Ricercatore,MULATERO Paolo,M,TORINO,Medicina e Chirurgia,MED/09,06/B1,MEDICINA ED ONCOLOGIA SPERIMENTALE,2011,06 - Scienze mediche
Ricercatore,MULE' Giuseppe,M,PALERMO,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E SPECIALISTICA (DIMIS),2011,06 - Scienze mediche
Ordinario,MUNERETTO Claudio,M,BRESCIA,Medicina e Chirurgia,MED/23,06/E1,SCIENZE MEDICHE E CHIRURGICHE,2011,06 - Scienze mediche
Ricercatore,MUNNO Irene,F,BARI,Medicina e Chirurgia,MED/04,06/A2,SCIENZE BIOMEDICHE ED ONCOLOGIA UMANA,2011,06 - Scienze mediche
Associato confermato,MUNTONI Sandro,M,CAGLIARI,Medicina e Chirurgia,MED/04,06/A2,TOSSICOLOGIA,2011,06 - Scienze mediche
Ricercatore,MURA Antonica,F,SASSARI,Medicina e Chirurgia,MED/46,06/N1,"MEDICINA CLINICA, SPERIMENTALE E ONCOLOGICA",2011,06 - Scienze mediche
Ordinario,MURA Ida Iolanda,F,SASSARI,Medicina e Chirurgia,MED/42,06/M1,SCIENZE BIOMEDICHE,2011,06 - Scienze mediche
Ordinario,MURA Maria Stella Anna,F,SASSARI,Medicina e Chirurgia,MED/17,06/D4,"MEDICINA CLINICA, SPERIMENTALE E ONCOLOGICA",2011,06 - Scienze mediche
Associato confermato,MURACA Maurizio,M,PADOVA,Medicina e Chirurgia,MED/09,06/B1,SCIENZE MEDICHE E CHIRURGICHE,2011,06 - Scienze mediche
Ordinario,MURARO Raffaella,F,CHIETI-PESCARA,Medicina e Chirurgia,MED/04,06/A2,SCIENZE BIOMEDICHE,2011,06 - Scienze mediche
Associato confermato,MURATORI Filippo,M,PISA,Medicina e Chirurgia,MED/39,06/G1,MEDICINA DELLA PROCREAZIONE E DELL'ETA' EVOLUTIVA,2011,06 - Scienze mediche
Ricercatore,MURATORI Luigi,M,BOLOGNA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA CLINICA,2011,06 - Scienze mediche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),MURATORI Monica,F,FIRENZE,,MED/13,,SCIENZE BIOMEDICHE SPERIMENTALI E CLINICHE 'MARIO SERIO',2011,06 - Scienze mediche
Ricercatore,MURATORI Paolo,M,BOLOGNA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA CLINICA,2011,06 - Scienze mediche
Ricercatore,MURAZIO Marino,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/18,06/C1,PATOLOGIA SPECIALE CHIRURGICA,2011,06 - Scienze mediche
Ricercatore,MURDACA Giuseppe,M,GENOVA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E SPECIALITA' MEDICHE,2011,06 - Scienze mediche
Ricercatore,MURELLI Federica,F,GENOVA,Medicina e Chirurgia,MED/18,06/C1,SCIENZE CHIRURGICHE E DIAGNOSTICHE INTEGRATE (DISC),2011,06 - Scienze mediche
Ricercatore,MURENA Luigi,M,INSUBRIA,,MED/33,06/F4,Biotecnologie e Scienze della Vita,2011,06 - Scienze mediche
Ordinario,MURESU Elena,F,SASSARI,Scienze Matematiche Fisiche e Naturali,MED/42,06/M1,SCIENZE BIOMEDICHE,2011,06 - Scienze mediche
Ricercatore,MURGIA Alessandra,F,PADOVA,Medicina e Chirurgia,MED/38,06/G1,SALUTE DELLA DONNA E DEL BAMBINO SDB,2011,06 - Scienze mediche
Ricercatore,MURGIA Marta,F,PADOVA,Medicina e Chirurgia,MED/04,06/A2,SCIENZE BIOMEDICHE SPERIMENTALI,2011,06 - Scienze mediche
Ricercatore,MURGIA Nicola,M,PERUGIA,Medicina e Chirurgia,MED/44,06/M2,MEDICINA CLINICA E SPERIMENTALE,2011,06 - Scienze mediche
Ordinario,MURIALDO Giovanni,M,GENOVA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA E SPECIALITA' MEDICHE,2011,06 - Scienze mediche
Ricercatore,MURMURA Giovanna,F,CHIETI-PESCARA,Medicina e Chirurgia,MED/28,06/F1,"SCIENZE MEDICHE, ORALI E BIOTECNOLOGICHE",2011,06 - Scienze mediche
Ricercatore,MURONI Maria Rosaria,F,SASSARI,Medicina e Chirurgia,MED/04,06/A2,"MEDICINA CLINICA, SPERIMENTALE E ONCOLOGICA",2011,06 - Scienze mediche
Ricercatore,MURRI Rita,F,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/17,06/D4,CLINICA DELLE MALATTIE INFETTIVE,2011,06 - Scienze mediche
Ricercatore,MUSACCHIO Angela,F,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/32,06/F3,ORGANI DI SENSO,2011,06 - Scienze mediche
Ricercatore,MUSAJO SOMMA Alfredo,M,BARI,Medicina e Chirurgia,MED/19,06/E2,PER LE APPLICAZIONI IN CHIRURGIA DELLE TECNOLOGIE INNOVATIVE,2011,06 - Scienze mediche
Associato confermato,MUSCARI Antonio,M,BOLOGNA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA CLINICA,2011,06 - Scienze mediche
Associato confermato,MUSCARITOLI Maurizio,M,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/09,06/B1,MEDICINA CLINICA,2011,06 - Scienze mediche
Ricercatore,MUSCATELLO Luca,M,PISA,Medicina e Chirurgia,MED/31,06/F3,NEUROSCIENZE,2011,06 - Scienze mediche
Ricercatore,MUSCATELLO Maria Rosaria Anna,F,MESSINA,Medicina e Chirurgia,MED/25,06/D5,"NEUROSCIENZE, SCIENZE PSICHIATRICHE E ANESTESIOLOGICHE",2011,06 - Scienze mediche
Ricercatore,MUSCELLA Antonella,F,SALENTO,Scienze Matematiche Fisiche e Naturali,MED/04,06/A2,SCIENZE E TECNOLOGIE BIOLOGICHE ED AMBIENTALI,2011,06 - Scienze mediche
Ordinario,MUSCETTOLA Giovanni,M,Napoli Federico II,Medicina e Chirurgia,MED/25,06/D5,NEUROSCIENZE,2011,06 - Scienze mediche
Associato confermato,MUSELLA Mario,M,Napoli Federico II,Medicina e Chirurgia,MED/18,06/C1,"SCIENZE CHIRURGICHE, ORTOPEDICHE, TRAUMATOLOGICHE ED EMERGENZE",2011,06 - Scienze mediche
Ricercatore,MUSETTI Laura,F,MILANO,Medicina e Chirurgia,MED/39,06/G1,"MEDICINA, CHIRURGIA, ODONTOIATRIA",2011,06 - Scienze mediche
Ricercatore,MUSETTI Laura,F,PISA,Medicina e Chirurgia,MED/25,06/D5,"PSICHIATRIA,NEUROBIOLOGIA, FARMACOLOGIA E BIOTECNOLOGIE",2011,06 - Scienze mediche
Ricercatore,MUSETTI Maria Cristina,F,MILANO,Medicina e Chirurgia,MED/39,06/G1,Non disponibile,2011,06 - Scienze mediche
Ordinario,MUSIANI Piero,M,CHIETI-PESCARA,Medicina e Chirurgia,MED/08,06/A4,MEDICINA E SCIENZE DELL' INVECCHIAMENTO,2011,06 - Scienze mediche
Ricercatore,MUSIARI Luisa,F,PARMA,Medicina e Chirurgia,MED/09,06/B1,SCIENZE CLINICHE,2011,06 - Scienze mediche
Ricercatore,MUSOLINO Antonino,M,MESSINA,Medicina e Chirurgia,MED/27,06/E3,"NEUROSCIENZE, SCIENZE PSICHIATRICHE E ANESTESIOLOGICHE",2011,06 - Scienze mediche
Associato confermato,MUSOLINO Caterina,F,MESSINA,Medicina e Chirurgia,MED/15,06/D3,MEDICINA INTERNA E TERAPIA MEDICA,2011,06 - Scienze mediche
Associato confermato,MUSOLINO Rosa Fortunata,F,MESSINA,Medicina e Chirurgia,MED/26,06/D6,"NEUROSCIENZE, SCIENZE PSICHIATRICHE E ANESTESIOLOGICHE",2011,06 - Scienze mediche
Ricercatore,MUSSA Baudolino,M,TORINO,Medicina e Chirurgia,MED/18,06/C1,DISCIPLINE MEDICO CHIRURGICHE,2011,06 - Scienze mediche
Ricercatore,MUSSANO Federico Davide Costantino,M,TORINO,Medicina e Chirurgia,MED/28,06/F1,SCIENZE BIOMEDICHE ED ONCOLOGIA UMANA,2011,06 - Scienze mediche
Ordinario,MUSSI Alfredo,M,PISA,Medicina e Chirurgia,MED/21,06/E1,CARDIO TORACICO E VASCOLARE,2011,06 - Scienze mediche
Ricercatore,MUSSI Chiara,F,MODENA e REGGIO EMILIA,Medicina e Chirurgia,MED/09,06/B1,"MEDICINA, ENDOCRINOLOGIA, METABOLISMO E GERIATRIA",2011,06 - Scienze mediche
Straordinario tempo determinato,MUSSINI Cristina,F,MODENA e REGGIO EMILIA,,MED/17,,"CHIRURGICO, MEDICO, ODONTOIATRICO E DI SCIENZE MORFOLOGICHE CON INTERESSE TRAPIANTOLOGICO, ONCOLOGICO E DI MEDICINA RIGENERATIVA",2011,06 - Scienze mediche
Associato confermato,MUSSO Tiziana,F,TORINO,Medicina e Chirurgia,MED/07,06/A3,SANITA' PUBBLICA E DI MICROBIOLOGIA,2011,06 - Scienze mediche
Ricercatore,MUSTACCHI Giorgio,M,TRIESTE,Medicina e Chirurgia,MED/06,06/D3,"UNIVERSITARIO CLINICO DI ANESTESIA, CHIRURGIA, ANATOMIA PATOLOGICA, DERMATOLOGIA, EPATOLOGIA E SCIENZE MOLECOLARI",2011,06 - Scienze mediche
Associato confermato,MUSTI Anna Maria,F,della CALABRIA,Farmacia e Scienze Nutrizione e Salute,MED/04,06/A2,FARMACOBIOLOGICO,2011,06 - Scienze mediche
Associato confermato,MUSTI Marina,F,BARI,Medicina e Chirurgia,MED/44,06/M2,INTERDISCIPLINARE DI MEDICINA (DIM),2011,06 - Scienze mediche
Ricercatore,MUSU Mario,M,CAGLIARI,Medicina e Chirurgia,MED/41,06/L1,SCIENZE MEDICHE INTERNISTICHE 'M.ARESU',2011,06 - Scienze mediche
Ricercatore,MUSUMECI Antonino,M,Napoli Federico II,Medicina e Chirurgia,MED/23,06/E1,"MEDICINA CLINICA, SCIENZE CARDIOVASCOLARI E IMMUNOLOGICHE",2011,06 - Scienze mediche
Ricercatore,MUSUMECI Maria Beatrice,F,"ROMA ""La Sapienza""",Medicina e Psicologia (*),MED/11,06/D1,MEDICINA CLINICA E MOLECOLARE,2011,06 - Scienze mediche
Ricercatore non confermato,MUSUMECI Olimpia,F,MESSINA,Medicina e Chirurgia,MED/26,06/D6,"NEUROSCIENZE, SCIENZE PSICHIATRICHE E ANESTESIOLOGICHE",2011,06 - Scienze mediche
Ricercatore,MUSUMECI Rosario,M,MILANO-BICOCCA,Medicina e Chirurgia,MED/07,06/A3,MEDICINA CLINICA E PREVENZIONE- DEPARTMENT OF CLINICAL AND PREVENTIVE MEDICINE,2011,06 - Scienze mediche
Associato confermato,MUTI Egle,F,TORINO,"Medicina e Chirurgia II ""San Luigi Gonzaga""",MED/19,06/E2,SCIENZE CLINICHE E BIOLOGICHE,2011,06 - Scienze mediche
Associato confermato,MUTIGNANI Massimiliano,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/18,06/C1,CLINICA CHIRURGICA GENERALE,2011,06 - Scienze mediche
Ordinario,MUTTI Antonio,M,PARMA,Medicina e Chirurgia,MED/44,06/M2,"CLINICA MEDICA, NEFROLOGIA E SCIENZE DELLA PREVENZIONE",2011,06 - Scienze mediche
Ordinario,MUZI Giacomo,M,PERUGIA,Medicina e Chirurgia,MED/44,06/M2,MEDICINA CLINICA E SPERIMENTALE,2011,06 - Scienze mediche
Ricercatore,MUZII Ludovico,M,"Univ. ""Campus Bio-Medico"" di ROMA",Medicina e Chirurgia,MED/40,06/H1,SCIENZE GINECOLOGICO-OSTETRICHE E SCIENZE UROLOGICHE,2011,06 - Scienze mediche
Ricercatore,MUZII Vitaliano Francesco,M,SIENA,Medicina e Chirurgia,MED/27,06/E3,"SCIENZE NEUROLOGICHE, NEUROCHIRURGICHE E DEL COMPORTAMENTO",2011,06 - Scienze mediche
Ricercatore,MUZIO Giuliana,F,TORINO,Medicina e Chirurgia,MED/04,06/A2,SCIENZE CLINICHE E BIOLOGICHE,2011,06 - Scienze mediche
Ricercatore,MUZZI Luigi,M,SIENA,Medicina e Chirurgia,MED/50,06/N1,CHIRURGIA E BIOINGEGNERIA,2011,06 - Scienze mediche
Ordinario,MUZZONIGRO Giovanni,M,Politecnica delle MARCHE,,MED/24,06/E2,SCIENZE CLINICHE SPECIALISTICHE ED ODONTOSTOMATOLOGICHE,2011,06 - Scienze mediche
Ricercatore a t.d. (art.1 comma 14 L. 230/05),NABISSI Massimo,M,CAMERINO,,MED/04,06/A2,SCUOLA DI SCIENZE DEL FARMACO E DEI PRODOTTI DELLA SALUTE,2011,06 - Scienze mediche
Associato confermato,NACCARATO Antonio Giuseppe,M,PISA,Medicina e Chirurgia,MED/08,06/A4,"ONCOLOGIA,DEI TRAPIANTI E DELLE NUOVE TECNOLOGIE IN MEDICINA",2011,06 - Scienze mediche
Ordinario,NACCHIERO Michele,M,BARI,Medicina e Chirurgia,MED/18,06/C1,DELL'EMERGENZA E DEI TRAPIANTI DI ORGANI,2011,06 - Scienze mediche
Ricercatore,NACINOVICH Renata,F,MILANO-BICOCCA,Medicina e Chirurgia,MED/39,06/G1,NEUROSCIENZE E TECNOLOGIE BIOMEDICHE,2011,06 - Scienze mediche
Ricercatore,NACMIAS Benedetta,F,FIRENZE,Medicina e Chirurgia,MED/26,06/D6,SCIENZE NEUROLOGICHE E PSICHIATRICHE,2011,06 - Scienze mediche
Associato confermato,NAHUM Mauro,M,GENOVA,Medicina e Chirurgia,MED/18,06/C1,"DISCIPLINE CHIRURGICHE,MORFOLOGICHE E METODOLOGIE INTEGRATE",2011,06 - Scienze mediche
Ricercatore,NANNELLI Pietro,M,SIENA,Medicina e Chirurgia,MED/28,06/F1,SCIENZE ODONTOSTOMATOLOGICHE,2011,06 - Scienze mediche
Associato confermato,NANNI Giuseppe,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/18,06/C1,CLINICA CHIRURGICA GENERALE,2011,06 - Scienze mediche
Ricercatore,NANNI Lorenzo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/20,06/E2,PATOLOGIA SPECIALE CHIRURGICA,2011,06 - Scienze mediche
Ricercatore non confermato,NANNI Maria Giulia,F,FERRARA,Medicina e Chirurgia,MED/25,06/D5,DISCIPLINE MEDICO-CHIRURGICHE DELLA COMUNICAZIONE E DEL COMPORTAMENTO,2011,06 - Scienze mediche
Associato confermato,NANNI Patrizia,F,BOLOGNA,Medicina e Chirurgia,MED/04,06/A2,PATOLOGIA SPERIMENTALE,2011,06 - Scienze mediche
Ricercatore,NANNI Simona,F,Cattolica del Sacro Cuore,Medicina e Chirurgia,MED/50,06/N1,PATOLOGIA SPECIALE MEDICA E SEMEIOTICA MEDICA,2011,06 - Scienze mediche
Ricercatore,NANNIPIERI Monica,F,PISA,Medicina e Chirurgia,MED/09,06/B1,MEDICINA INTERNA,2011,06 - Scienze mediche
Ricercatore,NANO Giovanni,M,MILANO,Medicina e Chirurgia,MED/22,06/E1,SCIENZE MEDICO-CHIRURGICHE,2011,06 - Scienze mediche
Ordinario,NANO Mario,M,TORINO,"Medicina e Chirurgia II ""San Luigi Gonzaga""",MED/18,06/C1,SCIENZE CLINICHE E BIOLOGICHE,2011,06 - Scienze mediche
Ordinario,NANTE Nicola,M,SIENA,Medicina e Chirurgia,MED/42,06/M1,"FISIOPATOLOGIA, MEDICINA SPERIMENTALE E SANITA' PUBBLICA",2011,06 - Scienze mediche
Ricercatore non confermato,NAPOLETANO Chiara,F,"ROMA ""La Sapienza""",Medicina e Odontoiatria (*),MED/05,06/A2,MEDICINA SPERIMENTALE,2011,06 - Scienze mediche
Ricercatore,NAPOLI Angela,F,"ROMA ""La Sapienza""",Medicina e Psicologia (*),MED/13,06/D2,MEDICINA CLINICA E MOLECOLARE,2011,06 - Scienze mediche
Ricercatore,NAPOLI Anna,F,BARI,Medicina e Chirurgia,MED/08,06/A4,ANATOMIA PATOLOGICA,2011,06 - Scienze mediche
Ricercatore,NAPOLI Christian,M,BARI,Medicina e Chirurgia,MED/42,06/M1,SCIENZE BIOMEDICHE ED ONCOLOGIA UMANA,2011,06 - Scienze mediche
Ordinario,NAPOLI Claudio,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/05,06/A2,PATOLOGIA GENERALE,2011,06 - Scienze mediche
Ricercatore,NAPOLI Nicola,M,BARI,Medicina e Chirurgia,MED/09,06/B1,DELL'EMERGENZA E DEI TRAPIANTI DI ORGANI,2011,06 - Scienze mediche
Associato non confermato,NAPOLI Raffaele,M,Napoli Federico II,Medicina e Chirurgia,MED/09,06/B1,"MEDICINA CLINICA, SCIENZE CARDIOVASCOLARI E IMMUNOLOGICHE",2011,06 - Scienze mediche
Associato confermato,NAPOLITANO Giorgio,M,CHIETI-PESCARA,Scienze dell'Educazione Motoria,MED/13,06/D2,SCIENZE DEL MOVIMENTO UMANO,2011,06 - Scienze mediche
Associato confermato,NAPOLITANO Luca Maria,M,CHIETI-PESCARA,Medicina e Chirurgia,MED/18,06/C1,SCIENZE CHIRURGICHE SPERIMENTALI E CLINICHE,2011,06 - Scienze mediche
Ricercatore,NAPOLITANO Vincenzo,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/18,06/C1,"SCIENZE ANESTESIOLOGICHE, CHIRURGICHE E DELLE EMERGENZE",2011,06 - Scienze mediche
Ricercatore,NAPPA Salvatore,M,Napoli Federico II,Medicina e Chirurgia,MED/17,06/D4,MEDICINA PUBBLICA E DELLA SICUREZZA SOCIALE,2011,06 - Scienze mediche
Ordinario,NAPPI Carmine,M,Napoli Federico II,Medicina e Chirurgia,MED/40,06/H1,"SCIENZE OSTETRICO-GINECOLOGICHE, UROLOGICHE E MEDICINA DELLA RIPRODUZIONE",2011,06 - Scienze mediche
Ordinario,NAPPI Gianantonio,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,MED/23,06/E1,SCIENZE CARDIO-TORACICHE E RESPIRATORIE,2011,06 - Scienze mediche
Ricercatore,NAPPI Luigi,M,FOGGIA,Medicina e Chirurgia,MED/40,06/H1,SCIENZE CHIRURGICHE,2011,06 - Scienze mediche
Associato non confermato,NAPPI Rossella,F,PAVIA,Medicina e Chirurgia,MED/40,06/H1,"SCIENZE CLINICO-CHIRURGICHE, DIAGNOSTICHE E PEDIATRICHE",2011,06 - Scienze mediche
Ricercatore,NARBONE Maria Carola,F,MESSINA,Medicina e Chirurgia,MED/26,06/D6,"NEUROSCIENZE, SCIENZE PSICHIATRICHE E ANESTESIOLOGICHE",2011,06 - Scienze mediche
Associato confermato,NARDECCHIA Elio,M,L'AQUILA,Medicina e Chirurgia,MED/43,06/M2,MEDICINA INTERNA E SANITA' PUBBLICA,2011,06 - Scienze mediche
Ordinario,NARDELLI Giovanni Battista,M,PADOVA,Medicina e Chirurgia,MED/40,06/H1,SALUTE DELLA DONNA E DEL BAMBINO SDB,2011,06 - Scienze mediche
Ricercatore,NARDELLO Oreste,M,CAGLIARI,Medicina e Chirurgia,MED/18,06/C1,"CHIRURGICO, MATERNO, INFANTILE E DI SCIENZE DELLE IMMAGINI",2011,06 - Scienze mediche
Ricercatore,NARDELLO Rosaria,F,PALERMO,Medicina e Chirurgia,MED/39,06/G1,UNIVERSITARIO MATERNO-INFANTILE E DI ANDROLOGIA E UROLOGIA,2011,06 - Scienze mediche
Associato confermato,NARDI Alessandra,F,"ROMA ""Tor Vergata""",Scienze Matematiche Fisiche e Naturali,MED/01,06/M1,MATEMATICA,2011,06 - Scienze mediche
Ricercatore,NARDI Bernardo,M,Politecnica delle MARCHE,,MED/25,06/D5,MEDICINA SPERIMENTALE E CLINICA,2011,06 - Scienze mediche
